contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kinderdagverblijf De Toverfluit,0356::SB11,,1591,1223,4,0,0,2,3,1153,73,0,0,0,2,0,0,1229,315,86,180,102,115,158,25,86,7,43,62,2,3,10,1,23,0,1,0,3,0,0,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PC bs Pr.Margriet locatie Noord I,0356::SB12,,1256,1392,0,15,0,0,1,1265,141,0,0,0,0,0,0,1407,277,87,188,140,155,189,38,120,9,59,47,1,9,36,0,19,0,2,0,5,9,0,0,0,0,2
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PC bs Pr.Margriet locatie Noord II,0356::SB13,,1418,1261,2,5,0,0,0,1160,108,0,0,0,0,0,0,1268,293,75,160,125,146,182,43,90,4,38,52,0,6,17,1,14,0,0,2,5,4,1,1,1,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau bs Christoffel,0356::SB14,,1362,710,3,3,1,0,3,632,80,0,0,1,0,0,0,715,135,35,168,77,54,66,8,52,3,23,31,2,2,19,4,14,2,0,1,3,10,0,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Meander,0356::SB15,,1760,1255,3,3,0,0,2,1123,136,0,0,0,0,0,0,1261,286,66,184,121,122,187,29,115,4,38,42,2,5,21,2,15,0,1,0,6,9,0,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau PC bs Pr.Margriet, locatie Zuid",0356::SB16,,1680,1134,2,3,0,0,1,1026,112,0,0,0,0,0,0,1139,252,36,244,89,137,128,30,85,9,31,29,0,2,27,4,27,0,0,0,3,1,0,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scholengemeenschap Anna van Rijn,0356::SB17,,1836,1291,0,3,0,1,2,1177,116,0,0,0,1,0,0,1295,256,90,179,122,129,191,37,127,4,32,62,1,3,12,2,28,3,0,0,5,5,1,0,1,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Krullevaar,0356::SB18,,1763,1400,0,5,0,4,4,1260,145,0,0,0,4,0,0,1409,286,102,200,137,135,177,34,154,10,61,52,0,5,16,2,17,1,0,1,5,3,1,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtplein Doorslag,0356::SB19,,1100,1014,2,5,0,0,7,930,84,0,0,0,0,0,0,1021,186,64,186,88,127,117,46,74,12,30,37,1,5,10,4,18,1,0,0,3,4,0,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkhuis De Steeg,0356::SB20,,1813,1443,3,6,0,0,1,1344,107,0,0,0,0,0,0,1452,223,105,255,169,127,131,54,175,9,60,54,1,5,27,0,23,1,0,1,11,7,2,0,3,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Daltonschool Uniq-Deldenseschans 2,0356::SB21,,1760,1202,2,3,0,0,5,1084,118,0,0,0,0,0,0,1207,243,75,181,106,102,148,32,120,11,38,44,2,5,47,5,25,0,0,0,11,4,1,0,0,0,2
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jenaplanschool De Zuiderkroon,0356::SB22,,1320,961,0,4,0,0,1,882,82,0,0,0,0,0,0,965,191,83,131,104,94,128,14,110,8,29,29,0,1,10,2,22,1,0,1,1,2,0,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PC basisschool Maurits,0356::SB23,,1603,997,2,1,0,0,3,890,107,0,0,0,0,0,0,1000,206,56,182,81,109,95,53,72,19,29,51,0,5,16,4,11,1,0,0,5,1,0,1,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Veerhuis,0356::SB24,,1574,1109,2,2,1,0,2,1028,84,0,0,0,1,0,0,1114,259,74,159,113,171,77,32,90,6,31,43,4,7,13,3,18,0,0,1,2,2,2,0,2,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkelijk Centrum De Rank,0356::SB25,,965,993,0,3,0,0,2,899,99,0,4,0,4,0,0,1000,205,50,195,112,103,99,36,78,7,24,38,0,5,13,0,16,0,0,2,7,2,0,0,1,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtplein Zuid,0356::SB26,,1211,1222,3,1,0,2,1,1099,128,0,0,0,2,0,0,1228,234,65,184,164,149,131,28,100,13,37,56,1,6,25,0,21,0,0,1,5,0,0,0,1,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Locatie Prins Hendriklaan 27,0356::SB27,,1245,947,1,5,0,0,2,850,101,0,0,0,0,0,0,953,278,40,111,85,97,115,40,75,9,24,37,1,3,6,0,19,0,0,0,4,2,0,0,0,1,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Fort Vreeswijk,0356::SB28,,1499,1373,1,8,0,0,4,1240,126,0,0,12,0,12,0,1370,291,79,244,139,200,121,52,76,20,36,65,3,12,3,2,19,0,0,2,4,2,1,0,0,0,2
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gemeenschapsruimte ""boerderij Bos""",0356::SB29,,1288,1148,1,2,0,0,1,1061,89,0,0,0,0,0,0,1151,294,70,196,100,142,141,18,72,0,18,53,3,9,2,1,22,0,0,0,7,0,0,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau PC Basisschool Kon. Juliana,0356::SB30,,933,1120,0,1,0,0,3,1008,110,0,0,0,0,0,0,1121,315,49,179,70,138,142,34,71,2,27,46,0,4,12,1,17,2,0,0,1,4,0,0,5,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Toonladder,0356::SB31,,1051,1103,3,5,0,0,1,998,112,0,0,0,0,0,0,1111,295,55,155,81,115,172,13,70,7,23,41,1,5,30,2,30,0,0,0,5,2,1,0,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Galecopperboog I,0356::SB32,,1418,1252,1,2,0,0,5,1135,115,0,0,0,0,0,0,1255,300,77,207,122,138,134,29,97,2,33,51,0,5,17,1,21,1,0,2,5,4,2,0,3,0,1
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Galecopperboog II,0356::SB33,,1975,1266,4,15,0,0,6,1146,133,0,0,0,0,0,0,1285,311,75,214,138,123,135,14,80,10,38,56,1,6,28,3,20,0,0,1,1,7,4,1,0,0,0
Utrecht,Nieuwegein,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MeetingDistrict,0356::SB34,,917,634,2,1,0,1,2,633,1,0,0,1,0,0,0,636,196,39,109,27,56,73,14,41,2,20,16,2,3,18,0,7,0,1,0,5,5,0,0,0,0,0
