contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gr van Prinstererschool,0537::SB11,2224 SZ,1671,1642,1,10,0,0,0,1470,184,0,1,0,1,0,0,1654,208,36,229,66,280,71,201,32,389,21,60,0,12,0,0,30,1,0,1,1,0,0,0,4,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Cleijn Duin,0537::SB12,2224 BN,1507,1110,0,5,0,0,2,996,117,0,0,0,0,0,0,1115,182,43,208,87,180,71,69,33,98,25,47,0,6,22,1,33,1,0,0,1,0,1,0,2,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pr Willem-Alexanderschool,0537::SB13,2221 SM,1365,943,2,3,0,0,1,839,108,0,0,0,0,0,0,948,136,29,208,66,159,29,70,44,90,18,34,1,4,26,2,19,0,0,0,3,1,1,2,1,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ISK Duin en Bollenstreek,0537::SB14,2221 CE,1148,575,0,2,0,0,2,488,87,0,0,0,0,0,0,577,78,18,117,40,109,16,49,8,78,13,28,0,4,1,0,12,1,0,1,0,0,1,0,1,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pieter Groen,0537::SB15,2221 VV,1246,1315,6,3,0,0,2,1161,161,0,0,0,0,0,0,1324,227,47,230,76,250,75,125,61,101,25,37,1,2,13,3,33,0,0,0,4,1,0,0,4,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Hoornes/Rijnsoever,0537::SB16,2221 CR,1223,1117,0,4,0,0,5,982,134,0,0,0,0,0,0,1121,185,28,247,66,149,70,82,55,79,25,43,3,3,22,1,45,1,0,3,5,2,1,0,2,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hockeyclub Catwyck,0537::SB17,2221 KJ,1619,1137,0,0,0,2,1,1009,125,0,0,2,0,0,0,1135,267,31,163,55,236,81,100,44,52,22,29,0,2,9,0,40,0,0,1,4,0,0,0,0,1
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rijnmond,0537::SB18,2224 VT,1574,736,2,2,0,0,3,656,81,0,0,0,0,0,0,740,139,25,140,46,136,49,51,32,56,11,12,3,5,3,2,24,0,0,0,2,0,0,0,0,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Dorpshuis Valkenburg,0537::SB19,2235 BC,1335,1239,3,2,0,0,1,1088,155,0,0,0,0,0,0,1244,353,63,155,43,221,95,101,57,34,37,38,0,4,0,3,31,0,0,0,3,0,0,1,0,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Dorpshuis Valkenburg 2,0537::SB20,2235 BC,1336,1139,0,0,1,0,1,1026,113,0,0,0,1,0,0,1140,253,52,133,44,250,85,113,65,26,37,40,3,9,0,0,21,0,0,1,6,0,0,0,1,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vlietstede,0537::SB21,2231 DS,1512,1106,2,4,0,0,0,1008,104,0,0,0,0,0,0,1112,274,22,119,42,283,69,125,38,39,26,20,1,7,0,1,32,1,0,0,4,0,0,1,1,1
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Voorhof,0537::SB22,2231 GN,1287,1304,0,7,0,3,0,1186,128,0,0,0,3,0,0,1314,326,31,152,78,290,69,125,48,63,26,40,0,4,3,1,39,0,0,0,5,0,1,0,3,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau de Kazerne Floraband,0537::SB23,2231 NA,1537,1059,1,0,0,0,1,931,128,0,0,0,0,0,0,1060,303,21,138,32,216,69,131,33,38,19,16,2,3,0,0,32,0,0,0,3,1,0,0,2,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gereformeerde Kerk Vrijgemaakt,0537::SB24,2231 SE,1583,1437,0,6,0,0,1,1264,178,0,0,0,0,0,0,1443,324,39,169,45,368,87,228,52,40,24,23,2,4,1,1,29,0,0,0,1,0,0,0,0,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Julianaschool,0537::SB25,2231 TK,1496,1695,1,3,0,2,1,1516,184,0,0,0,2,0,0,1701,443,49,201,53,404,116,169,78,49,18,29,1,5,9,3,62,0,0,0,3,0,1,0,2,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Wegwijzer,0537::SB26,2231 TD,1537,1601,1,4,0,2,1,1408,199,0,0,0,2,0,0,1608,419,45,217,42,344,106,192,50,49,27,44,2,3,4,1,45,0,0,0,6,1,0,0,4,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Schakel,0537::SB27,2231 ZD,1481,1295,1,2,0,4,2,1162,138,0,0,0,4,0,0,1302,316,48,186,63,250,82,129,61,49,33,32,2,3,3,0,34,1,0,0,2,0,0,0,1,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau de Duinrand, tijdelijke locatie",0537::SB28,2231 BJ,1513,570,0,0,0,0,3,508,59,0,0,0,0,0,0,570,170,16,44,10,145,57,52,14,19,5,14,1,1,0,0,17,0,1,2,0,2,0,0,0,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Brede School, locatie Duyfrak",0537::SB29,2235 SN,1241,1046,0,1,0,0,0,950,97,0,0,0,0,0,0,1047,305,41,93,32,194,134,53,54,23,32,19,0,4,13,3,36,0,0,1,6,0,1,0,1,1
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zeehospitium,0537::SB30,2225 MJ,1184,912,0,2,0,2,2,782,132,0,0,0,2,0,0,916,209,30,81,45,224,42,88,32,98,21,16,1,5,0,0,16,0,1,1,2,0,0,0,0,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Anker,0537::SB31,2225 ES,1546,850,1,0,0,0,2,734,115,0,0,0,0,0,0,851,117,12,124,24,167,39,112,17,175,15,25,0,0,0,0,19,0,0,0,3,0,0,0,0,1
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Marnixschool,0537::SB32,2221 EP,1471,1065,1,1,0,0,1,925,141,0,0,0,0,0,0,1067,193,22,178,39,219,47,110,30,103,17,47,1,6,8,6,34,1,0,0,2,1,0,0,1,0
Leiden,Katwijk,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeugdhuis de Poolster,0537::SB33,2221 NT,1543,1889,3,5,0,0,2,1672,226,0,3,0,1897,0,0,1900,253,63,307,109,401,89,167,62,257,39,67,4,12,3,1,51,0,0,0,2,0,0,0,2,0
