contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Schanshuus,0056::SB11,9842 PE,361,300,0,0,0,0,1,283,16,0,0,0,0,0,0,300,51,25,25,30,67,18,34,16,14,5,7,1,1,0,0,3,0,0,0,1,1,1,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Meeden,0056::SB12,9831 RD,763,765,2,0,0,0,3,702,62,0,0,0,0,0,0,767,98,66,55,80,109,76,137,73,19,18,24,0,0,0,0,8,0,1,0,0,1,0,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Hoge Hof,0056::SB13,9831 RZ,970,786,3,2,1,0,1,750,39,0,0,1,0,0,0,790,76,43,69,107,137,51,132,83,14,26,24,0,7,0,2,5,0,1,0,4,1,4,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Den Ham,0056::SB14,9833 PB,210,159,0,1,0,0,1,148,11,0,0,0,0,0,0,160,20,9,17,19,37,5,23,17,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Hornhuis,0056::SB15,9832 PD,344,278,0,0,0,0,0,253,25,0,0,0,0,0,0,278,42,8,23,28,45,23,18,47,14,19,6,0,1,0,0,1,0,0,0,2,1,0,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Humsterland,0056::SB16,9883 PE,1055,903,1,1,0,0,0,830,75,0,0,0,0,0,0,905,81,51,62,97,209,58,222,54,28,14,13,1,0,0,1,8,0,0,0,1,0,0,0,3
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Eisseshof,0056::SB17,9884 PC,193,175,0,0,0,0,2,171,2,0,0,0,0,0,0,175,21,18,7,14,28,12,17,29,6,13,6,0,0,0,0,4,0,0,0,0,0,0,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Heralmahuus,0056::SB18,9886 PG,122,101,0,0,0,0,2,85,14,0,0,0,0,0,0,101,24,11,2,10,17,6,11,11,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Vrijwilliger,0056::SB19,9885 PC,164,148,0,0,0,0,0,140,8,0,0,0,0,0,0,148,17,3,8,21,61,10,12,5,1,3,2,0,0,1,0,3,0,0,0,1,0,0,0,0
Groningen,Zuidhorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Steak- en Partyhouse André Dokter,0056::SB20,9805 TD,1226,1324,0,0,0,0,0,1206,118,0,0,0,0,0,0,1324,211,112,36,93,229,220,226,119,21,18,15,2,2,0,3,15,0,0,0,2,0,0,0,0
