contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau mfc ""t Wijkhuis""",0400::SB14,,1906,1202,1,5,0,4,7,1112,93,0,0,0,4,0,0,1212,177,84,282,129,96,87,54,113,14,39,48,1,9,23,1,25,2,1,1,9,1,1,5,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Buurthuis ""Zuid-Ooster""",0400::SB15,,1935,1402,0,5,0,2,2,1284,123,0,0,0,2,0,0,1409,287,71,241,123,160,135,70,111,13,26,79,2,19,2,3,49,1,0,1,6,0,1,1,1
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Gebouw tennispark naast sporth ""De Brug""",0400::SB16,,1828,1283,3,4,0,0,3,1181,106,0,0,0,0,0,0,1290,361,60,263,109,132,101,25,60,11,29,64,0,13,0,4,42,0,0,0,6,0,0,2,1
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau MFC ""De Boerderij""",0400::SB17,,1436,1073,2,3,0,1,1,1004,74,0,0,0,1,0,0,1079,185,59,234,92,149,71,32,59,7,26,104,0,7,0,2,34,0,1,0,6,0,1,4,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Baptistengemeente ""Het Lichtbaken""",0400::SB18,,1598,1237,4,2,0,0,1,1158,91,0,0,0,7,0,0,1250,240,87,226,122,171,103,58,51,4,35,99,1,1,8,0,25,0,0,0,1,1,2,1,1
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau MFC ""De Boerderij""",0400::SB19,,1431,1007,2,3,1,3,0,918,98,0,0,0,4,0,0,1016,190,68,207,97,111,91,33,56,5,28,82,0,8,4,2,20,1,0,1,2,0,0,1,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vredeskerk,0400::SB20,,1536,1484,1,3,0,1,0,1347,142,0,0,0,1,0,0,1489,360,79,266,117,221,122,35,59,17,30,88,6,19,5,0,50,4,0,1,4,1,0,0,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Woon- en zorgcentrum ""Buitenveld""",0400::SB21,,1485,1236,0,2,0,0,9,1106,123,0,0,0,0,0,0,1238,354,51,171,88,226,128,27,51,11,31,51,3,13,0,4,22,0,0,1,2,1,0,0,1
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau MFC "" 't Dorpshuis """,0400::SB22,,1719,1431,1,1,0,0,9,1298,126,0,0,0,0,0,0,1433,321,82,297,131,143,108,28,87,5,43,92,2,28,0,1,49,4,1,2,7,0,0,0,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal Vogelzand,0400::SB23,,1315,1042,1,1,0,2,2,961,83,0,0,0,2,0,0,1046,280,68,148,59,172,92,28,61,7,30,48,0,14,0,2,24,0,0,0,5,1,1,2,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal Vogelzand,0400::SB24,,1335,1044,1,2,0,3,0,942,108,0,0,0,3,0,0,1050,265,58,175,59,129,127,30,62,6,36,37,4,14,0,4,34,0,0,1,2,0,0,1,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Basisschool ""De Hofstee""",0400::SB25,,1474,1272,0,1,0,1,7,1122,145,0,0,0,1,0,0,1274,299,37,246,115,151,93,54,90,8,35,68,4,12,1,5,44,1,0,3,3,1,1,1,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Basisschool ""De Hofstee""",0400::SB26,,1508,1343,2,4,0,0,14,1175,160,0,0,0,0,0,0,1349,330,59,245,116,146,151,35,72,6,53,56,0,19,0,3,44,1,0,0,3,2,0,2,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Wijksteunpunt ""De Verbinding""",0400::SB27,,1305,848,0,2,0,0,1,769,79,0,0,1,0,1,0,849,271,33,119,43,124,75,33,42,7,22,48,2,5,0,0,21,0,0,1,2,0,0,0,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Verenigingsgebouw ""De Jutter""",0400::SB28,,1508,1100,3,6,0,0,12,1001,96,0,0,0,0,0,0,1109,168,53,282,103,98,90,27,80,11,40,66,3,12,4,5,45,0,0,2,4,4,2,1,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Algemene Basisschool ""Comenius""",0400::SB29,,1439,1072,2,0,0,0,4,960,110,0,0,0,0,0,0,1074,275,74,136,58,153,116,34,86,9,35,47,1,13,0,0,27,0,0,2,5,0,0,0,1
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dansschool ""Corma""",0400::SB30,,1026,744,0,1,0,2,2,685,60,0,0,0,2,0,0,747,188,43,125,53,91,62,19,67,3,31,22,2,9,0,0,21,0,0,3,1,2,1,1,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Wijksteunpunt ""De Verbinding""",0400::SB31,,1303,740,1,1,0,0,4,661,77,0,0,0,0,0,0,742,251,35,104,46,112,68,25,25,7,20,26,0,6,0,2,11,1,0,1,0,0,0,0,0
Den Helder,Den Helder,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis Den Helder,0400::SB32,,0,313,2,0,0,0,2,274,39,0,0,0,0,0,0,315,72,24,44,25,36,32,3,23,1,15,19,1,1,4,2,8,1,1,0,1,0,0,0,0
