contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Molenhof,0715::SB15,4543 CM,2234,1775,3,3,0,3,8,1575,201,0,0,0,3,0,0,1784,279,69,224,134,362,109,195,63,221,33,44,4,4,2,3,27,0,0,0,2,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Welzijnscentrum 't Meulengat,0715::SB16,4541 GS,1687,1123,1,2,0,0,0,989,137,0,0,0,0,0,0,1126,170,35,304,189,146,59,15,61,24,13,54,1,4,19,1,20,0,0,2,5,0,0,1,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC De Statie,0715::SB17,4551 AL,2290,1584,1,3,0,2,18,1422,150,0,0,0,2,0,0,1590,288,100,322,205,197,151,7,115,5,43,76,1,8,22,1,26,0,0,5,6,1,0,3,2
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum De Straete,0715::SB18,4551 LH,264,207,0,0,0,0,0,187,20,0,0,0,0,0,0,207,46,9,40,14,31,15,6,11,13,4,10,0,1,0,0,7,0,0,0,0,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum 't Verlaet,0715::SB19,4554 BE,1283,923,3,2,0,1,1,811,115,0,0,1,0,0,0,927,142,56,183,135,130,91,14,48,2,23,62,1,4,0,0,9,1,0,0,20,0,0,2,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum De Kaaie,0715::SB20,4553 AW,1541,1215,1,4,0,4,7,1059,158,0,0,0,4,0,0,1224,318,59,210,125,179,103,13,69,22,27,50,2,8,1,3,21,1,1,0,3,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Vurssche,0715::SB21,4571 HT,1603,1206,2,2,0,1,2,1086,123,0,0,0,1,0,0,1211,183,71,239,116,175,76,152,51,19,30,38,1,4,22,2,23,1,1,1,0,0,1,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Trefpunt,0715::SB22,4571 KC,1812,1327,3,2,0,3,4,1185,140,0,0,3,0,0,0,1329,211,77,243,153,173,92,133,62,29,21,63,2,11,13,1,36,2,0,0,5,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gregoriuscentrum,0715::SB23,4571 BH,2370,1877,1,6,0,0,10,1751,123,0,0,0,0,0,0,1884,327,102,360,168,305,124,144,111,28,50,81,0,10,21,1,32,4,3,0,3,1,0,1,1
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Lange Akkers,0715::SB24,4576 DX,1528,1137,0,2,0,0,3,1010,126,0,0,0,0,0,0,1139,252,60,221,132,173,88,11,72,2,30,71,1,3,0,2,16,1,0,0,0,0,2,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Kaaike,0715::SB25,4574 RD,865,634,0,0,0,0,5,581,48,0,0,0,0,0,0,634,140,20,111,82,116,55,7,30,4,24,33,2,3,0,2,5,0,0,0,0,0,0,0,0
Middelburg,Terneuzen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Overslag,0715::SB26,4575 NL,135,119,0,0,0,0,2,101,16,0,0,0,0,0,0,119,19,13,22,3,29,17,2,9,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
