contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Naesenhof (Broekhuizen),1507::SB12,,606,536,0,3,0,0,2,477,60,0,0,0,0,0,0,539,129,12,76,78,111,53,3,27,0,11,15,1,1,0,1,12,1,0,1,3,0,0,1
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Smetenhof (Lottum),1507::SB13,,1538,1282,1,1,0,0,2,1161,121,0,0,0,0,0,0,1284,351,31,166,138,304,122,4,53,2,19,52,2,7,0,1,26,2,0,0,2,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Haeren (Grubbenvorst),1507::SB14,,1669,1350,5,2,0,5,2,1208,142,0,0,5,0,0,0,1352,333,58,166,184,228,138,10,99,2,22,65,6,11,0,0,24,3,0,0,1,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgc. La Providence (Grubbenvorst),1507::SB15,,1989,1600,2,3,2,0,2,1445,160,0,0,0,2,0,0,1607,373,55,209,191,295,209,9,93,0,42,74,8,4,0,2,26,2,1,0,1,1,3,2
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal de Kruisweide (Sevenum),1507::SB16,,1525,1410,4,1,0,1,6,1268,142,0,0,0,1,0,0,1416,362,44,152,168,300,215,5,66,0,19,40,1,3,0,3,27,1,0,0,2,0,1,1
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingshuis Sevenheym (Sevenum),1507::SB17,,2055,1728,7,2,0,1,5,1540,191,0,0,1,0,0,0,1736,381,58,183,212,405,234,10,95,6,29,79,3,3,0,1,21,0,2,0,6,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Torrekoel (Kronenberg),1507::SB18,,1108,956,1,0,0,0,1,851,105,0,0,0,0,0,0,957,227,33,79,104,293,93,8,39,2,21,29,0,4,0,2,15,1,0,1,3,0,1,1
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Brugeind (Meerlo),1507::SB19,,1425,1180,1,1,0,0,2,1079,102,0,1,0,1,0,0,1183,243,50,160,172,254,125,10,63,1,21,45,1,6,0,1,24,1,0,0,3,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café-Zaal Wilhelmina (Swolgen),1507::SB20,,965,822,2,0,0,0,2,725,97,0,0,0,0,0,0,824,170,27,124,126,178,53,7,33,0,24,37,5,2,2,0,28,0,0,0,6,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dienstencentrum Zonnehof (Tienray),1507::SB21,,896,709,0,0,0,0,1,632,76,0,0,0,0,0,0,709,136,17,160,142,109,56,1,40,0,11,23,2,0,0,0,9,0,1,0,2,0,0,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Kapel ""de Schuilplaats"" (Horst)",1507::SB22,,1363,486,1,0,0,0,2,432,53,0,0,0,0,0,0,487,112,19,64,48,111,59,3,38,2,9,12,1,1,0,1,3,0,0,0,2,0,1,0
Maastricht,Horst aan de Maas,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw TV Apollo '69 (Sevenum),1507::SB23,,1465,987,3,1,0,1,0,881,109,0,0,1,0,0,0,990,246,32,100,128,197,138,6,61,0,13,41,2,3,0,2,15,1,0,0,1,0,1,0
