contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kindcentrum De Aventurijn,0687::SB12,4334 BA,1322,1137,7,0,0,0,10,1049,88,0,0,0,3,0,0,1147,186,87,58,126,119,130,69,167,70,63,18,2,6,1,5,20,4,0,0,5,1,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw de Hoeksteen,0687::SB14,4337 JC,1899,1654,1,8,0,0,6,1506,142,0,0,9,0,0,0,1654,179,120,250,259,143,141,84,184,38,68,58,2,9,76,2,32,0,1,1,4,0,1,2,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ter Hoogekerk,0687::SB16,4335 EH,2015,1193,1,3,0,0,6,1055,136,0,0,0,0,0,0,1197,150,70,81,115,139,82,84,117,248,46,19,0,3,14,2,16,0,0,4,2,1,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Ontmoetingskerk,0687::SB17,4335 PA,1661,1249,1,3,0,0,4,1139,110,0,0,0,0,0,0,1253,140,107,146,172,105,136,90,139,68,59,33,0,2,26,1,17,0,0,1,6,1,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Getij,0687::SB19,4335 PH,1455,1364,6,7,0,0,1,1270,111,0,0,0,5,0,0,1382,167,116,139,212,142,136,70,124,67,45,59,2,4,48,1,19,2,0,0,6,3,0,1,1
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Palet,0687::SB20,4336 XA,2137,1663,0,6,0,0,4,1518,147,0,0,0,0,0,0,1669,248,119,219,218,198,166,94,142,53,43,61,2,1,65,2,24,2,0,0,4,0,0,2,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scalda Ravensteijnweg,0687::SB21,4337 PG,1372,1077,0,1,0,0,1,977,103,0,0,0,3,0,0,1081,327,41,108,47,130,118,52,75,57,39,17,1,3,18,1,41,0,0,0,1,1,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau R.K. Franciscusschool,0687::SB22,4337 AL,1314,864,1,0,0,0,0,791,74,0,0,0,0,0,0,865,152,60,114,115,77,94,67,83,17,36,25,0,3,4,3,9,0,0,0,3,1,0,1,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rustenburg,0687::SB23,4337 EE,1660,1047,1,6,0,0,1,979,73,0,0,1,0,0,0,1053,134,73,121,178,113,78,72,130,31,37,49,0,0,8,1,13,0,0,0,6,0,0,3,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Talent,0687::SB25,4333 BW,1156,1317,0,0,0,0,4,1187,126,0,0,0,0,0,0,1317,253,132,42,99,172,186,94,157,82,58,16,0,3,2,0,14,0,0,0,6,0,1,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Palet,0687::SB26,4336 XA,1973,1772,4,7,0,0,4,1600,185,0,0,0,6,0,0,1789,294,130,220,234,184,181,79,139,79,47,64,4,4,79,8,19,0,0,0,5,0,0,2,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zeeuwse Bibliotheek,0687::SB28,4331 JE,945,1156,2,4,0,0,13,1053,95,0,0,1,0,0,0,1161,223,108,84,102,111,176,51,158,40,53,25,1,3,6,1,9,0,0,0,2,2,0,1,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hof van Buren,0687::SB29,4332 VA,1245,1260,0,4,0,2,3,1161,102,0,0,0,2,0,0,1266,246,106,103,120,144,153,90,155,23,52,28,1,2,2,1,27,0,0,0,4,3,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw achter Hervormde Kerk,0687::SB31,,1343,986,2,2,0,0,4,846,140,0,0,0,0,0,0,990,101,23,161,54,123,29,113,16,319,12,20,0,3,0,0,9,0,0,0,2,1,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis de Arne,0687::SB32,4341 GX,1085,917,0,4,0,0,1,793,127,0,0,0,0,0,0,921,90,19,126,39,90,27,135,16,320,12,24,1,1,1,0,13,0,1,0,2,0,0,0,0
Middelburg,Middelburg,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau t Vierschip,0687::SB33,4341 LE,1519,1367,0,3,0,0,0,1149,221,0,0,0,0,0,0,1370,232,47,223,67,198,55,143,29,292,11,34,1,7,1,0,26,0,0,0,1,0,0,0,0
