contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sionskerk,0355::SB17,3705 BP,1744,1685,1,5,0,3,7,1539,148,0,0,0,3,0,0,1694,470,80,160,47,143,367,56,184,42,60,31,0,1,15,4,18,1,0,0,5,0,1,0,0,0,0
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkservicepunt Noord,0355::SB18,3705 HD,2021,1710,3,5,0,1,6,1593,120,0,0,0,1,0,0,1719,308,137,286,143,123,185,50,187,39,81,57,1,4,72,3,19,1,0,1,5,5,1,0,0,1,1
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Weggeefwinkel,0355::SB19,3706 GW,1399,1057,4,3,0,0,4,958,102,0,0,0,0,0,0,1064,75,56,146,116,56,123,28,172,9,53,12,0,9,164,1,14,0,0,0,7,9,0,1,1,0,5
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum 't Noorderpunt,0355::SB20,3706 AH,1614,1247,4,4,4,0,3,1187,69,0,0,0,4,0,0,1259,198,81,104,74,113,211,59,224,7,59,23,2,5,26,3,36,0,0,0,11,6,2,0,1,0,2
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rehobothschool,0355::SB21,3705 PE,1462,1015,2,3,0,0,0,938,82,0,0,0,0,0,0,1020,134,64,142,87,90,111,56,123,51,36,41,0,3,54,2,12,0,0,1,1,3,1,0,1,0,2
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Montessorischool,0355::SB22,3705 XL,1571,1354,1,2,0,1,4,1217,137,0,0,0,1,0,0,1358,279,65,206,95,105,207,33,193,32,69,29,1,1,15,2,18,1,0,0,3,0,0,0,0,0,0
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Vredenoord,0355::SB23,3712 AA,548,589,0,1,0,0,8,548,34,0,0,0,0,0,0,590,149,41,53,39,58,79,31,64,6,36,13,0,1,3,1,13,0,0,0,1,0,0,0,1,0,0
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis De Wijngaard,0355::SB24,3735 MR,1570,1238,2,4,0,2,8,1030,208,0,0,0,2,0,0,1246,662,32,65,17,125,120,49,49,23,50,11,0,2,0,0,31,0,0,0,1,1,0,0,0,0,0
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kinderdagverblijf Kind  & Co,0355::SB25,3734 CS,1673,1462,0,2,0,0,9,1288,167,0,0,0,0,0,0,1464,563,89,101,38,159,260,20,106,25,46,17,2,4,0,0,25,1,0,1,4,1,0,0,0,0,0
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkservicepunt Pelita,0355::SB26,3734 EB,2080,1596,0,2,0,3,5,1455,135,0,0,3,0,0,0,1595,375,63,203,129,163,244,36,183,12,63,64,2,1,5,1,38,1,0,1,6,1,2,0,2,0,1
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Hoeksteen,0355::SB27,3711 AL,1243,1086,0,4,0,0,5,978,107,0,0,0,0,0,0,1090,301,75,146,56,94,144,17,117,5,63,29,0,8,0,0,22,2,0,1,3,0,0,0,0,0,3
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw 't Lichtpunt,0355::SB28,3707 BM,1484,1464,2,5,0,0,5,1329,145,0,8,0,8,0,0,1479,542,70,104,63,149,215,55,141,25,35,22,1,3,12,2,18,1,0,0,4,0,0,0,1,0,1
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0355::SB29,3701 HS,1088,1242,1,3,0,0,18,1120,108,0,0,0,0,0,0,1246,407,76,75,42,123,243,46,103,18,49,13,1,9,11,3,15,0,2,0,3,0,1,1,0,0,1
Utrecht,Zeist,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Abrona  't Lichtpunt,0355::SB30,3712 XJ,1013,558,1,1,1,0,4,507,48,0,0,1,0,0,0,559,124,18,104,16,38,77,35,62,7,36,8,1,1,4,0,19,1,0,3,2,1,1,0,0,0,0
