contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Torenschouw,0420::SB12,1674 NE,1401,1149,0,2,0,0,1,1002,148,0,0,0,0,0,0,1151,264,38,126,78,200,87,135,55,84,28,28,2,4,0,1,15,0,0,0,3,0,0,1,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis  Medemblik,0420::SB13,1687 CD,1520,1423,2,2,0,0,4,1287,136,0,0,0,0,0,0,1427,448,49,146,86,251,191,19,88,1,51,38,4,12,0,2,27,0,0,0,6,1,1,2,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sweelinckhof,0420::SB14,1687 BV,1378,989,2,1,0,0,1,918,73,0,0,0,0,0,0,992,300,50,83,51,187,126,7,60,1,37,52,0,6,0,3,22,0,1,0,1,0,0,2,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Dres,0420::SB15,1688 BE,1819,1572,3,3,0,2,3,1465,112,0,0,0,2,0,0,1580,515,45,174,85,303,202,20,76,4,29,53,10,7,2,1,35,2,0,0,5,0,1,3,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Wildebras,0420::SB17,1685 PK,439,389,0,0,0,0,0,364,25,0,0,0,0,0,0,389,135,13,47,28,78,30,1,19,0,6,18,0,6,0,0,6,0,0,0,1,0,0,1,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bloesem,0420::SB18,1687 RA,1707,1572,1,3,0,0,11,1457,108,0,0,0,0,0,0,1576,481,84,129,108,219,268,13,130,1,33,40,1,9,2,4,38,1,1,0,5,1,0,4,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingshuis Sorghvliet,0420::SB20,1619 XC,1410,1221,1,1,0,1,2,1128,94,0,0,0,1,0,0,1224,258,63,166,81,231,81,132,72,23,34,42,1,5,2,1,17,1,0,0,3,1,7,0,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Bangert,0420::SB21,1619 CT,1317,1109,4,2,0,0,2,1027,86,0,0,0,0,0,0,1115,289,59,127,104,168,114,12,91,3,41,57,3,9,1,3,19,1,0,2,5,0,0,1,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Idenburgschool,0420::SB22,1619 HB,907,687,1,0,0,0,1,615,72,0,0,0,0,0,0,688,162,37,73,25,120,56,67,49,32,26,20,1,9,0,0,7,1,0,0,1,1,0,0,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Piramide,0420::SB23,1619 VC,1389,1193,2,8,0,0,3,1112,88,0,0,0,0,0,0,1203,288,55,184,84,149,123,93,71,29,36,45,1,5,2,2,23,0,0,0,2,0,0,1,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verzorgingshuis St. Jozef,0420::SB25,1693 DC,1447,1225,0,2,0,3,3,1126,101,0,0,0,3,0,0,1230,414,45,148,65,209,141,13,62,2,35,39,1,9,0,0,36,0,0,0,3,1,0,1,1
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Dijkwerkers,0420::SB26,1693 KT,1544,1296,2,5,0,0,0,1209,93,0,0,1,0,0,0,1302,363,58,191,121,168,165,4,98,4,27,42,4,8,2,4,24,0,0,0,8,0,2,2,1
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cafe De Hoek,0420::SB28,1693 AA,1697,1389,9,8,0,0,4,1313,89,0,0,0,0,0,0,1406,413,62,164,117,227,134,7,91,1,31,67,3,14,0,1,46,0,1,0,8,0,0,2,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Onderdijk,0420::SB29,1693 CZ,1279,1028,3,3,0,0,0,960,74,0,0,0,0,0,0,1034,317,39,135,64,143,128,13,61,2,28,41,4,7,0,1,38,3,0,0,3,0,0,1,0
Den Helder,Medemblik,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Zwaagdijk,0420::SB30,1682 NP,870,745,0,1,0,0,3,659,84,0,0,0,0,0,0,746,271,21,87,39,134,79,6,36,3,23,10,1,4,0,0,26,0,0,0,2,0,2,1,0
