contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis Vlijmen,0797::SB15,5251 ED,1974,2013,2,3,0,0,8,1828,182,0,0,0,0,0,0,2018,560,86,296,195,319,261,24,108,3,41,53,4,4,7,4,35,0,1,3,6,2,1,0,0,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sint Janshof,0797::SB16,5251 BL,1739,1156,2,4,0,0,2,1027,133,0,0,0,0,0,0,1162,310,52,190,130,186,112,6,64,4,27,36,1,2,5,0,27,1,0,0,2,0,0,0,1,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Vlijmen,0797::SB17,5251 CJ,1769,1584,2,1,0,2,8,1446,135,0,0,0,2,0,0,1589,466,51,244,160,221,177,25,85,0,40,55,5,7,6,3,32,0,0,0,5,0,2,0,0,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Wilgen,0797::SB18,5252 AW,1954,1593,4,6,0,1,7,1466,131,0,0,0,1,0,0,1604,371,55,275,195,166,226,26,128,2,47,42,4,10,3,0,35,0,0,0,3,0,1,0,4,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Patronaat,0797::SB20,5253 AJ,1731,1458,0,4,0,1,5,1324,134,0,0,0,1,0,0,1463,458,40,250,157,246,112,16,52,1,27,46,4,6,2,1,33,0,0,2,1,1,0,0,2,1
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Vlechter,0797::SB22,5251 LW,1515,1054,0,4,0,0,0,957,101,0,0,0,0,0,0,1058,211,52,250,137,108,119,12,49,4,26,50,0,6,7,2,13,0,0,1,3,0,1,0,3,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Drunen,0797::SB24,5151 CR,1720,1316,1,3,0,0,4,1193,119,0,0,4,0,0,0,1316,337,56,161,183,166,167,10,95,1,22,51,1,5,44,2,12,0,0,0,1,1,0,0,1,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Het Water, ontmoetingsruimte",0797::SB25,5152 GC,1664,1239,0,1,0,3,5,1136,102,0,0,0,3,0,0,1243,427,63,145,132,144,138,11,71,2,27,45,1,1,9,2,14,0,0,1,2,0,2,0,2,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau M.F.A. Caleidoscoop,0797::SB26,5251 NG,1730,1432,3,4,0,3,1,1300,141,0,0,0,3,0,0,1442,217,64,415,206,146,115,19,81,3,38,64,1,7,10,4,30,0,0,0,6,2,0,1,3,0
's-Hertogenbosch,Heusden,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Partycentrum De Hut,0797::SB27,5254 JD,1640,1415,1,5,0,1,0,1263,159,0,0,0,1,0,0,1422,465,35,231,120,256,122,19,72,0,20,37,3,3,2,0,23,0,0,0,5,0,1,0,1,0
