contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Haammaeker,1640::SB11,,1425,1376,1,2,0,0,3,1248,128,0,0,0,0,0,0,1379,210,28,186,130,152,518,1,44,1,27,47,1,7,0,1,19,0,0,1,1,1,0,1
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiecentrum Haelen,1640::SB12,,1773,1220,3,2,0,1,2,1119,105,0,0,0,1,0,0,1226,249,25,254,122,193,170,4,76,4,36,50,2,3,0,1,28,0,1,0,1,0,0,1
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum Aldenghoor,1640::SB13,,1636,1237,4,1,0,1,2,1121,120,0,0,0,1,0,0,1243,227,37,266,153,194,175,6,56,5,26,53,3,8,0,2,25,0,0,0,1,0,0,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Postkoets,1640::SB14,,1619,1391,1,3,0,2,3,1254,140,0,0,0,2,0,0,1397,339,58,196,154,195,221,8,78,6,25,45,3,3,6,1,50,0,0,0,2,0,1,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hotel-Restaurant De Abdij,1640::SB15,,1453,1013,1,3,0,0,4,913,100,0,0,0,0,0,0,1017,233,27,186,123,139,135,6,64,0,23,41,0,1,0,3,25,0,1,0,4,0,1,1
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Roffert,1640::SB16,,744,622,2,2,0,0,1,571,55,0,0,0,1,0,0,627,121,14,133,88,66,84,1,29,0,24,32,1,0,0,0,17,0,3,5,1,0,3,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis St. Servaas,1640::SB17,,541,496,0,0,0,1,2,494,1,0,0,0,1,0,0,497,84,7,98,64,68,85,10,24,3,8,25,0,2,0,0,15,2,0,1,0,0,0,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Parochiehuis Hunsel,1640::SB18,,755,629,2,1,0,0,2,583,47,0,0,0,0,0,0,632,167,12,86,49,163,55,1,30,0,15,41,3,1,0,0,5,0,0,0,0,0,1,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BMV Ell,1640::SB19,,1120,973,0,1,0,0,2,882,90,0,0,0,0,0,0,974,219,27,125,102,232,130,7,40,1,25,33,3,5,0,2,19,0,0,0,0,0,2,1
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café Den Dokter,1640::SB20,,1011,783,0,0,0,0,5,723,55,0,0,0,0,0,0,783,149,18,169,90,137,86,1,40,2,15,45,1,6,0,0,19,1,0,2,1,1,0,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cultureel Centrum de Mortel,1640::SB21,,1376,1084,2,3,0,1,10,991,89,0,0,0,1,0,0,1090,222,31,195,151,209,122,3,36,0,25,58,2,8,0,1,16,1,1,0,1,0,2,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Ons Dorpshuis, Café bie Winy",1640::SB22,,398,302,2,1,0,0,1,266,38,0,0,0,0,0,0,305,67,3,52,35,68,24,2,7,0,8,17,0,1,0,1,15,1,0,0,0,0,1,0
Maastricht,Leudal,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel Stembureau,1640::SB23,,0,163,1,3,0,0,1,154,12,0,0,0,0,0,0,167,21,5,10,10,88,15,2,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0
