contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Vondelhuys,1895::SB11,9673 JH,1747,1291,6,5,0,2,3,1184,118,0,1,0,3,0,0,1305,147,132,264,246,108,86,71,93,8,45,47,1,2,1,4,23,1,0,0,9,0,1,0,2
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brasserie Slag bij Heiligerlee,1895::SB12,9677 PB,1179,932,4,3,0,1,3,863,74,0,0,0,1,0,0,940,107,75,198,202,71,87,35,71,2,13,50,1,1,0,2,12,0,1,0,1,0,1,0,2
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Tille,1895::SB13,9678 PR,1154,965,0,1,0,0,1,872,97,0,0,0,4,0,0,970,129,75,150,173,123,82,89,60,7,23,27,5,1,0,2,16,1,0,1,0,0,0,1,0
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Eextahal Scheemda,1895::SB14,9679 HA,1557,1212,0,2,0,0,1,1117,96,0,0,0,0,0,0,1214,175,119,174,214,161,107,48,116,6,28,39,1,4,0,1,17,0,1,1,0,0,0,0,0
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nieuw Vredenhoven,1895::SB15,9679 AX,1217,768,2,3,0,0,3,711,64,0,0,0,5,0,0,778,98,96,107,165,125,56,35,31,1,6,29,2,1,0,0,6,0,0,0,7,1,0,0,2
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dependance gemeentehuis,1895::SB16,9679 BR,1243,1302,3,3,0,0,8,1203,97,0,0,0,0,0,0,1308,170,124,160,249,169,133,55,98,7,43,62,1,2,0,0,20,1,0,0,4,0,0,1,3
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine vv Oldambtster Boys,1895::SB17,9943 PA,359,308,0,0,0,0,1,267,40,0,0,0,0,0,0,308,30,27,56,49,33,29,12,25,5,20,13,0,0,0,0,9,0,0,0,0,0,0,0,0
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Trefpunt,1895::SB18,9944 AG,1074,795,2,0,0,0,4,718,76,0,0,0,1,0,0,798,110,61,136,123,109,69,21,60,6,26,37,0,6,0,0,18,1,3,0,4,0,3,1,1
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gasterij Smits,1895::SB19,9681 AL,1710,1378,3,2,0,0,6,1258,122,0,0,0,3,0,0,1386,166,138,219,233,258,72,82,84,13,44,37,2,4,0,1,17,1,0,1,5,0,0,1,0
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café De Twee Oldambten,1895::SB20,9682 RB,1019,853,0,2,0,0,1,770,84,0,0,0,0,0,0,855,104,62,157,169,107,59,49,50,9,21,41,1,1,0,2,16,0,0,0,4,0,1,0,0
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Party Centrum Finnewold,1895::SB21,9684 CL,1312,968,1,0,0,0,5,856,107,0,0,1,0,0,0,968,123,70,237,267,45,37,9,61,7,40,42,1,6,0,0,19,0,0,0,2,0,0,0,2
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC De Hardenberg,1895::SB22,9684 AM,1039,705,0,2,0,0,1,627,80,0,1,0,1,0,0,708,139,45,133,121,53,51,16,56,4,28,42,0,0,1,0,9,0,0,0,5,0,0,0,2
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Tjamme,1895::SB23,9686 PC,1685,1234,2,3,0,1,1,1126,114,0,1,0,2,0,0,1241,107,102,324,309,82,71,16,83,2,44,56,2,2,0,4,25,0,0,0,5,0,0,0,0
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Noorderlicht,1895::SB24,9688 RV,527,368,0,1,0,0,0,332,37,0,0,0,0,0,0,369,74,18,74,59,22,17,9,27,1,20,35,1,3,0,1,3,0,0,0,2,0,0,1,1
Groningen,Oldambt,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Akkerschans,1895::SB25,9693 BS,1151,892,1,4,0,0,55,840,2,0,0,0,0,0,0,897,68,73,254,180,56,51,13,72,5,46,37,1,4,0,0,22,0,3,2,4,0,1,0,0
