contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Savelberg,0513::SB503,,2040,1597,4,2,0,0,3,1477,124,0,1,0,1,0,0,1604,291,81,146,95,188,239,112,181,128,56,38,1,6,6,2,24,1,0,0,2,0,0,0,0,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Weth. H. Luidensschool,0513::SB504,,1768,1582,2,4,0,4,2,1447,143,0,0,0,4,0,0,1592,278,88,190,99,205,203,85,164,68,33,60,1,6,75,2,20,0,0,1,3,0,0,0,0,1
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pauluskerk ingang De Brug,0513::SB505,,1794,1450,5,0,0,1,3,1319,132,0,0,1,0,0,0,1454,249,62,208,113,189,145,103,110,111,53,30,1,5,32,4,25,0,0,1,4,2,0,0,3,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OLV Hemelvaartkerk,0513::SB603,,971,1051,0,4,0,0,0,953,102,0,0,0,0,0,0,1055,126,75,151,58,106,144,85,125,25,34,36,1,4,67,1,8,0,0,1,2,0,1,0,1,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Hanepraij,0513::SB604,,1034,670,1,4,0,0,2,589,84,0,0,0,0,0,0,675,138,51,75,41,68,92,42,66,43,24,9,0,3,5,0,10,1,0,0,1,0,0,1,0,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BSC Nelson Mandela,0513::SB605,,1610,1193,2,30,0,0,4,1062,159,0,0,0,0,0,0,1225,124,61,97,91,100,123,79,124,82,36,22,2,3,220,5,10,2,1,1,3,3,1,0,3,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis de Kade,0513::SB607,,1715,1196,1,3,0,1,1,1116,82,0,0,1,0,0,0,1199,155,77,162,100,83,118,75,161,78,67,40,1,5,19,3,34,2,1,2,9,0,1,0,3,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal A.G. de Vrijestraat,0513::SB608,,2127,1477,2,2,1,0,4,1389,89,0,0,0,1,0,0,1482,221,96,128,87,113,211,165,213,105,74,24,0,4,13,0,18,0,0,0,3,0,1,0,1,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Ring,0513::SB701,,1377,863,1,5,0,0,1,765,103,0,0,0,0,0,0,869,99,47,110,89,72,77,61,77,41,23,35,0,6,107,1,16,0,0,0,1,0,1,0,0,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS 't Palet,0513::SB702,,1721,1502,2,5,0,0,4,1314,191,0,0,0,0,0,0,1509,312,71,184,108,151,214,73,156,27,31,25,3,6,96,1,38,0,1,1,3,0,0,0,1,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Oostpoort,0513::SB703,,1841,978,1,1,0,2,0,880,102,0,0,0,0,0,0,982,195,51,115,43,123,145,82,95,38,24,13,2,6,9,1,29,1,0,1,2,0,0,2,1,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Carillon,0513::SB704,,1871,1822,0,5,0,1,5,1817,6,0,0,0,1,0,0,1828,327,119,235,112,195,256,99,206,37,53,51,1,13,67,5,40,0,0,1,2,2,0,0,1,0
Leiden,Gouda,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Irishof,0513::SB705,,1355,1582,2,10,0,9,2,1449,152,0,0,0,9,0,0,1603,260,88,225,139,167,185,74,180,36,40,62,6,5,77,1,28,0,0,2,4,2,0,0,1,0
