contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau STEUNPUNT  ROZENHOF,0794::SB305,5701 GB,1733,1166,1,7,0,0,4,1064,106,0,0,0,0,0,0,1174,105,58,365,215,67,64,7,72,1,25,57,0,2,100,0,17,1,0,0,2,5,2,0,0,1
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKHUIS DE BREM,0794::SB401,5709 BT,1849,1271,0,10,0,0,1,1155,133,0,0,0,8,0,0,1289,163,38,326,232,89,122,17,91,5,45,71,0,4,20,2,31,2,0,0,4,1,4,0,4,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKHUIS DE BREM,0794::SB403,5709 BT,2265,1607,5,7,0,1,2,1443,173,0,0,1,0,0,0,1618,226,57,391,313,132,146,29,111,0,44,62,3,14,26,7,27,1,0,3,9,3,1,0,2,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau O.B.S. DE RAKT,0794::SB404,5709 HD,1559,1165,4,4,0,1,0,1060,114,0,0,0,1,0,0,1174,143,60,269,258,112,105,8,88,0,28,46,3,5,8,3,13,1,1,0,7,3,1,0,2,1
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKCENTRUM PARKZICHT,0794::SB405,5709 PZ,1787,1583,2,5,0,1,5,1409,175,0,0,1,0,0,0,1589,555,54,186,128,208,206,15,84,4,37,62,4,5,0,2,25,1,1,0,1,0,1,0,4,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKCENTRUM PARKZICHT,0794::SB406,5709 PZ,1959,1642,2,6,0,0,1,1443,207,0,0,0,1,0,0,1651,618,55,183,133,205,210,15,84,1,42,44,3,7,1,3,30,2,0,0,4,0,0,0,2,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BUURTHUIS ST ANNA,0794::SB501,5705 AM,1369,983,1,3,0,1,2,902,84,0,0,0,1,0,0,988,187,32,266,149,75,87,3,63,3,31,36,2,1,29,1,9,0,0,0,4,2,2,0,0,1
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau GEMEENSCHAPSHUIS DE LOOP,0794::SB502,5704 AP,2671,2143,4,4,0,0,2,1944,205,0,0,0,0,0,0,2151,438,76,486,323,213,196,22,152,3,42,90,3,14,11,7,46,2,0,1,9,1,1,0,3,4
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau STEUNPUNT BROUWHORST,0794::SB503,5709 AA,2049,1235,6,8,0,0,0,1149,100,0,0,0,0,0,0,1249,189,54,295,227,112,82,15,107,3,29,68,1,3,16,1,26,0,0,1,5,0,1,0,0,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WOONZORGCENTRUM RIVIERENHOF,0794::SB504,5704 NP,2077,1582,2,8,0,0,2,1451,141,0,0,0,2,0,0,1594,286,70,339,246,187,142,29,114,2,22,61,3,9,9,2,41,2,1,2,8,1,3,0,3,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BASISSCHOOL 'T BAKEN,0794::SB601,5706 BT,2362,1819,5,4,0,0,2,1659,171,2,2,0,4,0,0,1832,400,60,408,308,178,159,6,120,0,41,69,1,15,10,3,28,0,1,0,7,0,3,1,1,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau DE GESELDONK,0794::SB602,5706 XC,2219,1700,3,15,0,0,4,1529,191,0,0,0,6,0,0,1724,265,82,394,287,169,156,19,126,3,42,61,1,15,39,4,22,2,0,0,8,1,1,0,3,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau DE KONING (CAFEGEDEELTE),0794::SB603,5707 AK,1773,1402,4,6,0,0,5,1255,152,0,0,0,0,0,0,1412,287,58,274,201,179,140,14,103,1,33,46,3,5,21,1,25,0,0,3,4,0,0,0,3,1
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BASISSCHOOL DE VENDELIER,0794::SB604,5706 KH,2415,2027,0,2,0,1,6,1815,209,0,0,0,1,0,0,2030,766,81,216,143,261,270,14,123,0,47,45,2,2,1,3,41,1,0,0,5,0,3,1,2,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WOONZORGCENTRUM ALPHONSUS,0794::SB605,5706 AP,1981,1721,5,4,0,0,1,1548,181,0,0,0,0,0,0,1730,318,54,381,259,245,133,5,125,3,43,76,1,5,24,0,41,1,0,2,2,1,0,1,1,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKHUIS 'T BRANDPUNT,0794::SB606,5708 ZD,2030,2062,5,2,0,0,2,1830,243,0,0,0,6,0,0,2075,729,80,194,150,231,283,13,149,1,53,87,2,3,15,3,51,1,2,2,8,1,1,0,3,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKHUIS 'T BRANDPUNT,0794::SB607,5708 ZD,1986,1439,2,2,0,0,0,1264,180,0,0,0,1,0,0,1444,555,40,136,108,178,203,6,95,1,37,41,1,2,8,1,25,0,0,0,0,0,0,0,0,2
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WIJKHUIS WESTWIJZER,0794::SB701,5707 TJ,3055,1771,6,9,0,0,2,1602,186,0,0,0,4,0,0,1790,188,78,540,271,101,152,12,163,1,47,54,0,7,111,0,35,1,1,0,5,3,1,0,0,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SOCIETEIT GEZELLIGHEID,0794::SB801,5707 HJ,940,1075,1,2,0,1,3,952,122,0,0,1,0,0,0,1077,452,35,61,53,193,143,8,66,1,21,18,0,1,1,1,17,0,0,0,2,1,0,0,1,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WILHELMINASCHOOL,0794::SB802,5707 RM,1233,1216,0,0,0,1,4,1077,136,0,0,0,1,0,0,1217,520,39,104,66,158,158,7,86,2,28,23,0,0,12,3,6,0,0,0,4,0,0,0,0,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau STEUNPUNT DE ARK,0794::SB901,5708 GC,1900,1663,0,6,1,0,1,1494,176,0,1,0,2,0,0,1671,503,68,188,157,295,191,16,111,4,39,47,1,3,3,1,28,0,1,0,3,0,3,0,1,0
's-Hertogenbosch,Helmond,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ST. TRUDOSCHOOL,0794::SB903,5708 GL,2305,1986,1,0,0,0,6,1764,217,0,0,0,0,0,0,1987,756,70,162,129,387,224,13,110,1,23,47,5,8,0,3,42,0,0,0,5,0,0,0,1,0
