contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Apostolisch Genootschap,0718::SB11,,1299,1349,0,3,0,1,4,1224,125,0,0,0,1,0,0,1353,416,58,186,87,161,156,34,75,27,28,61,4,5,1,2,43,0,0,0,5,0,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting Roat,0718::SB12,,1199,895,1,2,0,0,2,819,80,0,3,0,3,0,0,901,106,57,195,124,73,72,33,88,30,16,55,1,6,7,1,23,0,0,1,3,2,0,2,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Blinkende Morgenster,0718::SB13,,1217,991,2,2,0,0,3,908,84,0,0,0,0,0,0,995,155,53,168,137,110,90,67,85,22,29,33,0,7,3,1,24,1,0,0,3,0,0,3,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Adventkerk,0718::SB14,,1307,1022,4,2,0,0,0,922,106,0,0,0,0,0,0,1028,235,57,117,77,115,110,64,82,73,30,40,1,2,1,1,15,0,0,0,1,0,0,0,1
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kroonjuweel,0718::SB15,,1811,1427,0,3,0,1,3,1272,156,0,0,0,1,0,0,1431,249,106,215,185,156,137,75,115,28,44,57,2,7,14,2,27,1,2,1,1,3,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Zoute Viever,0718::SB16,,1591,1120,2,10,0,0,0,1036,96,0,0,0,0,0,0,1132,161,68,221,166,117,83,52,80,17,48,56,2,6,21,1,17,0,0,0,4,0,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kwikstaart,0718::SB17,,1257,1005,3,3,0,1,2,935,75,0,0,0,1,0,0,1012,125,68,163,130,134,74,42,93,32,35,51,3,6,23,1,16,2,0,1,5,0,0,1,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Tweemaster,0718::SB18,,1566,1057,0,4,0,0,3,966,92,0,0,0,0,0,0,1061,154,70,156,147,119,97,31,94,37,50,68,0,7,4,3,17,0,0,1,2,0,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Zwaan,0718::SB19,,1743,1357,2,1,0,0,1,1249,111,0,1,0,1,0,0,1361,202,92,215,221,136,126,48,101,20,51,76,6,9,7,5,27,2,1,1,8,1,0,1,1
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ritthem,0718::SB20,,425,366,0,0,0,0,2,337,27,0,0,0,0,0,0,366,85,13,43,28,68,28,10,27,34,10,11,0,1,0,0,7,1,0,0,0,0,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CineCity,0718::SB21,,1231,961,1,3,0,2,19,855,93,0,0,0,2,0,0,967,279,56,115,53,142,104,29,49,14,26,59,0,3,0,2,27,0,0,0,3,0,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Branding,0718::SB22,,1148,640,0,9,0,3,2,591,59,3,0,0,3,0,0,652,86,37,125,106,28,64,8,76,1,42,14,0,3,16,2,22,2,2,1,3,0,2,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Combinatie,0718::SB23,,1000,826,0,2,0,0,1,749,78,0,0,0,0,0,0,828,88,44,157,143,55,49,9,88,9,35,48,1,2,69,0,17,1,0,1,3,3,0,2,2
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Omnibus,0718::SB24,,1202,776,1,0,0,3,1,753,26,0,0,0,3,0,0,780,84,53,164,147,55,49,31,60,8,32,39,2,3,14,1,26,1,0,1,3,2,0,1,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Lammmerburcht,0718::SB25,,1070,630,0,0,0,0,2,566,62,0,0,0,0,0,0,630,160,51,111,49,68,83,11,30,7,20,22,2,2,0,0,11,0,0,0,3,0,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Palet,0718::SB26,,1630,765,2,5,0,0,1,715,56,0,0,0,0,0,0,772,68,57,179,125,60,32,11,80,6,33,34,4,3,45,0,13,1,0,2,3,7,0,2,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Majoraat,0718::SB27,,1723,1124,9,1,0,0,1,1007,126,0,0,0,0,0,0,1134,265,83,165,136,124,103,29,70,22,37,43,0,3,2,1,33,0,1,0,4,3,0,0,0
Middelburg,Vlissingen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel,0718::SB28,,0,228,0,4,0,0,6,207,19,0,0,0,0,0,0,232,25,22,23,32,37,25,7,22,1,14,14,0,1,1,0,3,0,0,0,0,0,0,1,0
