contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Vortum-Mullem,0756::SB11,5827 AL,525,462,1,0,0,0,1,411,51,0,0,0,0,0,0,463,96,14,39,100,135,35,3,20,2,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Café ""'t Trefpunt"" Holthees",0756::SB12,5824 AB,381,333,0,1,0,0,2,305,27,0,0,0,0,0,0,334,86,9,34,91,37,30,0,16,0,10,13,1,4,0,0,2,0,0,0,0,0,0,0,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Plein 27, Maashees",0756::SB13,5823 AB,704,591,1,0,0,0,0,544,48,0,0,0,0,0,0,592,115,14,73,149,112,60,2,23,2,6,15,0,14,0,0,3,0,0,2,1,0,0,0,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Koningskerkje, Vierlingsbeek",0756::SB14,5821 BB,959,1011,1,2,0,0,2,912,100,0,0,0,0,0,0,1014,206,33,112,273,187,111,6,35,0,14,8,1,4,0,2,13,0,0,1,3,0,0,0,2,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Café ""de Zandpoort"" Groeningen",0756::SB15,5826 AD,352,332,0,0,0,0,3,294,35,0,0,0,0,0,0,332,71,13,35,79,63,28,5,17,1,7,6,4,2,0,0,0,0,0,1,0,0,0,0,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Pit (1),0756::SB16,5825 CC,1527,1393,2,3,0,2,15,1246,139,0,0,0,2,0,0,1400,318,56,162,273,297,133,7,66,3,12,32,1,7,1,2,16,1,0,0,3,0,2,0,1,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Pit (2),0756::SB17,5825 CC,1426,1183,1,1,0,0,17,1072,96,0,0,0,0,0,0,1185,285,32,126,274,229,116,5,51,1,22,25,3,3,0,0,5,1,0,0,3,0,2,0,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ABAB-accountancy,0756::SB18,5831 PJ,1181,964,2,0,0,0,4,865,97,0,0,0,0,0,0,966,237,37,60,204,174,96,7,72,0,17,17,1,2,20,1,12,0,0,0,6,0,0,0,1,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal  't Drummerke,0756::SB19,5831 GK,1328,789,0,1,0,0,5,719,66,0,0,0,0,0,0,790,223,37,59,184,109,85,5,48,0,11,11,1,1,1,0,4,0,0,0,9,0,0,1,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Joffershof,0756::SB20,5821 AW,1040,701,1,0,0,0,0,647,55,0,0,0,0,0,0,702,124,16,64,218,119,58,3,53,0,8,19,2,0,0,3,9,0,0,0,2,0,2,0,1,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeentehuis,0756::SB21,5831 JX,0,504,0,4,0,1,17,462,30,0,0,0,1,0,0,509,106,21,50,129,65,57,3,43,0,7,6,0,2,3,0,9,0,0,0,3,0,0,0,0,0
's-Hertogenbosch,Boxmeer,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel stembureau,0756::SB22,,0,148,2,2,0,0,0,141,11,0,0,0,0,0,0,152,12,3,5,23,87,6,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
