contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ter Weel,0664::SB11,,1344,1007,1,2,0,1,1,908,102,0,0,0,1,0,0,1011,135,72,104,120,211,98,40,58,58,22,45,0,0,8,4,24,1,1,0,3,0,0,3,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Symfonie,0664::SB12,,1310,983,0,0,0,0,3,879,101,0,0,0,0,0,0,983,274,62,89,70,137,107,53,75,27,25,28,0,2,3,2,21,0,1,0,7,0,0,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Legerdiek,0664::SB13,,1305,827,4,1,0,0,7,764,61,0,0,0,0,0,0,832,177,46,93,99,103,79,29,80,22,36,31,2,4,1,3,16,0,0,0,5,0,0,1,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Horst,0664::SB14,,1350,1018,0,2,0,0,7,885,128,0,0,0,0,0,0,1020,178,52,56,80,159,97,48,56,231,23,22,1,3,0,3,8,0,0,0,1,0,0,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Emergis,0664::SB15,,1267,1136,0,1,0,1,3,1021,114,0,0,0,1,0,0,1138,281,89,91,76,181,133,65,82,52,29,33,1,2,2,1,14,0,0,0,3,0,1,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Amicitia,0664::SB16,,1303,1150,1,4,0,0,3,1047,105,0,0,0,0,0,0,1155,266,86,117,103,184,107,40,78,77,43,14,1,4,0,3,20,0,0,1,5,1,0,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Wilhelminahuis,0664::SB17,,1339,1106,2,1,0,0,9,983,117,0,0,0,0,0,0,1109,405,45,88,53,164,112,40,53,62,31,23,0,0,0,2,23,1,0,1,3,0,0,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Katshuis,0664::SB18,,442,379,0,1,0,0,3,334,43,0,0,0,0,0,0,380,84,23,43,22,42,53,19,35,14,20,14,1,0,0,0,9,0,0,0,0,0,0,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Griffioen,0664::SB19,,1738,1434,0,3,0,0,2,1282,154,0,0,1,1,0,0,1438,293,72,165,115,234,133,53,85,158,62,38,0,4,1,0,16,0,0,0,3,0,1,0,1
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Heer Hendrikhuis,0664::SB20,,896,848,0,0,0,0,0,760,88,0,0,0,0,0,0,848,194,46,70,59,167,87,31,60,74,18,24,0,1,0,0,13,0,2,1,1,0,0,0,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Poelwijck,0664::SB21,,1311,1036,5,1,0,0,4,955,83,0,0,0,0,0,0,1042,209,51,107,117,166,123,45,73,35,37,47,3,6,0,0,13,0,0,2,0,1,0,1,0
Middelburg,Goes,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schakel,0664::SB22,,1504,1165,1,0,0,1,3,1064,100,0,0,0,1,0,0,1167,278,68,115,122,208,103,41,80,40,37,44,2,4,3,3,10,1,0,0,0,6,0,0,0
