contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Hervormd Centrum Pennemes, INGANG BLOEMGRACHT",0479::SB115,,1522,1162,1,3,0,0,2,1080,84,0,0,0,0,0,0,1166,173,83,167,148,111,89,37,118,3,49,63,0,5,65,1,19,1,1,0,5,19,4,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sporthal De Struijck, INGANG OOSTZIJDE",0479::SB116,,1758,1456,3,5,0,1,2,1342,119,0,0,1,0,0,0,1463,202,113,272,171,101,120,20,172,3,72,75,2,1,73,5,26,1,0,0,5,20,2,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau School De Saenparel, INGANG SCHOOLPLEIN",0479::SB117,,1884,1159,3,8,0,0,0,1065,107,0,2,0,2,0,0,1172,133,71,186,147,69,101,33,102,9,37,48,1,11,160,1,10,0,1,1,3,30,1,2,2
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau obs Kogerveld,0479::SB118,,1082,586,0,3,0,0,1,546,43,0,1,0,1,0,0,590,84,42,91,75,25,63,15,63,0,22,21,2,3,53,0,18,0,0,0,2,6,1,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jozefparochie,0479::SB119,,1219,1200,1,1,0,9,4,1108,99,0,0,0,9,0,0,1211,154,75,197,177,70,129,31,109,4,51,50,4,7,90,1,25,0,1,0,6,14,4,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Nieuw Groenland,0479::SB120,,2176,1620,3,4,0,0,7,1496,124,0,0,0,0,0,0,1627,303,130,240,201,131,147,28,159,12,88,85,4,12,21,2,32,0,1,0,11,12,1,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal de Tref,0479::SB121,,1562,1441,2,5,0,1,1,1360,88,0,0,0,1,0,0,1449,311,94,234,189,100,158,43,111,6,56,66,2,10,4,2,27,2,0,1,7,12,1,5,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Jagersplas,0479::SB122,,1806,1313,0,1,0,8,3,1217,102,0,0,0,8,0,0,1322,240,95,233,168,111,153,24,134,3,41,55,1,3,8,1,27,0,1,2,2,8,1,1,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speeltuinver. Het Havenkwartier,0479::SB123,,1670,1136,1,10,0,2,2,1047,100,0,0,0,2,0,0,1149,234,83,204,100,51,135,15,121,2,46,76,2,14,8,1,33,0,0,1,5,3,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Dijk-Oost,0479::SB124,,1437,1286,2,6,0,0,2,1188,104,0,0,0,0,0,0,1294,225,109,194,118,63,151,14,170,1,100,39,3,3,46,3,30,0,0,1,3,10,0,2,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Saenden,0479::SB125,,1519,1402,2,6,0,4,4,1282,128,0,0,0,4,0,0,1414,220,129,162,148,118,168,27,176,14,74,75,0,4,42,2,22,1,2,1,8,6,2,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Tolhuys,0479::SB126,,1549,996,0,1,0,0,3,931,63,0,0,0,0,0,0,997,153,77,166,101,51,124,13,149,1,54,34,2,3,21,1,17,1,1,1,9,13,4,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Obs Hannie Schaft,0479::SB127,,1989,1443,2,5,0,3,0,1311,142,0,0,0,3,0,0,1453,280,139,143,122,82,217,32,240,3,66,39,0,5,34,4,24,0,0,0,2,8,3,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Dijk-West,0479::SB128,,1687,1129,0,2,0,0,1,1024,106,0,0,0,0,0,0,1131,192,56,206,118,53,131,11,159,3,73,60,1,6,17,7,18,1,0,1,6,8,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Zeskanter,0479::SB129,,1939,1337,6,5,0,0,2,1212,134,0,0,0,0,0,0,1348,270,88,185,132,94,164,45,142,9,44,72,1,8,27,1,36,0,0,0,2,15,2,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau obs Het Eiland,0479::SB130,,1406,1358,0,10,0,0,4,1232,132,0,0,0,0,0,0,1368,260,91,179,162,89,182,20,156,0,47,57,0,3,54,4,40,0,0,0,5,6,2,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Evean Westerwatering, HOOFDINGANG",0479::SB131,,1731,1552,1,0,0,0,1,1414,138,0,0,0,0,0,0,1553,315,107,248,135,121,213,34,147,7,54,83,5,10,21,6,29,2,0,2,4,7,0,1,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kazerne Brandweer Houtveldweg,0479::SB132,,1374,996,3,2,0,0,1,911,89,0,0,0,0,0,0,1001,197,70,140,99,55,141,16,106,5,33,29,2,7,32,2,32,2,0,0,7,17,3,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadhuis van Zaanstad,0479::SB133,,1306,2254,7,23,0,13,13,2122,162,0,0,0,13,0,0,2297,342,160,167,192,109,397,38,413,9,147,33,2,5,119,2,52,2,3,1,21,33,5,1,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Best Western Zaan Inn,0479::SB134,,1522,1070,2,3,0,0,3,988,84,0,0,0,0,0,0,1075,261,76,116,88,56,168,5,123,0,42,24,0,6,56,1,20,0,0,0,7,14,1,5,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerk van de Nazarener,0479::SB201,,1788,1570,4,4,1,0,4,1449,126,0,0,0,1,0,0,1579,274,113,220,193,107,182,53,184,13,60,62,4,8,29,4,46,1,0,1,8,3,1,4,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis Het Brandtweer,0479::SB202,,1717,1577,4,6,0,1,10,1456,122,0,0,0,1,0,0,1588,274,102,244,177,90,158,38,200,3,90,65,7,8,48,2,44,1,1,3,6,8,5,2,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Vuister,0479::SB203,,1063,1141,3,1,0,1,0,1067,79,0,0,0,1,0,0,1146,228,97,142,126,81,142,34,119,4,52,66,0,5,6,1,23,0,0,0,5,7,1,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum De Vuister,0479::SB204,,1381,1165,0,1,0,0,2,1074,90,0,0,0,0,0,0,1166,208,92,159,115,103,168,38,125,6,55,49,4,9,7,0,15,0,0,0,4,7,0,0,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dr. M.J. Prinsenstichting,0479::SB205,,1401,1315,1,2,0,0,1,1204,113,0,0,0,0,0,0,1318,254,128,151,109,118,185,35,123,12,70,84,1,4,5,2,19,0,1,2,8,3,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School De Golfbreker,0479::SB206,,1361,1152,0,0,0,2,0,1050,104,0,0,0,2,0,0,1154,268,109,126,107,108,152,27,127,5,43,42,1,3,4,0,20,1,0,0,5,3,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Culturele werkplaats Zaandijk,0479::SB301,,1098,889,0,2,0,0,2,822,67,0,0,0,0,0,0,891,188,99,124,84,54,113,17,96,2,55,22,3,6,4,1,12,3,0,2,2,1,0,0,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Wijksteunpunt De Boed, INGANG W. DREESLAAN",0479::SB302,,1374,1045,2,7,0,0,6,975,73,0,0,0,0,0,0,1054,195,86,170,129,48,110,19,95,1,58,52,3,1,33,6,20,0,1,1,4,10,1,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School het Schatrijk,0479::SB303,,1419,1119,6,11,0,19,0,1059,96,0,0,0,19,0,0,1155,205,80,162,131,62,116,21,142,2,37,60,1,8,50,3,15,1,1,1,6,11,0,3,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Evean Guisveld,0479::SB304,,2959,2391,1,8,0,0,3,2206,191,0,0,0,0,0,0,2400,517,175,304,233,196,326,28,264,6,103,114,8,10,41,2,42,1,0,5,7,6,0,3,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Evean Acht Staten,0479::SB401,,1843,1636,2,12,0,0,1,1538,111,0,0,0,0,0,0,1650,310,108,278,189,94,170,35,173,5,96,90,4,9,13,3,30,1,0,0,12,9,4,1,2
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum De Lorzie,0479::SB402,,1898,1689,1,9,0,4,4,1585,114,0,0,0,4,0,0,1703,286,115,309,186,121,178,26,183,5,95,83,1,12,23,0,41,3,1,2,8,8,1,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pinkstergemeente Ruach,0479::SB403,,1777,1307,6,6,1,0,2,1231,87,0,0,0,1,0,0,1320,161,82,248,211,96,115,38,131,13,62,98,0,2,12,0,22,1,0,3,4,5,1,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Clubgebouw Zwemvereniging De Ham,0479::SB404,,1837,1032,0,5,0,0,1,946,90,0,0,0,0,0,0,1037,173,89,184,140,94,104,11,94,0,31,48,4,5,20,0,24,0,0,0,5,5,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau obs De Pionier,0479::SB405,,1279,739,4,2,0,0,0,697,48,0,0,0,0,0,0,745,135,50,154,106,53,66,14,55,1,33,24,0,4,17,0,18,1,0,1,2,5,0,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Dorpshuis ""De Noorddam""",0479::SB406,,496,393,1,2,0,0,0,364,32,0,0,0,0,0,0,396,100,21,69,38,23,36,6,40,1,27,8,2,2,3,0,14,2,0,1,0,0,0,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau Sint Petruskerk, INGANG KERK",0479::SB501,,1690,1560,2,5,0,0,0,1466,101,0,0,0,0,0,0,1567,296,101,217,160,141,191,21,214,4,76,61,0,10,14,4,30,1,1,0,8,4,2,3,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dependance Hoeksteen,0479::SB502,,2244,1977,1,2,0,7,0,1727,190,0,0,0,7,0,0,1987,616,110,236,158,164,264,24,169,5,67,54,7,9,40,1,38,1,1,3,3,1,2,4,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau School De Hoeksteen, INGANG SNUIVERSTRAAT",0479::SB503,,1543,1342,0,6,0,0,2,1243,103,0,0,0,0,0,0,1348,270,90,181,171,125,166,30,116,2,55,54,2,6,15,2,35,2,2,2,9,3,1,2,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Heliomare,0479::SB504,,2036,1240,2,0,0,0,2,1109,131,0,0,0,0,0,0,1242,184,80,220,165,102,105,15,145,4,64,58,2,9,21,2,48,0,3,1,3,7,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,"Stembureau School De Evenaar, ZIJINGANG",0479::SB505,,1405,1532,0,3,0,0,2,1411,122,0,0,0,0,0,0,1535,345,112,186,143,171,192,30,151,6,55,63,1,11,7,4,32,2,3,0,8,4,4,1,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Odd Fellowhuis,0479::SB506,,1298,1007,0,2,1,0,1,932,77,0,0,0,1,0,0,1010,243,71,121,91,98,122,21,109,1,39,37,3,4,14,2,25,1,0,1,2,1,0,0,1
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Evean Rosariumhorst,0479::SB507,,1747,1263,4,7,0,6,2,1202,76,0,0,0,6,0,0,1280,185,100,229,138,140,118,25,119,7,54,74,0,10,29,0,20,1,0,0,7,5,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurthuis De Pelikaan,0479::SB508,,1344,923,1,8,0,0,0,869,63,0,0,0,0,0,0,932,164,63,162,102,84,88,14,77,4,36,41,4,8,42,0,24,2,0,1,2,4,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kantine vv Assendelft,0479::SB601,,1642,1136,0,0,0,0,1,1035,100,0,0,0,0,0,0,1136,329,64,218,88,88,122,7,82,13,30,50,0,5,2,2,27,2,0,0,2,3,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gebouw Brandweer,0479::SB602,,1755,1683,1,3,0,0,4,1553,131,1,0,0,1,0,0,1688,424,84,312,140,142,210,22,124,8,64,70,5,13,3,3,45,3,1,2,3,2,2,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Tennisvereniging Overdan,0479::SB603,,1766,1396,1,2,0,3,5,1263,128,0,0,3,0,0,0,1396,405,76,188,82,176,171,13,111,14,35,62,6,6,3,0,38,0,0,1,6,1,0,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Evean Festina Lente,0479::SB604,,1182,951,3,2,0,0,0,899,57,0,0,0,0,0,0,956,182,70,156,93,137,108,16,76,6,29,46,1,4,5,1,18,0,0,1,1,0,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal De Springplank,0479::SB605,,1144,1034,2,2,0,0,2,946,90,0,0,0,0,0,0,1038,278,52,160,113,89,90,13,95,5,40,48,6,5,2,2,23,0,0,1,3,6,1,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Ayundo,0479::SB606,,1520,1462,2,3,0,0,6,1334,127,0,0,0,0,0,0,1467,454,67,187,115,115,175,11,117,5,39,45,3,10,65,4,35,1,0,0,7,5,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School Het Koraal,0479::SB607,,1343,1482,0,3,0,4,6,1333,142,0,0,4,0,0,0,1481,492,66,174,105,88,208,24,123,2,30,36,1,5,54,1,53,0,0,3,9,7,0,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jongerenruimte BAAZ De Kaaik,0479::SB608,,3568,3271,1,11,0,17,4,3002,294,0,0,0,17,0,0,3300,925,190,448,256,214,430,43,241,9,91,74,8,16,200,2,69,0,2,1,15,30,2,5,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ICB De Octant,0479::SB609,,1076,655,0,1,0,0,2,620,34,0,0,0,0,0,0,656,172,30,110,67,46,87,5,53,3,12,25,2,3,22,1,12,0,0,0,2,3,0,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS De Delta,0479::SB610,,1595,339,1,0,0,0,2,297,41,0,0,0,0,0,0,340,92,23,37,21,28,44,4,31,0,7,9,0,1,22,2,10,0,0,0,1,5,0,2,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis De Kwaker,0479::SB701,,1652,1274,0,1,0,1,2,1123,151,0,0,0,1,0,0,1276,321,82,254,95,96,138,31,80,31,57,42,3,4,0,3,31,0,0,1,3,0,1,1,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijksteunpunt Lambert Melisz,0479::SB702,,1003,779,2,1,0,1,0,726,57,0,0,0,1,0,0,783,215,66,100,62,55,95,11,63,9,33,45,1,6,0,2,9,0,0,0,4,1,2,0,0
Den Helder,Zaanstad,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Grote Kerk,0479::SB703,,1035,1078,2,1,0,0,1,991,89,0,0,0,0,0,0,1081,268,80,126,93,99,167,13,101,8,49,35,1,6,0,2,23,2,0,1,2,1,0,1,0
