contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schutterslokaal De Krang,0988::SB17,,686,564,1,0,0,1,3,510,53,0,0,0,1,0,0,566,134,18,107,66,122,50,0,22,0,10,20,1,1,2,4,7,0,0,0,0,0,0,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau School het Palet,0988::SB20,,861,639,1,3,0,0,1,589,53,0,0,0,0,0,0,643,123,21,142,81,69,63,5,50,3,12,17,0,1,36,0,13,0,0,0,3,0,0,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum St. Martinus,0988::SB22,,2084,1147,3,2,0,0,4,1041,107,0,0,0,0,0,0,1152,258,52,188,127,171,143,5,72,1,18,66,1,1,13,1,26,0,0,0,3,1,0,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Leuken,0988::SB23,,1284,1302,0,3,0,0,1,1178,126,0,0,0,0,0,0,1305,245,51,249,191,164,145,10,90,3,24,66,0,5,22,0,29,1,2,1,3,0,1,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brede School Moesel,0988::SB24,,1168,1375,0,8,0,0,0,1253,130,0,0,0,0,0,0,1383,270,49,249,148,204,160,6,81,0,22,83,2,5,54,7,28,0,0,1,4,0,2,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St. Theuniskapel,0988::SB25,,1320,1134,2,1,0,3,6,985,143,0,0,3,0,0,0,1134,453,41,139,46,178,148,8,31,1,29,29,0,6,0,0,20,1,1,0,0,0,1,2
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkgebouw Groenewoud,0988::SB26,,1276,968,2,0,0,0,3,897,75,0,5,0,5,0,0,975,126,47,220,149,93,82,9,64,1,28,43,2,6,77,2,18,0,0,0,1,0,0,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Scouting St. Job Leuken-Weert,0988::SB27,,1982,1332,1,1,0,0,3,1169,162,0,0,0,0,0,0,1334,304,47,304,154,148,151,6,54,2,20,65,3,12,11,4,40,1,0,1,2,0,3,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stemlokaal Moesel,0988::SB28,,1150,531,1,1,0,0,7,475,51,0,0,0,0,0,0,533,120,30,85,50,86,42,2,21,2,16,33,1,3,25,1,12,0,0,0,2,0,0,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Odaschool Annendaal,0988::SB30,,1565,1214,3,9,0,0,10,1101,115,0,0,0,0,0,0,1226,185,44,225,217,147,126,11,86,1,39,43,1,5,30,5,43,0,1,0,3,0,2,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum De Zaal,0988::SB34,,1812,1639,7,5,0,0,16,1475,160,0,0,0,0,0,0,1651,325,46,288,200,346,169,17,77,0,23,86,5,9,7,1,31,1,1,2,1,2,1,1
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Trefcentrum voor Ouderen,0988::SB35,,2258,1592,2,4,0,1,16,1425,158,0,0,0,1,0,0,1599,333,45,237,146,426,166,6,76,1,29,98,2,2,3,2,16,0,0,0,1,1,2,0
Maastricht,Weert,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel stembureau,0988::SB38,,1,754,0,2,0,0,3,694,59,0,0,0,0,0,0,756,172,23,96,74,125,108,6,46,0,32,33,1,3,5,8,14,0,2,0,4,1,1,0
