contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),JEZUS LEEFT,StemNL,MenS en Spirit / Basisinkomen Partij / V-R
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal Lyceum De Amersfoortse Berg,0307::SB30,,1408,1100,0,0,0,1,2,1008,91,0,0,0,1,0,0,1101,222,68,67,58,68,268,50,191,12,35,15,2,5,9,2,17,1,0,1,5,0,0,1,3,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zon en Schild,0307::SB31,,397,222,3,1,0,0,3,215,8,0,0,0,0,0,0,226,34,20,25,27,14,28,8,31,4,18,5,0,1,0,1,3,0,0,0,0,1,0,0,2,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Lichtenberg,0307::SB32,,278,167,0,0,0,0,4,152,11,0,0,0,0,0,0,167,44,13,10,12,26,25,11,15,1,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bergkerk,0307::SB33,,1655,1771,1,1,0,0,21,1525,227,0,0,0,0,0,0,1773,679,90,40,13,189,422,71,166,16,59,5,0,2,0,0,15,0,0,1,3,0,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Nieuw-Apostolische Kerk,0307::SB34,,1671,827,0,2,0,0,4,721,104,0,0,0,0,0,0,829,250,72,27,20,65,179,38,119,3,30,6,0,0,1,1,14,0,0,0,2,0,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verpleeghuis Birkhoven,0307::SB35,,83,144,0,0,0,0,3,126,15,0,0,0,0,0,0,144,27,9,15,21,11,17,12,15,5,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Kubus,0307::SB36,,1397,1175,1,3,0,0,2,1091,86,0,0,0,0,0,0,1179,116,59,308,151,59,108,58,137,16,55,48,2,11,20,1,15,1,0,2,2,2,0,1,1,2,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Magneet,0307::SB37,,1400,859,0,2,0,0,0,793,68,0,0,0,0,0,0,861,88,61,222,130,56,79,39,86,4,28,34,0,3,15,0,5,0,1,0,4,0,2,0,1,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Emmauskerk,0307::SB38,,1448,1494,0,1,0,0,3,1373,119,0,0,0,0,0,0,1495,145,73,343,181,81,166,113,201,9,69,45,1,7,30,2,19,1,2,1,4,1,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Westerkerk,0307::SB39,,1540,747,1,1,0,0,0,690,59,0,0,0,0,0,0,749,97,36,84,71,68,103,73,146,9,29,11,0,3,6,1,5,0,0,0,4,0,0,0,1,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon- en zorgcentrum Puntenburg,0307::SB40,,1477,1236,1,2,0,3,11,1130,95,0,0,3,0,0,0,1236,209,67,143,108,117,227,69,152,14,45,33,2,4,18,1,17,0,0,0,7,2,1,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Orthodoxe Parochie,0307::SB41,,1904,863,0,4,0,0,2,792,73,0,0,0,0,0,0,867,91,46,150,72,49,124,65,159,5,40,24,1,3,4,2,16,0,2,2,5,0,2,0,0,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cafè De Plank,0307::SB42,,401,452,0,0,0,0,0,402,50,0,0,0,0,0,0,452,131,10,28,7,148,53,17,31,8,6,4,0,3,0,0,1,0,0,0,3,1,0,1,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Juliana en Bernhard,0307::SB43,,1175,941,3,0,0,0,1,869,73,0,0,1,0,1,0,943,167,63,127,110,52,134,48,106,6,42,16,0,4,42,0,17,0,1,0,6,0,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Apostolisch Genootschap,0307::SB44,,1110,752,1,4,0,1,0,687,71,0,0,0,1,0,0,758,63,47,70,65,44,108,34,107,6,30,11,0,2,145,3,5,1,0,0,8,1,1,0,0,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sociëteitsruimte Seniorenflat,0307::SB45,,1466,1246,2,1,0,0,3,1166,80,0,0,0,0,0,0,1249,225,99,119,89,186,148,110,126,19,32,37,0,3,30,2,14,0,0,0,6,0,0,0,1,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Meander Medisch Centrum,0307::SB46,,0,777,3,0,0,0,17,685,78,0,0,0,0,0,0,780,155,45,52,72,73,128,55,106,8,31,22,3,3,15,0,7,0,0,0,0,1,0,0,1,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woon- en zorgcentrum De Koperhorst,0307::SB47,,1287,1149,4,5,0,2,3,1059,98,0,0,0,2,0,0,1160,179,76,105,107,153,108,172,115,15,39,35,1,1,19,0,14,2,0,0,2,4,0,0,2,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Zevensprong 1,0307::SB48,,1348,980,0,1,0,0,1,880,100,0,0,0,0,0,0,981,147,80,127,105,106,96,66,126,4,38,32,0,2,36,1,8,0,0,2,0,0,2,0,2,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Zevensprong 2,0307::SB49,,1393,1103,0,5,0,0,3,1031,75,0,1,0,1,0,0,1109,170,55,132,140,80,138,89,116,9,52,40,1,3,53,3,15,1,0,0,4,2,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkelijk Centrum De Hoeksteen,0307::SB50,,1333,1042,4,1,0,4,2,980,69,0,0,0,4,0,0,1051,164,48,129,124,116,124,103,104,6,43,43,0,3,18,0,10,0,0,0,6,1,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Weesboom,0307::SB51,,1234,1133,0,3,0,4,6,1035,99,0,0,0,4,0,0,1140,162,80,102,102,102,138,83,176,11,64,35,3,1,34,3,18,4,0,1,10,0,1,0,1,0,2
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Drieslag,0307::SB52,,1163,605,1,1,0,2,1,565,43,0,0,0,2,0,0,609,95,42,73,55,53,77,48,80,5,19,13,1,4,15,7,10,1,1,0,4,1,0,0,0,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Zielhorst,0307::SB53,,1419,1610,5,4,0,0,3,1485,131,0,0,0,0,0,0,1619,287,94,185,128,162,250,117,205,13,42,41,1,3,27,2,30,1,1,1,13,1,1,1,2,0,2
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Overseldert,0307::SB54,,1039,759,0,0,0,0,1,689,69,0,0,0,0,0,0,759,124,44,87,76,66,113,47,75,4,35,36,0,1,15,4,7,0,1,0,20,4,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Zonnewijzer,0307::SB55,,1389,616,0,0,0,0,2,558,56,0,0,0,0,0,0,616,118,27,88,63,63,84,44,61,5,18,18,2,0,6,3,10,0,0,0,1,2,3,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Kameleon,0307::SB56,,1160,1152,1,0,0,0,1,1057,96,0,1,0,1,0,0,1154,259,58,106,98,123,172,90,105,3,39,35,1,2,30,3,20,0,0,0,4,0,0,2,2,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw De Lichtkring,0307::SB57,,1431,1264,1,4,0,1,4,1166,98,0,0,1,0,0,0,1268,244,88,90,102,144,205,132,142,4,41,29,0,0,9,1,22,0,0,1,7,2,0,0,1,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw Het Brandpunt,0307::SB58,,1276,1567,0,2,0,0,6,1455,108,0,0,0,0,0,0,1569,344,106,141,99,162,244,107,179,6,56,37,2,12,25,4,32,1,0,0,5,2,0,0,3,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel Stembureau Het Pluspunt,0307::SB59,,1128,882,1,4,0,1,0,802,84,0,0,1,0,0,0,886,209,55,82,84,101,131,44,93,3,26,17,2,4,9,0,17,0,0,0,4,1,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Meander,0307::SB60,,1479,1150,0,0,0,0,4,1031,115,0,0,0,0,0,0,1150,266,88,66,74,88,253,69,175,3,23,9,0,1,8,2,20,1,0,1,3,0,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal Dopheide 1,0307::SB61,,1394,947,0,3,0,0,3,847,100,0,0,0,0,0,0,950,195,49,62,60,94,167,81,125,9,41,17,0,2,9,3,25,1,1,1,3,2,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal Dopheide 2,0307::SB62,,1493,1038,2,1,0,1,0,975,67,0,0,0,1,0,0,1042,228,75,90,59,115,158,71,139,8,35,18,1,2,9,0,22,1,0,1,2,0,3,0,0,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Dubbelster,0307::SB63,,1557,1409,0,2,0,1,4,1277,131,0,0,0,1,0,0,1412,265,87,134,120,102,234,98,204,3,66,22,2,12,21,4,22,1,0,0,5,6,0,0,0,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Kerkgebouw De Inham,0307::SB64,,1300,1291,5,2,0,0,1,1174,124,0,1,0,1,0,0,1299,283,66,106,81,192,192,104,144,13,28,38,2,10,3,3,20,0,1,3,0,0,2,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Faam,0307::SB65,,1700,1455,2,4,0,0,3,1318,140,0,0,0,0,0,0,1461,373,92,126,111,180,208,79,156,9,39,28,1,4,7,4,27,0,0,0,6,1,3,0,0,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Neng,0307::SB67,,1601,1559,0,0,0,0,0,1448,114,0,3,0,3,0,0,1562,409,63,116,100,294,191,110,138,1,38,45,2,5,4,3,33,0,0,2,1,3,1,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Bieshaar 1,0307::SB68,,1690,1319,2,2,3,3,2,1220,107,0,0,0,6,0,0,1329,321,87,119,97,194,188,77,113,6,26,43,2,4,5,3,25,0,0,2,5,0,0,1,0,1,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Bieshaar 2,0307::SB69,,1589,1454,0,1,0,0,2,1313,140,0,0,0,0,0,0,1455,361,88,120,111,227,204,64,155,6,28,45,4,7,3,1,24,1,1,2,0,1,1,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Nieuwland 1,0307::SB71,,1805,1472,2,3,0,0,6,1346,127,0,2,0,2,0,0,1479,375,74,170,101,148,219,86,139,13,46,27,1,3,26,4,28,0,1,0,7,2,1,0,1,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Nieuwland 2,0307::SB72,,1769,1292,1,5,0,0,0,1158,140,0,0,0,0,0,0,1298,345,75,126,76,107,175,77,114,7,36,36,1,6,78,1,20,0,0,1,6,3,0,0,1,0,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Nieuwland 3,0307::SB73,,1915,1507,0,2,0,0,8,1342,150,0,0,0,0,0,0,1500,457,72,121,89,154,256,85,115,9,26,23,1,2,46,6,27,1,1,0,10,1,3,0,0,1,1
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Boogkerk,0307::SB74,,1643,1987,1,4,0,12,10,1767,227,0,0,0,12,0,0,2004,551,94,129,105,184,329,227,183,23,51,40,1,8,24,0,25,0,0,1,10,2,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Nieuwland 4,0307::SB75,,1897,1236,0,2,0,0,0,1122,116,0,0,0,0,0,0,1238,385,44,97,69,145,195,78,99,6,27,28,2,0,24,0,26,0,0,5,3,2,0,1,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Nieuwland 5,0307::SB76,,1553,1100,0,0,0,0,2,987,111,0,0,0,0,0,0,1100,289,58,94,51,130,156,83,107,8,37,19,0,2,33,0,22,2,1,0,4,0,3,1,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Informatiecentrum Vathorst,0307::SB77,,1942,1357,0,1,0,0,5,1238,121,0,6,0,6,0,0,1364,509,50,108,46,115,219,117,81,11,23,10,0,2,31,0,25,2,0,1,2,0,2,1,2,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Brink 1,0307::SB78,,1341,1158,1,6,0,0,1,1047,117,0,0,0,0,0,0,1165,320,48,136,69,113,163,88,95,13,27,16,1,4,35,1,26,0,0,0,1,2,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Brink 2,0307::SB79,,1580,986,0,2,0,0,2,893,96,0,3,0,3,0,0,991,324,31,77,54,98,131,89,68,14,19,9,0,2,36,2,22,1,0,1,7,1,0,0,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Brink 3,0307::SB80,,1556,1065,2,0,0,0,1,941,126,0,1,0,1,0,0,1068,375,24,83,59,81,151,92,88,9,25,8,1,6,33,2,19,0,0,0,3,5,0,1,0,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Schoolgebouw De Gondelier,0307::SB81,,1811,1099,3,1,0,0,3,993,107,0,0,0,0,0,0,1103,398,45,76,48,85,169,70,97,6,23,15,3,10,30,2,13,2,0,0,4,1,1,0,1,0,0
Utrecht,Amersfoort,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau St. Pieters en Bloklands Gasthuis,0307::SB82,,1239,1437,0,0,0,0,10,1314,113,0,0,0,0,0,0,1437,401,56,125,89,134,214,112,131,10,34,30,4,6,44,3,32,0,0,1,5,3,2,1,0,0,0
