contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Libertarische Partij (LP),Lokaal in de Kamer,StemNL
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Sirjansland,1676::SB13,4308 AE,268,262,0,0,0,0,1,232,29,0,0,0,0,0,0,262,55,10,33,15,34,15,5,4,56,9,13,0,0,0,0,11,0,1,0,1,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis de Putmeet,1676::SB14,4322 BS,1092,901,0,1,0,0,13,810,79,0,0,0,0,0,0,902,237,45,164,69,110,78,33,39,28,29,36,5,5,2,2,15,0,2,1,0,0,0,1,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpsuus Ellemeet,1676::SB15,4323 LE,283,243,0,0,0,0,2,208,33,0,0,0,0,0,0,243,80,13,47,15,24,15,10,13,0,9,4,1,0,0,0,10,1,0,0,1,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis 't Zuudende,1676::SB16,4321 AP,778,660,0,1,0,0,0,596,65,0,0,0,0,0,0,661,134,23,67,60,113,40,67,28,89,10,11,2,0,0,0,14,0,1,0,0,0,1,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gereformeerde Kerk Haamstede,1676::SB18,4328 EA,1721,1249,0,2,0,0,27,1098,126,0,0,0,0,0,0,1251,401,57,146,62,219,118,43,54,32,43,38,0,6,0,0,29,0,0,0,1,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schutse,1676::SB19,4328 AS,883,930,0,3,0,0,33,828,72,0,0,0,0,0,0,933,240,60,122,77,100,100,32,72,23,42,41,0,3,0,1,13,1,0,1,0,0,0,2,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Revasa,1676::SB20,4328 LJ,1023,983,1,0,0,0,86,788,110,0,0,0,0,0,0,984,309,59,108,57,136,94,34,68,21,37,28,2,2,0,0,24,1,1,1,1,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Noordwelle,1676::SB21,4326 AE,262,210,0,0,0,0,0,185,25,0,0,0,0,0,0,210,64,8,25,23,23,19,16,10,1,5,9,2,0,0,0,5,0,0,0,0,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Renesse,1676::SB22,4325 BX,1305,1169,0,1,0,0,62,988,120,0,0,0,0,0,0,1170,421,67,131,96,140,106,11,62,5,44,47,2,7,0,0,29,0,0,0,1,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dorpshuis Serooskerke,1676::SB23,4327 AG,232,231,0,1,0,0,3,208,21,0,0,0,0,0,0,232,67,14,45,17,19,19,6,16,4,9,10,1,1,0,0,3,0,0,0,0,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Verenigingsgebouw Chr.Ger.Kerk,1676::SB24,4301 EZ,1129,876,0,2,0,1,14,791,72,0,0,1,0,0,0,877,167,57,80,106,102,80,64,59,52,35,27,0,5,0,1,35,0,0,0,4,0,0,1,1
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Veste,1676::SB25,4301 BK,1065,855,1,0,0,2,13,750,91,0,0,2,0,0,0,854,197,78,118,92,89,76,43,57,15,30,33,3,0,0,0,21,0,1,0,2,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum De Wieken,1676::SB26,4301 KB,943,850,1,2,0,0,2,774,77,0,0,0,0,0,0,853,229,47,73,44,142,84,47,65,29,37,20,2,3,0,1,22,0,1,1,3,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multifunctioneel Centrum,1676::SB27,4301 LB,1232,1054,1,3,0,1,2,971,86,0,0,0,1,0,0,1059,169,87,142,142,144,87,49,86,38,45,36,0,6,1,1,17,0,1,0,3,0,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Borrendamme,1676::SB28,4301 VD,1698,1701,4,7,0,1,9,1544,160,0,0,0,1,0,0,1713,379,115,218,165,266,144,81,126,28,59,59,3,11,1,4,35,1,1,1,3,1,0,0,0
Middelburg,Schouwen-Duiveland,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Campus Cultura,1676::SB29,4301 XC,1805,1268,2,2,0,0,7,1158,107,0,0,0,0,0,0,1272,259,54,177,190,169,133,69,82,22,32,35,0,3,0,2,35,0,0,0,5,0,0,1,0
