contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Lokaal in de Kamer,Vrije Democratische Partij (VDP)
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool Socrates 2,0405::SB21,1689 CP,1794,1345,0,5,0,0,7,1201,142,0,0,0,0,0,0,1350,465,76,114,98,125,182,11,128,2,35,23,3,8,23,3,34,3,1,0,8,2,0,1,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau S.V. Westfriezen,0405::SB22,1689 EJ,1719,1177,7,2,0,0,2,1090,94,0,0,0,0,0,0,1186,376,66,109,90,162,134,13,106,2,31,43,2,2,2,6,20,3,0,2,6,1,0,1,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal Lingenweg (ADOS hal),0405::SB24,1628 AW,1897,1143,1,4,0,0,2,1069,77,0,0,0,0,0,0,1148,189,64,182,154,95,121,25,141,0,49,46,2,6,16,6,24,0,1,0,12,8,2,0,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Het Gouden Hoofd,0405::SB25,1695 AJ,2577,2141,1,3,0,1,5,1941,200,0,0,0,1,0,0,2146,572,174,201,158,306,284,33,180,3,59,104,1,4,1,5,40,0,0,0,10,0,3,3,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijkcentrum Kersenboogerd,0405::SB26,1628 LZ,2003,1504,4,9,0,0,2,1396,119,0,0,0,0,0,0,1517,243,116,280,187,109,167,32,153,14,59,74,0,4,16,5,24,1,2,1,6,8,1,2,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Openbare basisschool De Klipper (locatie Dubloen),0405::SB27,1628 RV,1438,1112,1,2,0,0,2,1029,84,0,0,0,0,0,0,1115,283,60,165,77,88,169,19,114,4,30,50,3,6,18,2,14,1,0,0,3,1,5,0,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau TVH Jenaplanschool de Tandem,0405::SB28,1628 SB,1472,1121,0,2,0,0,0,1028,95,0,0,0,0,0,0,1123,289,60,151,112,96,134,21,134,0,29,25,1,9,10,1,40,0,0,0,4,1,2,2,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Islamitische basisschool Elif,0405::SB29,1628 MA,1812,1325,0,5,0,0,5,1211,116,0,0,0,2,0,0,1332,285,102,162,139,122,183,18,128,0,49,41,3,5,25,2,38,3,2,1,2,10,3,1,1
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oec. basisschool Dynamis (locatie Stan Kentonhof),0405::SB30,1628 TR,1496,1402,0,8,0,3,1,1283,129,0,0,0,3,0,0,1413,360,90,171,115,139,202,21,148,4,34,58,2,6,4,1,34,1,0,0,4,3,2,3,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oecumenische basisschool Het Spectrum 1,0405::SB31,1628 XH,1620,1252,3,1,0,0,2,1138,116,0,0,0,0,0,0,1256,391,72,127,65,111,180,29,99,5,51,32,9,8,35,1,27,1,2,1,2,4,0,0,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oecumenische basisschool Het Spectrum 2,0405::SB32,1628 XH,1620,1507,1,2,0,3,3,1346,164,0,0,0,3,0,0,1513,529,70,151,92,144,198,34,98,2,27,45,3,9,51,0,45,1,0,0,4,3,1,0,0
Den Helder,Hoorn,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bibliotheek Kersenboogerd,0405::SB33,1628 NW,1797,1490,0,15,0,0,3,1372,130,0,0,0,0,0,0,1505,190,104,264,219,89,159,42,173,6,64,67,1,7,43,0,22,1,0,2,10,24,1,2,0
