contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP),Lokaal in de Kamer
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Doopsgezinde kerk,0014::SB16,9712 GD,1001,487,1,0,0,0,5,453,30,0,0,0,0,0,0,488,67,23,13,20,22,128,18,140,1,35,0,0,1,0,0,14,0,0,0,3,1,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Leger des Heils,0014::SB20,9713 GL,1370,1426,1,0,0,1,9,1350,69,0,0,0,1,0,0,1428,232,89,62,119,75,347,49,306,6,79,10,0,4,2,1,23,2,2,0,13,1,2,1,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BSV FEO,0014::SB21,9713 CL,1327,761,1,1,0,0,6,707,50,0,0,0,0,0,0,763,105,48,28,45,41,241,27,155,1,39,3,1,0,0,0,17,0,0,0,6,1,0,2,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Woonzorgcentrum Oosterparkheem,0014::SB22,9713 VX,1890,954,1,5,0,1,5,908,46,0,0,1,0,0,0,959,110,84,78,118,57,203,45,162,4,45,15,0,2,4,2,13,1,0,0,4,5,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Simon van Hasseltschool,0014::SB23,9713 KX,1572,870,1,3,0,0,3,830,42,1,0,0,1,0,0,875,67,70,99,147,35,142,18,138,3,81,27,0,3,5,0,23,1,0,2,5,3,0,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Treslinghuis,0014::SB24,9713 SW,1042,711,4,7,0,2,0,687,37,0,0,0,2,0,0,724,43,44,108,157,22,89,15,128,3,58,5,0,1,4,1,17,0,0,1,11,3,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Franciscuscentrum,0014::SB25,9713 PV,1472,617,3,2,3,0,0,571,48,0,0,0,3,0,0,619,37,50,87,129,28,74,21,106,2,40,13,0,2,0,0,11,1,0,2,8,5,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Siebe Jan Boumaschool,0014::SB26,9713 VA,1312,879,2,1,0,2,1,838,45,0,0,0,2,0,0,884,87,51,86,173,55,141,26,154,2,68,10,0,2,5,1,7,0,0,1,10,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Rebound,0014::SB30,9714 CV,1651,1068,3,0,0,3,8,1020,46,0,0,0,3,0,0,1074,156,62,21,87,57,289,40,237,1,74,6,2,1,3,0,24,1,0,0,5,1,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Baptistenkerk De Cirkel,0014::SB31,9714 AT,1810,1243,4,8,1,0,8,1188,58,0,0,1,0,0,0,1254,134,70,31,92,64,335,57,331,3,77,5,1,3,0,0,21,0,0,0,15,2,0,2,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sint Michaëlschool,0014::SB32,9714 JS,1585,980,1,3,1,1,6,940,40,0,0,0,2,0,0,986,117,59,18,49,49,265,56,262,7,58,5,1,2,4,2,13,0,0,0,12,0,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Kleine Wereld,0014::SB40,9715 JB,1370,697,1,0,0,1,6,650,43,0,0,0,1,0,0,699,80,26,33,77,50,156,33,162,0,39,5,1,4,2,0,17,0,0,0,6,4,1,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Multicultureel Vrouwencentrum Jasmijn,0014::SB42,9715 HS,1395,1316,1,8,0,2,6,1259,62,0,0,0,2,0,0,1327,156,95,54,152,47,305,49,279,0,102,11,1,1,18,1,27,2,0,0,11,4,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal basisschool Karrepad,0014::SB43,9715 NR,2286,454,1,0,0,0,5,440,10,0,0,0,0,0,0,455,53,29,18,41,35,92,14,117,1,30,7,0,0,0,1,8,4,0,0,3,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gymzaal basisschool Karrepad,0014::SB44,9715 NR,0,803,1,1,0,1,7,758,41,0,0,0,1,0,0,806,77,40,49,121,53,143,35,178,2,47,15,2,1,2,3,11,3,2,2,12,2,2,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hamrikheem,0014::SB46,9715 SX,1321,860,3,3,0,1,3,817,45,0,0,1,0,0,0,865,85,69,123,172,38,110,33,111,3,54,29,1,1,3,1,13,0,0,0,13,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CSG Wessel Gansfort,0014::SB47,9731 BW,1406,1151,2,1,0,0,3,1041,110,0,0,0,0,0,0,1154,138,157,56,121,71,211,64,224,1,49,32,2,1,1,1,15,0,0,2,4,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum Hunzeborgh,0014::SB48,9731 EB,1530,1081,0,6,0,1,5,987,96,0,0,0,1,0,0,1088,158,130,58,88,73,220,39,224,4,40,20,0,6,5,1,12,0,0,0,2,0,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Christelijk Centrum,0014::SB50,9716 CG,1492,972,2,1,0,5,1,927,52,0,0,0,5,0,0,980,116,62,55,118,44,213,49,172,2,71,6,3,3,8,1,31,0,1,0,15,2,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BSV De Hoogte,0014::SB51,9716 GZ,1673,923,1,2,0,0,3,874,49,0,0,0,0,0,0,926,75,46,107,186,39,114,25,178,1,73,18,2,0,14,1,25,3,0,0,10,2,4,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dependance Nassauschool,0014::SB60,9717 ED,1511,1195,0,0,0,0,5,1106,84,0,0,0,0,0,0,1195,130,156,39,106,64,254,41,313,0,55,15,1,1,1,1,11,0,0,0,6,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum Oranjewijk,0014::SB61,9717 BK,1653,1214,1,2,0,18,5,1109,85,0,0,18,0,0,0,1199,127,88,43,134,50,246,49,347,2,93,5,1,2,2,1,12,0,1,1,5,3,1,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Centrum De Poort,0014::SB62,9717 JW,2175,1533,1,5,0,2,4,1438,95,0,0,2,0,0,0,1537,174,130,59,109,63,351,45,421,2,115,9,1,5,3,1,35,1,0,1,6,0,0,2,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtpand Op Mars,0014::SB71,9718 HN,1779,815,0,0,0,0,1,755,59,0,0,0,0,0,0,815,138,51,24,43,46,246,27,182,5,32,2,0,3,1,1,9,0,0,0,4,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Noorderpoortcollege,0014::SB72,9718 JB,1268,1283,4,4,0,0,5,1202,84,0,0,0,0,0,0,1291,203,99,45,81,54,321,25,334,1,60,7,0,1,1,4,31,0,1,0,14,0,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MJD Zorgloket,0014::SB74,9718 KT,1432,1361,2,2,0,0,7,1267,91,0,0,0,0,0,0,1365,240,113,27,58,56,424,47,282,5,65,8,2,1,4,1,16,0,0,1,9,2,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau University College of Groningen,0014::SB76,9718 BG,1856,1123,1,1,0,2,5,1063,59,0,0,0,2,0,0,1127,187,55,22,54,77,358,44,230,5,50,3,0,1,1,0,20,1,1,0,11,2,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Columnakerk,0014::SB80,9718 TJ,920,806,2,2,0,0,1,766,42,0,0,0,0,0,0,810,107,76,40,62,45,162,47,164,0,62,7,3,1,0,0,14,1,0,0,9,2,3,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BSO Schildersbuurt,0014::SB81,9718 RZ,911,761,1,1,0,0,0,713,50,0,0,0,0,0,0,763,74,75,32,108,31,157,25,181,0,52,5,2,0,1,2,6,0,0,0,8,2,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Salvator Mariaparochie,0014::SB100,9721 EA,1045,1160,3,1,0,1,5,1098,62,0,0,0,1,0,0,1165,145,128,62,111,102,214,68,216,4,56,9,0,1,4,4,22,1,0,1,10,0,1,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Sporthal De Wijert,0014::SB101,9721 LB,1321,872,2,3,0,0,2,823,54,0,0,0,2,0,0,879,99,70,69,115,57,163,46,141,3,51,12,0,3,10,2,18,4,0,0,6,2,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Vondelflat,0014::SB102,9721 LC,701,588,0,0,1,0,4,552,31,0,0,1,0,0,0,587,80,76,51,71,59,66,26,83,5,29,23,0,1,1,0,11,1,0,0,2,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC De Wijert / Helpman,0014::SB103,9721 JM,556,556,3,2,0,0,2,533,26,0,0,0,0,0,0,561,59,54,45,75,24,91,35,108,3,23,7,0,0,3,0,16,1,1,2,5,3,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Bolster,0014::SB105,9721 NH,1283,884,2,3,0,1,2,831,57,0,0,0,1,0,0,890,109,67,90,116,63,150,55,132,4,42,18,1,6,3,1,14,1,1,0,7,0,0,1,3
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CBS De Tamarisk,0014::SB106,9721 SW,1288,889,2,2,0,0,6,804,83,0,0,0,0,0,0,893,228,76,21,48,74,192,43,138,2,18,10,1,1,0,0,22,1,0,0,11,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zuiderflat,0014::SB107,9721 VV,1091,892,1,1,0,2,4,814,78,0,0,0,2,0,0,896,218,108,48,73,126,114,54,89,1,15,20,0,2,0,1,17,0,0,0,5,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Brederoschool,0014::SB108,9721 XA,1110,1066,0,2,0,0,5,958,105,0,0,0,0,0,0,1068,239,107,26,52,93,254,53,172,3,41,10,0,1,0,1,8,1,0,3,1,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau OBS Joseph Haydn,0014::SB110,9722 CL,1092,1026,1,0,0,0,4,956,67,0,0,0,0,0,0,1027,176,95,35,56,71,211,35,258,3,49,6,1,3,0,1,18,0,0,1,5,0,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BSV Helpman Oost,0014::SB111,9722 BX,1457,1049,2,0,0,1,8,971,75,0,2,0,3,0,0,1054,185,99,29,88,125,202,38,182,1,48,20,0,0,1,1,19,0,0,0,9,1,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Speellokaal,0014::SB112,9722 JV,1223,747,1,0,0,4,3,670,79,0,0,0,4,0,0,752,130,90,19,35,58,171,13,164,2,44,6,1,2,0,0,7,0,0,0,4,0,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Helperkerk,0014::SB114,9722 GP,1236,910,5,2,0,1,5,850,63,0,0,0,1,0,0,918,116,69,39,100,54,155,31,197,2,117,4,0,1,0,0,9,1,1,0,10,2,0,2,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Dagverblijf De Kleine Beer,0014::SB115,9722 VH,1130,1257,0,2,0,0,5,1128,126,0,0,0,0,0,0,1259,342,136,43,58,126,247,42,170,4,56,10,2,1,0,0,17,1,0,0,2,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC Engelbert,0014::SB120,9723 ER,788,598,0,0,1,4,1,545,57,0,0,0,5,0,0,603,120,60,85,65,40,80,15,67,1,25,21,3,2,0,1,11,0,0,0,2,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum Poortershoes,0014::SB130,9724 CA,1469,1700,2,4,0,0,10,1590,106,0,0,0,0,0,0,1706,208,117,68,168,72,348,54,427,3,140,28,1,2,1,0,30,1,0,2,20,5,4,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Waterbedrijf Groningen,0014::SB131,9723 DV,1298,1013,1,1,0,2,2,956,60,0,1,0,3,0,0,1018,185,108,63,80,80,194,23,185,4,44,20,0,3,1,3,17,0,0,0,1,1,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Noordlease Stadion,0014::SB133,9723 ZS,1461,875,1,0,0,2,11,813,54,0,0,0,2,0,0,878,164,66,53,81,42,211,21,135,3,47,16,1,0,0,1,23,1,2,1,6,1,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Centrum Beeldende Kunst Groningen,0014::SB134,9724 DA,1390,773,0,0,0,0,9,725,39,0,0,0,0,0,0,773,109,51,19,64,31,184,18,211,2,45,4,2,2,1,0,20,0,0,0,10,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bekenkampschool,0014::SB140,9724 EJ,2476,794,1,1,0,0,4,715,77,0,0,0,0,0,0,796,113,79,22,63,43,177,14,198,1,42,10,1,5,2,4,14,0,1,0,2,2,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC de Stroming,0014::SB142,9725 KE,1874,1818,1,1,0,1,9,1716,97,0,0,0,2,0,1,1822,252,140,76,153,128,426,89,368,9,87,28,4,1,1,7,30,0,2,4,10,0,1,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Puddingfabriek,0014::SB143,9725 BG,2082,1416,1,1,0,1,5,1305,107,0,0,1,0,0,0,1417,150,109,40,99,98,376,54,332,0,91,8,4,0,2,2,33,1,0,0,15,1,0,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bekenkampschool,0014::SB144,9724 EJ,1,552,1,0,1,0,0,506,48,0,0,0,1,0,0,554,101,50,13,29,30,137,8,136,1,27,3,0,2,0,0,9,0,2,0,3,0,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau CSG Augustinus,0014::SB151,9726 GP,1738,1130,0,3,0,0,11,1071,51,0,0,0,0,0,0,1133,193,82,28,93,72,263,59,223,0,57,7,3,2,3,5,20,3,0,2,12,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum Badstratenbuurt,0014::SB152,9726 BS,1538,1171,1,4,0,3,7,1116,56,0,0,0,3,0,0,1179,186,82,28,76,62,280,34,286,6,71,8,0,1,1,0,32,1,2,2,10,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau ODS De Starter,0014::SB161,9727 HW,1809,1380,3,1,0,0,2,1302,80,0,0,0,0,0,0,1384,204,91,48,94,95,323,68,285,3,86,17,3,5,0,2,35,0,0,1,16,0,4,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Willem Lodewijk Gymnasium,0014::SB162,9727 CK,1157,854,3,1,0,0,4,797,57,0,0,0,0,0,0,858,119,69,29,46,62,204,47,176,2,55,8,1,2,2,0,18,0,1,0,10,0,2,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Heymanscentrum,0014::SB171,9728 HD,810,635,0,3,0,0,2,594,42,0,0,0,0,0,0,638,96,46,56,71,72,84,29,99,7,30,17,2,3,3,0,15,0,0,1,4,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Magnalia Dei Kerk,0014::SB172,9728 KM,1575,1159,0,3,0,3,5,1104,56,0,0,0,3,0,0,1165,162,107,87,137,127,150,101,147,14,60,24,3,7,1,2,19,0,1,3,4,1,0,1,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BSV Corpus den Hoorn,0014::SB174,9728 NN,1422,806,2,3,0,2,3,757,53,0,0,0,2,0,0,813,83,97,60,114,39,140,35,148,1,30,18,1,3,7,1,15,0,0,1,8,3,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Maartenshof,0014::SB180,9728 PG,1264,1209,2,1,0,3,6,1129,81,0,1,0,4,0,0,1216,156,105,117,176,124,164,57,176,5,58,37,1,1,0,2,19,3,0,0,5,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wilem Dreesflat,0014::SB181,9728 SW,1091,1082,0,0,0,0,2,1003,77,0,0,0,0,0,0,1082,164,124,73,104,98,138,43,194,8,61,45,0,3,0,3,16,1,0,0,5,1,1,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Boerhaaveschool,0014::SB183,9728 NH,1843,1669,1,0,0,1,3,1487,179,0,0,1,0,0,0,1669,391,189,70,58,137,353,59,269,6,54,35,0,2,1,2,33,2,3,0,1,1,1,0,2
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Hampshire Hotel - Plaza Groningen,0014::SB185,9728 JT,857,305,0,0,0,0,9,276,20,0,0,0,0,0,0,305,44,33,25,26,18,59,10,51,0,20,5,2,0,1,0,5,0,0,0,4,0,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Oosterhoogebrugschool,0014::SB200,9731 CB,974,642,0,3,0,0,0,596,49,0,0,0,0,0,0,645,93,77,61,89,44,101,24,87,1,29,20,0,0,0,0,14,0,0,0,0,0,1,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau De Schakel,0014::SB201,9731 AA,1113,1388,4,2,0,0,6,1294,94,0,0,0,0,0,0,1394,227,124,155,215,102,190,41,193,1,52,46,2,3,2,3,19,0,0,0,12,0,0,0,1
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Noorderpoortcollege,0014::SB202,9731 BH,1123,712,3,1,0,0,2,653,61,0,0,0,0,0,0,716,90,97,62,104,49,98,37,99,1,36,20,0,1,0,0,10,1,0,2,1,0,3,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Vuurtoren,0014::SB211,9732 JS,1285,1134,1,5,0,0,1,1037,102,0,0,0,0,0,0,1140,104,116,116,198,92,158,50,168,1,47,48,1,5,3,0,16,0,1,0,5,4,0,1,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Kimkiel,0014::SB215,9732 KZ,1174,445,0,1,0,1,2,413,30,0,0,1,0,0,0,445,50,39,58,77,30,65,17,50,0,20,20,0,4,0,1,8,0,0,1,2,1,2,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingsruimte Het Stuurhuis,0014::SB220,9733 AG,1362,897,3,4,0,0,0,835,69,0,0,0,0,0,0,904,61,105,141,195,48,72,31,133,1,49,37,0,2,0,2,13,0,0,0,7,0,0,0,0
Groningen,Groningen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Swoaistee,0014::SB221,9733 EB,1221,1009,0,4,0,0,2,929,82,0,0,0,0,0,0,1013,59,111,128,202,50,114,43,204,2,49,18,0,0,5,1,13,0,0,0,6,4,0,0,0
