contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Lahrhof,1883::SB11,6132 GN,1448,1577,1,0,0,0,21,1381,177,0,1,0,1,0,0,1579,306,82,210,195,194,230,21,170,1,61,63,2,8,2,4,23,0,0,2,3,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalencentrum De Oase,1883::SB12,6137 RX,2150,1845,0,5,0,0,28,1658,164,0,0,0,0,0,0,1850,301,79,338,281,218,234,18,177,2,86,53,0,6,6,0,35,0,1,1,5,1,3,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis De Baandert,1883::SB13,6136 JH,2030,1740,2,4,0,0,5,1570,166,0,0,5,0,5,0,1741,222,63,468,250,194,162,15,144,0,62,82,1,7,16,1,41,3,1,0,6,2,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau DVO Sportpark Overhoven,1883::SB14,6136 XX,1156,900,3,2,0,0,13,806,90,0,4,0,4,0,0,909,126,38,186,133,125,78,8,83,1,24,52,2,1,9,2,25,1,1,0,1,3,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Oos Kaar,1883::SB15,6136 AS,1731,1429,2,3,0,0,5,1301,130,0,2,0,2,0,0,1436,200,68,299,192,189,126,10,141,0,81,62,0,6,9,2,31,0,3,3,5,1,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Activiteitencentrum Sittard,1883::SB16,6135 EN,1096,720,1,1,0,0,3,649,71,0,1,0,1,0,0,723,59,31,177,130,96,68,1,67,1,29,37,1,1,6,0,14,0,0,0,2,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Buurtcentrum Limbrichterveld,1883::SB17,6135 BN,1588,1031,2,6,0,0,5,954,80,0,0,0,0,0,0,1039,68,47,300,205,68,84,8,88,1,34,58,0,4,22,7,24,0,0,0,8,2,0,3
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Hoogstaete,1883::SB18,6135 JL,2026,1672,5,5,0,0,6,1531,146,0,1,0,1,0,0,1683,402,64,210,183,262,225,11,150,0,56,60,0,2,7,4,31,1,0,0,3,0,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool De Lemborgh,1883::SB19,6141 LK,1070,972,1,1,0,0,2,891,81,0,0,0,0,0,0,974,216,53,103,74,196,169,12,67,0,29,31,0,2,1,0,13,0,0,2,3,0,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Limbricht,1883::SB20,6141 AG,1007,814,3,1,0,0,1,752,65,0,0,0,0,0,0,818,114,44,153,117,167,72,7,50,0,33,33,3,6,2,0,11,0,0,0,2,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Tuurhoes,1883::SB21,6143 BC,995,778,4,1,1,0,1,698,83,0,0,1,0,0,0,782,106,16,173,84,200,63,1,36,1,6,63,0,2,0,0,22,2,0,1,0,0,2,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Klaverblad,1883::SB22,6142 AD,1103,902,1,0,0,0,1,810,92,0,0,0,0,0,0,903,170,34,160,92,207,76,5,47,0,26,44,1,3,0,1,28,2,0,0,6,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Jeugdhuis Scouting Munstergeleen,1883::SB23,6151 BX,1829,1320,1,4,0,0,3,1211,111,0,0,0,0,0,0,1325,231,80,230,142,254,158,1,91,3,29,75,1,1,1,0,23,0,0,0,0,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Trefpunt,1883::SB24,6151 CD,2014,1843,0,1,0,0,3,1636,206,0,1,0,1,0,0,1845,308,72,433,210,288,178,12,142,0,53,84,1,9,3,2,43,0,0,1,3,0,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadswinkel Sittard-Geleen,1883::SB25,6161 GE,1648,1842,4,7,0,0,9,1666,178,0,0,0,0,0,0,1853,316,80,374,222,253,186,9,154,1,69,85,2,7,22,2,48,1,0,1,8,0,2,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Heemkundegebouw,1883::SB26,6161 XD,1265,916,4,7,0,0,2,818,108,0,1,0,1,0,0,928,94,33,284,122,74,77,2,64,0,38,62,1,8,36,1,15,1,0,1,3,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau VuMaasland,1883::SB27,6162 XZ,2028,1177,3,5,0,0,1,1065,119,0,0,0,0,0,0,1185,163,61,283,188,114,131,7,81,0,53,55,1,6,12,0,15,0,0,3,4,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijksteunpunt Olympiastaete,1883::SB28,6162 ED,1695,937,2,5,0,0,1,863,82,0,2,0,2,0,0,946,133,60,181,97,163,78,12,73,0,33,66,3,5,4,5,16,1,0,0,4,1,0,2
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Springplank,1883::SB29,6163 XW,1781,1193,2,8,0,0,3,1029,171,0,0,0,0,0,0,1203,70,40,423,185,100,53,8,97,0,27,61,3,3,106,0,13,0,1,0,1,0,1,1
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis 't Volkshoes,1883::SB30,6163 BW,1734,1645,4,4,0,0,8,1405,240,0,0,0,0,0,0,1653,150,62,552,254,180,118,4,90,2,54,78,3,16,56,2,20,0,1,0,2,0,0,1
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool 't Heuvelke,1883::SB31,6163 CH,1556,944,5,1,0,0,1,834,116,0,1,0,1,0,0,951,65,24,381,155,77,54,6,53,1,33,73,0,5,4,1,8,0,0,1,3,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Hoefer,1883::SB32,6164 GM,2146,1295,1,4,0,0,2,1171,127,0,0,0,0,0,0,1300,170,59,220,206,179,169,1,127,1,45,65,1,2,16,0,32,0,0,0,1,0,1,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WZC Bunderhof,1883::SB33,6164 EM,1851,1242,0,5,0,2,6,1118,125,0,0,0,2,0,0,1249,172,57,206,193,224,134,5,89,2,45,73,1,3,14,0,20,1,0,0,3,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Wijksteunpunt Amusant,1883::SB34,6164 XR,2008,1271,1,4,0,0,5,1152,119,0,0,0,0,0,0,1276,156,42,332,198,117,113,9,108,2,56,66,3,6,30,0,28,0,0,0,2,1,1,1
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Kluis,1883::SB35,6165 SW,1941,1829,6,3,0,0,4,1632,203,0,1,0,1,0,0,1839,411,84,262,183,251,286,8,155,0,55,64,5,3,18,0,33,1,1,0,6,1,2,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau SBO- De Blinker,1883::SB36,6166 XM,1502,1006,1,3,0,0,2,887,121,0,0,0,0,0,0,1010,182,36,218,151,96,113,2,87,0,38,49,1,2,1,1,23,1,1,0,3,1,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau WZC Oud Geleen,1883::SB37,6166 CT,1575,1139,5,5,0,0,1,1033,115,0,0,0,0,0,0,1149,144,52,253,169,163,109,15,83,2,46,58,2,3,10,3,24,0,0,0,1,2,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Driesprong,1883::SB38,6166 EG,1778,1834,2,5,0,0,5,1654,186,0,4,0,4,0,0,1845,353,87,255,251,278,242,9,117,0,71,102,3,1,13,1,41,1,0,1,6,0,2,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zuyderland Medisch Centrum,1883::SB39,6162 BG,1824,1141,2,1,0,0,21,981,140,0,0,2,0,2,0,1142,204,43,183,138,149,161,8,105,1,43,44,1,6,22,1,23,2,1,1,4,1,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Buchten,1883::SB40,6122 CK,1370,1183,2,0,0,0,3,1069,113,0,0,0,0,0,0,1185,153,36,318,154,229,85,11,59,2,27,52,6,6,0,3,35,0,0,4,3,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Holtum,1883::SB41,6123 AL,1002,813,1,0,0,0,3,738,77,0,4,0,4,0,0,818,116,26,185,106,167,75,5,46,0,10,49,0,6,0,0,19,1,0,0,2,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadsarchief Born,1883::SB42,6121 XK,1669,1189,3,1,0,0,2,1036,155,0,0,0,0,0,0,1193,199,52,241,157,187,112,6,94,0,41,56,3,4,5,1,27,0,0,1,1,0,2,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Born,1883::SB43,6121 JE,1627,1489,7,5,0,0,5,1341,155,0,0,0,0,0,0,1501,211,56,385,184,278,131,7,75,1,39,61,0,3,5,0,42,2,0,0,5,1,3,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorgcentrum Aldenhof,1883::SB44,6121 NZ,1579,1216,1,5,0,0,2,1098,122,0,0,0,0,0,0,1222,266,34,214,109,226,155,8,82,0,20,46,4,3,3,2,39,0,0,1,2,0,2,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Harmoniezaal Obbicht,1883::SB45,6125 BE,1511,1234,1,2,0,0,4,1097,139,0,3,0,3,0,0,1240,180,25,293,163,242,118,4,61,0,36,79,3,2,0,3,24,0,0,0,1,0,0,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapshuis Oos Hoes,1883::SB46,6127 BG,1277,1146,1,0,0,0,2,1027,118,0,0,0,0,0,0,1147,174,34,253,141,216,96,5,93,0,32,73,1,2,0,2,12,1,0,2,4,0,5,0
Maastricht,Sittard-Geleen,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal Aurora Grevenbicht,1883::SB47,6127 BL,1282,945,1,3,0,0,0,858,91,0,0,0,0,0,0,949,145,41,198,113,179,101,5,61,1,23,55,5,2,0,1,7,0,0,3,4,0,1,0
