contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,OndernemersPartij,VNL (VoorNederland),DENK,NIEUWE WEGEN,Forum voor Democratie,De Burger Beweging,Vrijzinnige Partij,GeenPeil,Piratenpartij,Artikel 1,Niet Stemmers,Libertarische Partij (LP)
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Zuidstroom,0983::SB18,5912 BT,1382,1059,7,5,0,0,1,958,112,0,0,0,0,0,0,1071,143,54,235,152,111,106,5,82,3,20,63,0,2,52,1,23,0,0,3,2,0,2,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapsruimte d'n Baand,0983::SB19,5913 SE,1327,897,1,1,0,0,2,817,80,0,0,0,0,0,0,899,159,36,172,117,115,108,1,62,3,17,66,0,1,8,1,29,2,0,0,0,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Raodhoes,0983::SB20,5921 GV,1871,1706,5,7,0,0,6,1541,171,0,0,0,0,0,0,1718,350,58,350,172,259,177,11,122,0,45,90,0,3,15,1,49,1,1,0,1,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huis van de Wijk de Vijfsprong,0983::SB21,5922 VV,1926,1050,1,5,0,0,2,941,113,0,0,0,0,0,0,1056,177,40,232,154,124,105,5,79,0,30,62,1,2,8,0,25,1,1,0,3,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zorggroep inzake Ruysdonck,0983::SB22,5921 EA,1331,803,1,1,0,0,0,719,86,0,0,0,0,0,0,805,92,27,193,129,111,66,6,52,1,24,69,0,0,17,1,10,2,0,1,1,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Mikado,0983::SB23,5922 BZ,1244,916,0,4,0,0,0,828,92,0,0,0,0,0,0,920,92,23,236,137,85,56,7,70,2,23,51,1,5,110,3,9,1,0,0,4,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Boulevard Hazenkamp,0983::SB24,5921 AZ,1298,924,1,4,0,0,2,817,110,0,0,0,0,0,0,929,69,29,325,134,66,63,5,59,1,21,45,2,3,80,0,14,0,0,2,5,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting Het Muspelheim,0983::SB25,5922 AT,1519,1089,6,15,0,0,1,1107,2,0,0,0,0,0,0,1110,124,43,288,126,123,57,5,70,1,15,29,3,5,180,3,11,0,0,1,4,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basissschool 't Palet,0983::SB26,5923 CJ,1396,1001,4,0,0,0,0,904,101,0,0,0,0,0,0,1005,148,40,254,126,113,105,6,43,0,20,57,0,0,53,1,31,1,1,0,0,1,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zaal de Egelantier,0983::SB27,5925 AV,2694,1750,3,4,0,0,0,1569,188,0,0,0,0,0,0,1757,218,61,550,265,140,138,9,105,1,50,79,1,5,85,2,33,1,0,2,5,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFC Op Expeditie,0983::SB29,5924 AC,2680,2026,3,17,0,0,0,1821,225,0,0,0,0,0,0,2046,247,84,560,278,197,155,12,127,2,47,74,1,5,181,1,46,0,1,0,6,2,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting de Ark,0983::SB31,5923 AJ,1299,843,4,3,0,0,1,764,85,0,0,0,0,0,0,850,141,22,222,107,113,60,3,56,0,29,53,0,1,16,0,16,2,0,0,1,1,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Zalzershaof,0983::SB32,5926 PL,2063,1766,9,3,0,0,1,1605,172,0,0,0,0,0,0,1778,553,54,266,137,335,192,14,78,1,18,65,2,4,3,2,39,0,1,0,0,0,2,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cafe Feestzaal de Boostenhof,0983::SB33,5927 NP,762,638,1,0,0,0,0,555,84,0,0,0,0,0,0,639,161,14,105,53,126,70,0,39,1,18,33,1,2,0,0,10,1,1,0,2,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Koperwiek,0983::SB34,5912 PB,1734,1381,2,0,0,0,1,1226,156,0,0,0,0,0,0,1383,312,48,213,155,148,146,3,133,1,29,49,0,6,93,0,35,0,0,0,8,0,0,2
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stadskantoor,0983::SB35,5912 AT,1166,876,3,3,0,0,3,794,85,0,0,0,0,0,0,882,194,29,127,82,122,112,8,75,0,32,34,3,2,28,1,22,1,0,0,3,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Raadhuis Tegelen,0983::SB101,5931 NR,1290,1152,9,1,0,0,5,1045,112,0,0,0,0,0,0,1162,177,31,232,146,182,113,9,75,1,33,98,0,3,16,2,20,0,0,3,4,0,7,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool Maasveld,0983::SB102,5931 DP,1500,1266,4,8,0,0,2,1150,126,0,0,0,0,0,0,1278,325,36,238,135,136,139,11,77,0,27,60,0,5,30,1,42,1,0,1,0,0,2,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool PassePartout,0983::SB103,5931 KS,1453,1244,8,10,0,0,5,1171,86,0,0,0,0,0,0,1262,196,48,233,186,153,131,13,100,2,30,69,0,6,55,2,14,0,0,2,4,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Café Schillings,0983::SB104,5931 BW,1685,1213,2,2,0,0,2,1097,118,0,0,0,0,0,0,1217,293,55,208,164,158,117,4,76,2,22,65,2,6,8,0,28,0,2,1,1,1,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Bijbelgemeente,0983::SB105,5935 AX,1796,1557,3,4,0,0,5,1389,170,0,0,0,0,0,0,1564,325,71,269,157,232,151,18,137,2,38,52,0,6,63,2,29,0,1,0,4,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Stichting Marokkaanse Moskee Elfath,0983::SB106,5931 PC,1409,781,0,0,0,0,2,664,115,0,0,0,0,0,0,781,116,31,124,90,79,85,0,73,5,19,63,0,1,82,1,5,0,3,0,2,1,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cafe de Witte,0983::SB107,5932 CE,1313,899,0,2,0,0,0,816,85,0,0,0,0,0,0,901,131,30,232,135,99,79,3,60,1,16,44,0,4,42,1,19,1,0,0,1,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Ontmoetingscentrum De Glazenap,0983::SB108,5932 VK,1296,1088,2,2,0,0,3,946,143,0,0,0,0,0,0,1092,115,34,347,139,90,79,10,77,2,17,59,3,6,82,2,22,1,0,2,1,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool de Toermalijn,0983::SB109,5932 TP,1433,898,0,0,0,0,1,795,102,0,0,0,0,0,0,898,85,36,239,180,70,69,4,69,0,42,61,2,0,26,0,13,1,0,0,0,1,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Huize Julia,0983::SB110,5931 GT,1191,636,0,4,0,0,0,576,64,0,0,0,0,0,0,640,99,25,157,90,102,46,5,28,2,11,33,2,5,21,0,8,0,1,0,0,0,0,1
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau 't Prônk-Eppelke Belfeld,0983::SB201,5951 CW,1643,626,3,0,0,0,6,568,55,0,0,0,0,0,0,629,96,25,140,90,107,53,2,43,0,11,34,2,1,2,0,17,0,0,1,2,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Basisschool  KOM Mijn,0983::SB202,5951 BR,1446,1307,8,14,0,0,4,1148,177,0,0,0,0,0,0,1329,240,59,293,167,222,123,2,80,4,15,45,5,5,19,1,21,0,0,3,3,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Gemeenschapscentrum De Hamar,0983::SB203,5951 DV,1219,1331,1,4,0,2,0,1201,137,0,0,0,2,0,0,1338,263,73,259,193,230,112,3,71,1,20,51,0,2,17,5,24,2,0,0,2,1,2,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau MFA De Schans Arcen,0983::SB301,5944 AW,2006,1717,1,6,0,0,62,1546,116,0,0,0,0,0,0,1724,319,74,229,307,266,204,13,106,3,45,89,3,8,0,4,45,1,0,0,1,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Pastoorshof Lomm,0983::SB302,5943 AE,782,655,3,0,0,0,4,593,61,0,0,0,0,0,0,658,127,10,121,84,159,55,7,27,1,16,27,3,2,0,1,14,0,0,0,1,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Cafe Aan de Pomp,0983::SB303,5941 GA,1667,1221,0,1,0,0,6,1214,2,0,0,0,0,0,0,1222,238,36,207,164,267,100,5,62,2,30,65,2,8,2,3,28,0,0,1,0,0,1,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau BMV de Vilgaard,0983::SB304,5941 CP,2365,2005,3,1,0,0,3,1783,223,0,0,0,0,0,0,2009,480,68,301,202,388,256,5,112,7,31,94,4,9,0,2,40,0,1,0,5,0,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel stembureau 1,0983::SB305,,0,676,3,1,0,0,8,633,39,0,0,0,0,0,0,680,148,26,94,66,51,101,4,83,2,29,12,1,3,24,4,18,0,1,0,8,1,0,0
Maastricht,Venlo,TK2017,Tweede Kamer der Staten-Generaal 2017,,,2017-03-15,Stembureau Mobiel stembureau 2,0983::SB306,,0,513,0,5,0,0,17,452,49,0,0,0,0,0,0,518,101,20,84,65,60,75,2,45,0,12,24,0,1,14,0,7,1,0,1,1,0,0,0
