contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis Ous Hoes (Gieterveen),1680::SB11,9511 PM,768,440,0,1,0,0,0,441,0,0,0,0,0,0,0,441,62,58,52,81,54,46,10,12,37,2,12,14
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis De Kiep Eexterveenscheka.,1680::SB12,9659 PL,393,184,0,0,0,0,0,171,13,0,0,0,0,0,0,184,21,14,9,49,31,17,2,6,22,2,2,9
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Multifunctioneel centrum De Badde,1680::SB13,9654 PP,321,186,0,1,0,0,0,166,21,0,0,0,0,0,0,187,33,27,4,24,35,22,7,6,13,0,9,6
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gemschapshuis De Spiker N-Annerveen,1680::SB14,9657 PD,316,188,0,0,0,0,0,173,15,0,0,0,0,0,0,188,23,40,7,26,34,18,2,21,7,2,5,3
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis 't Achterhoes Eexterveen,1680::SB15,9658 PH,429,266,3,0,0,0,0,240,29,0,0,0,0,0,0,269,42,76,20,15,37,23,10,7,9,1,18,8
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis Annen,1680::SB16,9468 BG,1332,813,1,2,0,0,0,751,65,0,0,0,0,0,0,816,180,204,51,40,77,118,15,53,26,2,32,15
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Verzorgingstehuis 't Holthuys Annen,1680::SB17,9468 HG,1473,692,2,0,0,0,0,652,42,0,0,0,0,0,0,694,164,117,54,50,89,80,12,65,38,2,7,14
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis Schipborg,1680::SB18,9469 PE,494,343,2,0,0,0,0,321,24,0,0,0,0,0,0,345,48,76,39,28,45,45,29,21,6,2,4,0
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorphuis Eext (Cafe Homan),1680::SB19,9463 PC,1105,563,4,0,0,0,0,526,41,0,0,0,0,0,0,567,106,112,44,54,67,62,2,45,20,1,45,5
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis De Gasterije (Gasteren),1680::SB20,9466 PL,349,235,0,0,0,0,0,211,24,0,0,0,0,0,0,235,50,49,6,13,30,24,10,25,12,1,10,5
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gemeenschapshuis Oes Stee (Anderen),1680::SB21,9465 TS,224,167,0,0,0,0,3,150,14,0,0,0,0,0,0,167,14,51,12,8,17,16,1,29,1,0,17,1
,Aa en Hunze,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Openbare Basisschool Anloo,1680::SB22,9467 PH,373,230,0,3,0,0,0,220,13,0,0,0,0,0,0,233,43,45,16,26,26,27,8,22,9,0,8,0
