contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau BEC De Plantage,0342::SB14,3765 CJ,1630,632,3,6,0,0,0,580,61,0,0,0,0,0,0,641,79,132,57,76,72,32,72,38,19,27,21,0,2,2,3
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Open Hof,0342::SB15,3765 BA,1573,823,2,2,0,0,0,775,52,0,0,0,0,0,0,827,156,79,98,127,115,38,71,32,22,37,41,0,6,0,1
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ontmoetingscentrum Klaarwater,0342::SB17,3762 GN,1503,918,1,1,0,0,0,852,68,0,0,0,0,0,0,920,160,62,109,123,131,49,82,75,22,57,39,1,5,1,2
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ontmoetingscentrum De Klarinet,0342::SB18,3766 GH,968,598,3,2,0,0,0,556,47,0,0,0,0,0,0,603,92,37,100,85,95,25,55,24,17,40,19,3,5,0,1
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Orlando di Lassogebouw,0342::SB19,3766 EB,1511,667,2,2,0,0,0,555,116,0,0,0,0,0,0,671,87,62,70,110,104,24,74,48,8,35,33,4,4,0,4
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau OBS deBuut,0342::SB20,3766 CP,1370,905,4,2,0,0,1,805,105,0,0,0,0,0,0,911,139,86,109,141,100,75,58,55,27,42,59,7,5,1,1
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau P.C. basisschool  Insinger,0342::SB21,3766 MA,1625,868,2,0,0,0,0,768,102,0,0,0,0,0,0,870,225,46,127,119,94,36,45,48,31,37,48,3,4,3,2
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Postduiven Vereniging ""Soest""",0342::SB22,3762 KJ,1648,834,0,0,0,0,0,739,95,0,0,0,0,0,0,834,191,105,90,127,104,27,48,48,20,31,32,2,9,0,0
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wooncentrum De Drie Eiken,0342::SB25,3769 VA,1541,879,2,6,0,0,1,795,91,0,0,0,0,0,0,887,186,68,127,96,152,30,64,25,12,58,45,3,7,1,5
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Vredekerk,0342::SB26,3769 EC,1644,595,1,1,0,0,0,538,59,0,0,0,0,0,0,597,105,41,61,89,109,22,66,18,13,24,38,2,5,1,1
,Soest,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau OBS De Startbaan,0342::SB27,3769 JA,1666,757,1,1,0,0,0,691,68,0,0,0,0,0,0,759,157,48,77,109,123,47,82,21,16,31,36,1,5,1,3
