contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Lengel,1955::SB11,7044 AP,1337,511,0,0,0,0,0,453,58,0,0,0,0,0,0,511,72,41,84,92,86,63,9,7,0,19,25,2,0,0,6,2,2,1,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Zeddam,1955::SB12,7038 BX,904,724,1,3,0,0,0,664,64,0,0,0,0,0,0,728,151,57,165,93,89,71,20,5,4,11,35,1,0,0,12,3,5,1,1
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kantine voetbalvereniging Stokkum,1955::SB13,7039 CM,921,428,2,0,0,0,0,386,45,0,0,0,1,0,0,431,64,26,103,60,60,61,8,2,2,6,17,0,0,0,10,2,6,0,1
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis De Braempt,1955::SB14,,1001,488,3,1,0,0,0,442,50,0,0,0,0,0,0,492,88,44,143,55,64,23,12,10,3,14,14,1,0,1,10,3,1,2,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Averhof,1955::SB15,7037 BJ,1298,604,1,0,0,3,0,555,53,0,0,0,3,0,0,608,106,43,173,78,79,48,12,5,0,9,29,0,0,1,13,3,2,1,2
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Partycentrum  De Dèèl,1955::SB16,7037 DH,819,375,2,5,0,1,1,342,40,0,0,0,1,0,0,383,83,21,95,46,39,32,13,3,4,11,15,0,0,0,10,1,2,0,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau zaal van 't Kelrehuus,1955::SB17,7035 AW,1199,602,0,0,0,0,0,537,65,0,0,0,0,0,0,602,53,41,284,67,63,40,11,2,1,8,12,0,0,1,9,0,5,5,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau clubgebouw voetbalverenigin Azewijn,1955::SB18,7045 AE,576,346,0,2,0,0,0,313,35,0,0,0,0,0,0,348,65,17,127,44,27,27,7,1,0,13,8,0,0,0,4,1,4,1,0
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau hal Waverlo/Meulenvelden,1955::SB19,,1444,728,1,1,0,0,0,689,41,0,0,0,0,0,0,730,106,72,199,87,102,58,8,4,1,26,36,1,1,1,13,2,4,5,2
Arnhem,Montferland,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau ""Sydehem"" Benedendorpsstraat 35 Zed",1955::SB20,7038 EN,1125,400,0,1,0,0,0,370,31,0,0,0,0,0,0,401,72,41,71,44,52,55,11,7,2,12,13,0,1,0,16,0,0,1,2
