contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Buurtgebouw Stokkum,1735::SB11,7475 MV,626,362,1,1,0,0,0,323,41,0,0,0,0,0,0,364,101,51,120,23,17,22,3,10,1,5,2,7
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau OBS ""Elserike""",1735::SB12,7475 TT,576,391,0,3,0,0,0,346,48,0,0,0,0,0,0,394,140,22,106,25,9,29,25,3,20,2,3,7
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau obs ""Brookschole""",1735::SB13,7475 PW,477,327,1,0,0,1,0,292,35,0,0,1,0,0,0,327,59,16,184,20,8,14,4,10,2,1,5,4
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Woonzorgvoorziening ""Anholtskamp""",1735::SB14,7475 CZ,1176,613,2,1,0,0,0,582,34,0,0,0,0,0,0,616,110,89,185,45,58,62,10,10,6,22,4,12
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau gemeenschapscentrum de Pol,1735::SB15,7497 LD,1423,800,0,4,0,0,0,690,114,0,0,0,0,0,0,804,572,22,79,38,29,24,9,11,0,13,2,1
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Gemeenschapscentrum ""Esbrook""",1735::SB16,7495 TC,304,178,0,0,0,0,0,153,25,0,0,0,0,0,0,178,66,12,37,21,8,18,1,5,1,6,2,1
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Gemeenschapscentrum "" 't Kempke""",1735::SB17,7495 RL,589,366,1,1,0,0,0,303,65,0,0,0,0,0,0,368,242,4,59,23,9,12,1,8,1,4,1,2
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Gemeenschapscentrum ""De Marke""",1735::SB18,7496 PP,943,674,2,1,0,1,0,609,69,0,0,0,1,0,0,678,479,16,75,30,29,20,1,10,3,8,0,3
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Gemeenschapscentrum ""De Hoff""",1735::SB19,7495 TW,230,145,0,0,0,0,1,131,13,0,0,0,0,0,0,145,84,5,25,9,5,11,4,1,0,0,0,1
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Parochiehuis,1735::SB20,7491 AB,1003,769,1,3,0,0,0,716,57,0,0,0,0,0,0,773,270,71,125,54,67,94,8,39,1,17,10,13
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau PC Basisschool Rannink,1735::SB21,7491 EA,1474,888,0,1,0,1,0,814,74,0,0,1,0,0,0,888,304,88,140,83,91,100,6,40,0,19,6,11
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool Erve Hooyerinck,1735::SB22,7491 DP,1157,842,1,1,0,0,2,772,70,0,0,0,0,0,0,844,298,74,119,81,65,93,19,45,2,23,13,10
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verpleeghuis St. Elisabeth,1735::SB23,7491 AJ,993,515,1,1,0,0,0,464,53,0,0,0,0,0,0,517,220,33,94,35,39,50,4,21,1,7,2,9
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Herfstzon,1735::SB24,7471 RG,1129,324,3,3,0,0,0,302,28,0,0,0,0,0,0,330,62,71,26,33,63,37,4,15,0,8,1,4
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cultureel centrum Herberg de Pol,1735::SB25,7478 AG,828,458,2,0,0,0,1,414,45,0,0,0,0,0,0,460,74,99,85,32,61,57,5,22,1,9,2,11
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau RK Petrusschool,1735::SB26,7496 AH,836,341,0,2,0,0,0,312,31,0,0,0,0,0,0,343,247,9,26,12,26,10,4,2,1,1,1,2
,Hof van Twente,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Toonladder,1735::SB27,7491 EA,1261,531,2,1,0,0,0,478,56,0,0,0,0,0,0,534,173,43,106,27,49,72,5,30,1,9,6,10
