contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stadskantoor,0153::SB12,,1563,1232,6,1,0,1,0,1158,83,0,1,0,2,0,0,1241,113,201,177,78,147,253,31,143,6,25,12,46
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS De Lipper,0153::SB101,,1809,549,2,2,0,0,0,501,52,0,0,0,0,0,0,553,34,78,37,114,99,46,39,37,6,18,14,27
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Servicecentrum Oost,0153::SB102,,3142,1221,2,4,0,0,0,1098,129,0,0,0,0,0,0,1227,161,119,258,139,152,164,63,63,8,46,14,34
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Prinseschool,0153::SB104,,2809,1158,4,3,0,1,0,1056,110,0,0,0,1,0,0,1166,149,157,155,119,156,178,62,96,6,39,15,26
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Speeltuin 't Varvik,0153::SB106,,1782,773,1,6,0,0,3,713,64,0,0,0,0,0,0,780,96,101,93,115,154,82,31,44,6,30,4,17
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum de Bleekhof,0153::SB201,,2852,911,3,1,0,3,1,825,86,0,0,3,0,0,0,912,112,144,57,132,142,106,115,39,4,26,8,26
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Europa,0153::SB202,,1459,623,0,3,0,0,0,570,56,0,0,0,0,0,0,626,53,109,50,84,105,75,56,37,5,27,6,16
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau CBS de Koning,0153::SB204,,4588,1083,0,2,0,0,0,968,117,0,0,0,0,0,0,1085,68,129,55,221,240,126,96,51,9,43,17,28
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Speeltuin Stadsveld,0153::SB207,,3349,822,2,4,0,4,0,761,71,0,0,0,4,0,0,832,61,109,54,154,197,100,49,33,4,29,8,24
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Triangel,0153::SB209,,1601,778,0,0,0,1,0,699,78,0,0,0,0,0,0,777,103,118,72,97,130,122,40,25,5,33,9,24
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum de Hatteler,0153::SB210,,1501,970,0,0,0,1,0,870,101,0,0,0,1,0,0,971,131,138,133,98,122,156,74,58,3,29,8,20
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Wissel,0153::SB211,,1592,456,4,3,0,0,0,423,40,0,0,0,0,0,0,463,33,73,38,69,62,80,43,32,5,16,4,1
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau vv Rigtersbleek,0153::SB301,,1565,699,1,2,0,0,0,637,65,0,0,0,0,0,0,702,47,85,74,73,107,146,35,80,3,13,13,23
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Twekkelerveld,0153::SB303,,2893,1015,7,7,0,0,1,927,101,0,0,0,0,0,0,1029,84,146,73,195,200,125,51,59,8,32,14,28
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum Twekkelerveld,0153::SB304,,3240,1102,7,2,0,0,1,1012,98,0,0,0,0,0,0,1111,105,147,82,161,216,152,69,67,13,34,12,44
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau U.T. De Bastille (Atrium),0153::SB306,,1745,1422,23,1,0,0,1,1375,70,0,0,0,0,0,0,1446,95,176,246,34,101,502,45,159,9,6,21,28
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Het Roessingh/Revalidatiecentrum,0153::SB401,,1764,883,2,3,0,0,0,800,89,0,1,0,0,0,0,889,83,113,118,64,96,208,38,93,3,23,11,33
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Clubgebouw EMOS,0153::SB402,,1592,1004,1,0,0,0,0,911,94,0,0,0,0,0,0,1005,159,103,219,58,86,189,38,110,2,14,5,21
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool Anna van Buren,0153::SB403,,3264,1472,1,0,0,0,0,1320,153,0,0,0,0,0,0,1473,159,184,177,145,225,279,102,93,13,35,11,49
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau AriënsZorgpalet Ariënsstaete,0153::SB404,,3392,1255,7,7,0,0,0,1151,118,0,0,0,0,0,0,1269,212,166,123,145,200,159,81,56,6,46,17,44
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ons Huis De Dollard,0153::SB406,,1812,551,0,2,0,0,0,496,57,0,0,0,0,0,0,553,74,79,36,68,112,70,32,22,4,22,6,26
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ons Huis Het Achtervoort,0153::SB408,,1424,540,0,3,0,0,0,477,66,0,0,0,0,0,0,543,81,71,59,46,92,77,28,40,6,15,8,17
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Voetbalvereniging VOSTA,0153::SB501,,1417,513,1,2,0,0,0,472,44,0,0,0,0,0,0,516,36,65,45,92,93,65,37,24,1,26,2,27
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Park Stokhorst,0153::SB503,,1586,890,4,1,0,0,2,819,74,0,0,0,0,0,0,895,113,115,136,93,106,140,27,78,7,28,13,34
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau AriënsZorgpalet Het Florapark,0153::SB504,,2969,746,1,1,0,0,0,684,67,0,3,0,3,0,0,751,98,87,64,116,150,76,26,50,6,39,4,30
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Paus Joannesschool,0153::SB505,,1168,1046,2,0,1,0,0,919,130,0,0,0,1,0,0,1049,169,96,336,76,67,156,35,47,4,27,4,29
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Het Vastert,0153::SB601,,1714,806,1,0,0,0,1,724,82,0,0,0,0,0,0,807,95,126,111,82,110,108,61,42,8,30,11,22
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wooncentrum Het Veldhof,0153::SB602,,1645,989,0,5,0,0,0,890,103,0,0,1,0,1,0,993,145,127,118,121,143,116,61,57,4,54,9,34
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stroinkshuis,0153::SB604,,3527,985,2,0,0,0,0,890,97,0,0,0,0,0,0,987,138,114,95,204,187,81,57,29,4,34,9,33
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Regenboog,0153::SB606,,1637,627,2,1,0,0,0,572,58,0,0,0,0,0,0,630,87,59,44,108,114,72,46,37,9,28,7,16
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Het Lang,0153::SB608,,3238,968,5,6,0,3,0,893,89,0,0,0,3,0,0,982,111,137,39,216,225,82,52,24,8,56,2,16
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS De Broekheurne,0153::SB610,,3324,1263,1,3,0,0,3,1078,186,0,0,0,0,0,0,1267,341,182,80,175,178,95,86,43,10,41,11,21
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum Broekheurnerstede,0153::SB611,,2583,794,0,4,0,1,0,740,57,0,0,1,0,0,0,797,125,132,76,106,145,66,49,28,4,30,8,25
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Victoria '28,0153::SB613,,1694,547,5,2,0,0,0,488,66,0,0,0,0,0,0,554,93,67,31,99,112,45,38,19,5,16,7,15
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Mediant Helmerzijde,0153::SB614,,1786,881,3,3,0,0,0,779,108,0,0,0,0,0,0,887,138,101,140,82,119,115,67,51,8,35,7,18
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS De Helmerhoek,0153::SB615,,1739,641,1,1,0,0,0,562,81,0,0,0,0,0,0,643,80,50,59,131,148,73,31,23,8,20,7,11
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Weth. v.d. Heijdenschool,0153::SB616,,3244,1307,3,2,0,0,0,1191,121,0,0,0,0,0,0,1312,146,202,150,162,180,194,96,71,10,49,12,35
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau AriënsZorgpalet Dr. Ariënshuis,0153::SB801,,2818,1049,6,5,0,0,2,945,113,0,0,0,0,0,0,1060,226,110,81,243,199,72,19,27,0,43,10,19
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau CBS Drakensteyn,0153::SB804,,4725,1407,6,5,0,1,0,1254,163,0,0,1,0,0,0,1417,222,148,139,309,222,109,60,58,12,52,27,49
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verpleeghuis Bruggerbosch,0153::SB805,,3262,993,4,2,0,0,0,879,120,0,0,0,0,0,0,999,117,119,134,177,188,113,40,36,4,31,8,26
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS De Esmarke,0153::SB806,,1802,814,2,0,0,0,0,708,108,0,0,0,0,0,0,816,85,101,115,121,113,140,31,25,2,37,20,24
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Usselerschool,0153::SB901,,767,426,0,0,0,0,0,368,58,0,0,0,0,0,0,426,41,44,139,54,34,56,7,18,1,15,6,11
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS Molenbeek dep,0153::SB902,,2604,1483,4,6,0,0,0,1308,185,0,0,0,0,0,0,1493,228,144,378,139,119,223,56,97,9,35,8,47
,Enschede,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis Lonneker,0153::SB904,,2198,1179,6,0,0,0,0,1020,165,0,0,0,0,0,0,1185,413,79,199,100,96,138,25,64,5,33,13,14
