contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau PCB Prinses Beatrix,0736::SB12,,1725,812,3,0,0,0,0,730,85,0,0,0,0,0,0,815,176,49,182,98,116,27,58,30,5,38,26,0,3,2,2
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau NH Verenigingsgebouw,0736::SB13,,1779,913,5,1,0,0,0,793,126,0,0,0,0,0,0,919,314,35,154,99,107,19,14,42,58,43,12,0,14,1,1
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau EHBO gebouw Lucas,0736::SB14,,1273,760,3,5,0,0,0,685,83,0,0,0,0,0,0,768,196,49,126,106,93,13,41,20,11,58,20,1,25,1,0
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingstehuis Zuiderhof,0736::SB15,,2010,955,5,1,0,0,0,875,88,0,0,0,2,0,0,963,227,52,136,112,126,26,67,31,29,56,38,2,52,1,0
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau NH gebouw De Roeping,0736::SB16,,1548,878,3,3,0,0,0,783,101,0,0,0,0,0,0,884,165,31,298,59,81,23,33,54,76,27,21,0,6,0,4
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau OBS Willespoort,0736::SB17,,1282,870,2,1,0,0,0,793,80,0,0,0,0,0,0,873,206,51,194,106,74,26,41,55,32,36,32,1,13,1,2
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Kees Bonzaal,0736::SB18,,1807,965,1,4,0,0,0,851,119,0,0,0,0,0,0,970,268,81,146,223,53,72,37,12,9,27,29,0,6,2,0
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau CNS Abcoude,0736::SB19,,1783,1218,8,0,0,0,1,1070,154,0,0,1,0,0,0,1225,372,119,157,246,73,80,49,24,8,35,38,4,9,2,2
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Angstelborgh,0736::SB20,,1861,1200,1,6,0,0,0,1053,154,0,0,0,0,0,0,1207,220,131,153,242,96,113,89,10,6,60,64,2,12,2,0
,De Ronde Venen,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpshuis De Vijf Bogen,0736::SB21,,1025,739,3,1,0,0,0,668,75,0,0,0,0,0,0,743,179,52,130,95,62,43,29,66,16,29,30,0,5,2,1
