contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum Nijlân,0080::SB35,8931 CX,1549,697,4,1,0,0,0,656,46,0,0,0,0,0,0,702,155,96,51,31,71,102,43,27,64,6,22,24,3,2
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Serviceflat Nijlânstate,0080::SB36,8931 EP,1607,825,8,2,0,0,0,784,51,0,0,0,0,0,0,835,180,142,72,43,65,99,64,21,72,2,25,37,3,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Serviceflat Aldlânstate,0080::SB37,8935 AA,1152,660,0,0,0,0,0,608,52,0,0,0,0,0,0,660,131,119,101,34,40,54,32,35,69,2,10,29,1,3
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Erasmushiem,0080::SB38,8935 BD,1355,683,0,1,0,0,0,640,44,0,0,0,0,0,0,684,146,115,43,32,72,101,25,26,51,4,25,41,1,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw De Frosk,0080::SB39,8935 SC,1140,794,2,3,1,0,0,732,68,0,0,0,1,0,0,800,139,102,65,32,88,128,66,26,80,1,24,34,8,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkgebouw De Frosk,0080::SB40,8935 SC,1584,623,2,2,0,0,0,581,46,0,0,0,0,0,0,627,113,56,58,28,71,105,54,27,40,2,32,30,5,2
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Lekkum Dorpshuis De Weeme,0080::SB41,9081 AS,547,333,0,0,0,0,0,310,23,0,0,0,0,0,0,333,95,38,33,28,32,30,8,24,20,0,9,15,1,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Hempens dorpshuis de Bining,0080::SB42,9086 CH,1459,599,0,0,0,0,0,525,74,0,0,0,0,0,0,599,121,70,98,32,38,59,34,37,73,3,17,11,5,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Goutum Dorpshuis Ien en Mien,0080::SB43,9084 BB,1982,594,0,1,0,0,0,548,47,0,0,0,0,0,0,595,127,65,100,37,42,54,29,25,78,0,18,17,1,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wirdum Dorpshuis de Golle,0080::SB44,9088 AP,897,561,1,1,0,1,0,507,57,0,0,0,1,0,0,564,78,105,55,96,36,52,51,32,37,0,9,8,0,2
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wytgaard Parochiezaal RK Kerk,0080::SB45,9089 BG,487,313,2,2,0,0,1,289,27,0,0,0,0,0,0,317,56,58,30,64,19,31,10,8,16,0,12,6,2,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum Màrkant,0080::SB46,8939 CC,1245,831,0,2,0,0,0,748,85,0,0,0,0,0,0,833,131,122,169,28,92,59,41,19,126,4,21,17,2,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Oranjehotel t.o. station NS,0080::SB47,8911 AG,0,494,7,1,0,0,0,488,14,0,0,0,0,0,0,502,90,21,49,21,25,63,34,64,86,4,26,4,4,3
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Provinciehuis,0080::SB48,8911 KZ,1387,670,6,1,0,0,1,639,37,0,0,0,0,0,0,677,153,53,69,24,49,97,30,59,89,2,29,8,3,5
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Café Cambuur,0080::SB49,8921 JX,1404,485,4,3,0,0,0,456,37,0,0,0,1,0,0,493,91,39,39,24,102,90,16,28,19,2,16,13,5,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Camminghastins,0080::SB50,8925 CK,1416,611,1,8,0,0,0,588,35,0,0,0,3,0,0,623,121,57,44,25,80,110,52,31,35,1,28,22,4,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Pitch & Putt Golf,0080::SB51,8939 DA,1345,654,3,3,0,0,1,576,83,0,0,0,0,0,0,660,129,94,142,19,42,42,30,19,100,1,24,9,0,3
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Goutum Dorpshuis Ien en Mien,0080::SB52,9084 BB,0,690,1,2,0,1,1,616,75,0,0,1,0,0,0,692,149,111,129,37,38,49,26,33,87,1,11,19,0,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Parkkerk,0080::SB53,8932 DD,1404,733,6,0,0,0,0,691,48,0,0,0,0,0,0,739,157,60,46,31,75,131,47,51,68,0,37,24,4,2
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau M.f.c. Ludingawaard,0080::SB54,8918 GX,1183,488,1,3,0,0,0,451,41,0,0,0,0,0,0,492,120,54,17,14,61,110,19,23,29,1,19,16,5,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkzorgcentrum De Hofwijck,0080::SB55,8917 AZ,0,617,0,2,0,0,0,548,71,0,0,0,0,0,0,619,139,78,103,24,20,56,28,44,76,1,32,13,2,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Stenden Hogeschool Leeuwarden,0080::SB56,8917 DD,2,276,3,0,0,0,3,266,10,0,0,0,0,0,0,279,59,23,43,7,15,22,17,24,51,1,13,0,0,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Albertine Agnesschool,0080::SB57,8915 BB,1008,466,2,1,0,0,0,434,35,0,0,0,0,0,0,469,82,76,63,18,31,55,32,22,53,3,18,11,2,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Projectbureau Techum,0080::SB58,8941 AH,770,377,0,0,0,0,0,346,31,0,0,0,0,0,0,377,85,40,42,8,29,25,29,37,66,2,10,2,0,2
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Fries Museum,0080::SB59,8911 BS,934,506,1,4,0,1,0,512,0,0,0,0,1,0,0,512,122,27,83,18,30,52,9,46,81,0,29,7,0,2
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Kerkgebouw,0080::SB60,8934 BK,962,361,5,0,0,0,0,344,22,0,0,0,0,0,0,366,68,33,28,18,45,53,27,25,39,3,13,8,0,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Grou sporthal de Twine,0080::SB61,9001 LB,1536,899,1,2,0,0,1,838,63,0,0,0,0,0,0,902,235,105,124,123,46,95,15,17,100,6,14,18,0,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Grou Friesmastate,0080::SB62,9001 CM,1486,929,1,2,0,0,1,864,67,0,0,0,0,0,0,932,210,95,143,161,61,96,19,32,65,0,18,27,1,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Grou Zeilcentrum,0080::SB63,9001 KE,1573,850,1,6,0,0,0,786,71,0,0,0,0,0,0,857,235,90,151,100,49,60,11,25,93,1,14,19,1,1
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Warten Consistorie NH-Kerk,0080::SB64,9003 LE,729,404,0,2,0,0,0,363,43,0,0,0,0,0,0,406,72,74,43,63,34,48,21,7,22,3,6,7,1,3
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wergea Us Doarpshûs,0080::SB65,9005 PL,1287,732,1,3,0,0,0,685,51,0,0,0,0,0,0,736,214,84,84,111,48,76,8,17,55,2,13,14,1,5
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Reduzum Gymlokaal,0080::SB66,9008 TB,990,609,1,1,0,0,0,568,43,0,0,0,0,0,0,611,149,73,69,138,53,51,8,16,39,3,4,6,0,0
,Leeuwarden,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Jirnsum doarpshûs It Kattehûs,0080::SB67,9011 VJ,993,506,2,0,0,0,0,462,46,0,0,0,0,0,0,508,93,77,75,79,47,39,16,11,51,0,9,9,0,0
