contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Treslinghuis,0014::SB24,9713 SW,1043,428,6,1,0,1,0,417,19,0,0,0,1,0,0,436,47,15,129,15,47,46,16,42,9,39,1,8,2,1,1,3,1,0,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Franciscuscentrum,0014::SB25,9713 PV,1524,439,3,1,0,0,0,419,24,0,0,0,0,0,0,443,50,21,136,17,43,40,19,52,6,23,6,11,1,1,4,1,4,1,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau OBS Siebe Jan Boumaschool,0014::SB26,9713 VA,1373,543,6,2,0,0,0,514,37,0,0,0,0,0,0,551,56,30,159,29,79,40,15,55,6,29,5,20,1,5,2,1,4,0,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Rebound Groningen,0014::SB30,9714 CV,1430,664,9,0,0,0,0,636,37,0,0,0,0,0,0,673,67,79,105,54,142,11,31,94,7,38,1,9,1,3,3,3,5,3,8
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Baptistenkerk De Cirkel,0014::SB31,9714 AT,1697,733,16,0,0,1,0,725,25,0,0,0,1,0,0,750,89,61,115,64,154,23,43,95,3,48,3,11,1,1,6,1,8,1,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau St. Michaëlschool,0014::SB32,9714 JS,1583,580,2,0,0,0,0,549,33,0,0,0,0,0,0,582,84,48,64,44,114,15,37,89,11,40,3,13,1,2,2,2,6,0,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Kleine Wereld,0014::SB40,9715 JB,1425,358,1,0,0,0,0,345,14,0,0,0,0,0,0,359,39,34,63,36,57,15,16,48,8,18,3,6,0,3,1,4,3,1,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Vrouwencentrum Jasmijn,0014::SB42,9715 HS,1469,772,5,3,0,0,0,740,41,0,1,0,1,0,0,781,74,54,159,66,147,30,33,115,10,45,4,9,4,1,3,2,6,1,9
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gymzaal O.B.S. Karrepad,0014::SB43,9715 NR,1010,368,0,0,0,0,0,355,13,0,0,0,0,0,0,368,46,31,67,28,68,13,19,44,5,17,4,14,0,1,2,2,1,1,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gymzaal O.B.S. Karrepad,0014::SB44,9715 NR,1319,573,3,0,1,0,0,547,28,0,0,1,0,0,0,575,72,37,101,52,99,21,27,77,7,38,7,13,1,3,3,3,8,1,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Hamrikheem,0014::SB46,9715 SX,1309,514,5,4,0,0,0,504,19,0,0,0,0,0,0,523,71,17,140,30,56,50,31,41,18,33,6,10,0,1,8,0,0,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Wessel Gansfortcollege,0014::SB47,9731 BW,943,415,0,0,0,0,0,370,45,0,0,0,0,0,0,415,77,10,82,29,41,24,47,45,10,16,11,8,1,6,4,0,1,0,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum Hunzeborgh,0014::SB48,9731 EB,984,598,1,1,0,0,0,537,62,0,0,1,0,1,0,599,93,57,71,32,93,21,37,84,21,35,3,32,0,3,7,0,1,0,8
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Kantine GTV Van Starkenborgh,0014::SB49,9731 BW,903,541,4,0,0,0,0,495,50,0,0,0,0,0,0,545,90,23,85,39,92,26,27,78,14,25,7,20,0,1,5,0,2,0,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Christelijk Centrum Groningen,0014::SB50,9716 AV,1360,463,5,5,0,0,0,458,15,0,0,0,0,0,0,473,42,47,103,33,79,23,26,44,8,27,5,7,0,2,4,4,2,0,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau BSV  De Hoogte,0014::SB51,9716 GZ,1689,579,3,1,0,0,0,550,33,0,0,0,0,0,0,583,56,22,163,28,67,46,28,62,10,52,8,13,1,7,5,2,3,1,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dependance Nassauschool,0014::SB60,9717 ED,1553,865,2,0,0,0,0,803,64,0,0,0,0,0,0,867,160,64,136,54,114,19,26,182,13,47,11,18,0,0,10,1,3,0,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum Oranjewijk,0014::SB61,9717 BK,1201,703,5,2,0,0,0,680,33,0,0,0,3,0,0,713,87,42,131,55,117,10,22,134,7,57,3,12,0,2,6,2,8,2,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Poort,0014::SB62,9717 JW,1700,833,3,3,0,0,0,793,47,0,1,0,1,0,0,840,121,62,118,49,149,28,34,152,13,76,0,13,1,5,3,1,2,2,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Casa de la Trova,0014::SB63,9717 KP,1559,467,7,0,0,1,0,454,21,0,0,0,1,0,0,475,79,38,62,28,86,14,20,71,7,30,7,13,0,4,1,1,5,0,1
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtpand Op Mars,0014::SB71,9718 HN,968,442,1,0,0,0,0,414,29,0,0,0,0,0,0,443,64,68,33,36,89,11,26,53,8,24,1,18,0,3,3,1,1,1,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Noorderpoortcollege,0014::SB72,9718 JB,1375,826,3,1,0,0,2,782,46,0,0,0,0,0,0,830,125,112,86,62,192,14,28,113,12,33,3,21,2,5,10,0,1,3,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Tijdelijke kantoorunit,0014::SB73,,1304,409,6,1,0,0,0,404,12,0,0,0,0,0,0,416,49,55,50,27,106,10,19,52,5,18,1,6,0,2,0,2,3,1,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau MJD-Zorgloket Groningen,0014::SB74,9718 KT,1450,834,2,1,0,0,0,781,56,0,0,0,0,0,0,837,132,97,81,65,220,12,21,133,13,29,8,9,0,2,2,1,3,1,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Zorgpunt Hoendiep,0014::SB75,9718 TA,1358,488,3,0,0,0,0,477,14,0,0,0,0,0,0,491,49,69,62,29,135,14,17,54,5,27,1,15,0,0,1,0,3,1,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Columnakerk,0014::SB80,9718 TJ,943,471,1,0,0,0,0,457,15,0,0,0,0,0,0,472,67,29,75,32,98,17,32,55,11,24,2,15,1,2,3,1,2,3,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau BSO Schildersbuurt,0014::SB81,9718 RZ,897,455,4,0,0,0,0,433,26,0,0,0,0,0,0,459,76,16,94,21,76,11,25,69,20,19,6,6,0,1,4,1,0,7,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Salvator Mariaparochie,0014::SB100,9721 EA,1061,721,4,1,0,0,0,684,42,0,0,0,0,0,0,726,102,61,111,60,119,34,52,76,17,46,7,18,1,0,7,2,5,0,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sporthal De Wijert,0014::SB101,9721 LB,935,450,2,0,0,0,0,424,28,0,0,0,0,0,0,452,65,38,80,31,56,33,32,53,5,20,6,11,2,3,2,0,2,0,11
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Vondelflat,0014::SB102,9721 LC,788,336,1,2,0,0,0,326,13,0,0,0,0,0,0,339,67,31,48,42,41,19,18,25,6,10,5,6,0,2,4,0,3,0,9
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Opstandingskerk,0014::SB104,9721 JM,849,438,0,0,0,0,0,419,19,0,0,0,0,0,0,438,60,29,90,27,48,19,51,32,9,25,5,21,0,1,3,9,4,2,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Bolster,0014::SB105,9721 NH,1312,491,3,4,0,0,0,483,16,0,0,0,1,0,1,499,65,29,97,42,61,34,48,42,8,18,9,22,2,1,6,1,3,1,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau C.B.S. Tamarisk,0014::SB106,9721 SW,1163,591,4,2,0,0,0,543,56,0,0,0,2,0,0,599,71,108,60,53,105,14,29,73,17,29,9,16,0,0,2,2,1,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Zuiderflat,0014::SB107,9721 VV,1083,729,3,2,0,0,0,687,47,0,0,0,0,0,0,734,109,146,64,77,100,31,71,36,20,23,19,21,0,1,4,0,4,0,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Brederoschool,0014::SB108,9721 XA,1083,770,1,4,0,0,0,714,61,0,0,0,0,0,0,775,130,109,67,79,172,22,45,78,12,29,7,14,0,0,4,0,0,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Joseph Haydnschool,0014::SB110,9722 CL,1111,804,1,1,0,0,0,758,48,0,0,0,0,0,0,806,138,96,62,60,171,21,21,120,14,51,17,17,0,1,2,1,6,0,6
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurt- en Speeltuinver. Helpman,0014::SB111,9722 BX,1311,645,0,2,0,2,0,596,51,0,0,0,0,0,0,647,91,72,89,85,93,19,35,69,18,29,10,20,0,4,4,2,2,1,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Speellokaal,0014::SB112,9722 JV,1236,514,1,2,0,0,0,463,55,0,1,0,1,0,0,518,86,67,36,34,117,13,14,84,8,25,5,13,0,2,5,4,1,0,0
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Evangelische Gemeente Helperkerk,0014::SB114,9722 GP,1241,647,2,1,0,0,0,612,38,0,0,0,0,0,0,650,72,58,103,40,88,25,32,103,12,76,1,20,2,7,1,1,4,1,1
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dagverblijf De Kleine Beer,0014::SB115,9722 VH,1103,994,3,1,0,0,0,911,87,0,0,0,0,0,0,998,160,199,86,119,155,28,58,83,19,38,8,25,0,2,2,2,4,1,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Multifunctioneelcentrum Engelbert,0014::SB120,9723 ER,764,390,2,2,0,0,0,355,39,0,0,0,0,0,0,394,56,67,49,28,38,50,2,27,12,21,8,17,3,3,4,0,1,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum Poortershoes,0014::SB130,9724 CA,1512,1116,7,2,0,1,1,1070,55,0,0,0,1,0,0,1126,160,80,203,57,194,46,30,170,14,87,7,32,1,2,10,5,8,3,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Waterbedrijf Groningen,0014::SB131,9723 DV,1281,685,1,1,0,0,0,632,52,0,0,3,0,3,0,684,133,85,74,48,105,42,21,94,11,35,11,14,0,0,4,2,1,0,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gemeente Groningen,0014::SB133,9723 ZR,1205,493,3,0,0,0,0,466,30,0,0,0,0,0,0,496,66,48,72,24,79,33,25,71,6,31,9,15,0,2,3,2,2,0,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau CBK,0014::SB134,9724 DA,1329,414,3,1,0,0,3,389,25,0,0,1,0,1,0,417,57,42,53,25,75,11,15,66,11,32,4,13,0,1,2,0,3,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau S.B.O. Groningen, Klaslokaal Dino's",0014::SB140,9724 EJ,1432,508,1,0,0,1,0,469,41,0,0,0,1,0,0,510,92,55,60,29,102,11,10,81,4,35,2,12,0,4,5,0,0,1,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Smidse,0014::SB141,9725 KA,1200,588,8,0,0,0,0,553,43,0,0,0,0,0,0,596,73,69,74,56,121,12,35,54,14,36,10,26,0,2,3,0,1,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau MFC de Stroming,0014::SB142,9725 KE,999,871,5,4,0,0,0,839,41,0,0,0,0,0,0,880,110,79,127,93,152,29,55,101,6,43,7,38,2,4,10,1,7,0,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Puddingfabriek,0014::SB143,9725 BG,905,486,2,0,0,0,0,458,30,0,0,0,0,0,0,488,65,39,86,27,81,12,11,82,1,49,3,8,0,2,3,4,4,0,9
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau S.B.O. Groningen, Klaslokaal",0014::SB144,9724 EJ,1172,383,1,0,0,0,0,343,41,0,0,0,0,0,0,384,50,53,45,15,82,11,14,69,1,22,3,11,0,2,1,2,2,0,0
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Parcival College,0014::SB145,9725 KG,1000,178,0,0,0,0,0,171,7,0,0,0,0,0,0,178,16,11,15,13,28,12,22,25,3,16,2,6,1,0,3,0,2,0,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Augustinuscollege,0014::SB151,9726 GP,1581,665,1,1,0,0,0,638,29,0,0,0,0,0,0,667,77,90,87,62,139,14,36,87,8,44,3,5,0,1,3,0,2,2,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Buurtcentrum Badstratenbuurt,0014::SB152,9726 BS,1469,704,2,1,0,0,0,663,43,0,0,1,0,0,0,706,98,73,86,45,123,23,37,108,12,58,2,17,0,4,3,1,7,2,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau O.D.S. De Starter,0014::SB161,9727 HW,1356,729,3,3,0,0,0,711,25,0,1,0,1,0,0,736,102,73,94,64,126,31,46,90,15,31,4,31,1,3,2,3,3,0,10
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Willem Lodewijk Gymnasium,0014::SB162,9727 CK,610,285,2,0,0,0,0,264,23,0,0,0,0,0,0,287,32,42,34,25,48,9,23,27,9,15,2,7,2,0,3,2,2,1,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau MEE Groningen,0014::SB163,9727 AC,989,463,2,4,0,1,0,442,28,0,0,0,1,0,0,470,47,41,60,38,85,16,51,57,15,20,3,18,0,1,6,0,1,1,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Heymanscentrum,0014::SB171,9728 HD,873,438,1,1,0,0,0,409,31,0,0,0,0,0,0,440,51,36,70,49,47,35,40,30,12,23,13,14,1,0,11,0,1,2,3
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Menno Lutterhuis,0014::SB172,9728 AC,1546,879,4,2,0,0,0,828,57,0,0,0,0,0,0,885,97,79,136,123,100,50,97,62,25,38,26,18,0,1,17,1,4,0,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau BSV Corpus den Hoorn,0014::SB174,9728 NB,1376,547,2,1,0,1,0,507,44,0,0,0,1,0,0,551,67,39,104,28,72,39,38,53,12,31,17,21,0,0,4,2,10,3,7
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Maartenshof,0014::SB180,9728 PG,1470,810,6,5,0,0,1,770,49,0,0,1,0,0,0,820,116,73,165,82,94,44,52,60,15,36,22,33,1,0,9,4,2,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Drees-Flat,0014::SB181,9728 SX,1318,684,1,1,0,0,0,639,47,0,0,0,0,0,0,686,93,64,133,61,74,47,28,61,17,46,20,22,2,2,5,1,2,2,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Het Wall House,0014::SB182,9728 WT,1026,579,6,1,0,0,1,531,54,0,0,0,0,0,0,586,94,77,78,51,97,25,20,68,6,27,8,16,2,0,0,0,6,0,4
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Boerhaaveschool,0014::SB183,9728 NH,1228,955,0,2,0,0,0,850,107,0,0,0,0,0,0,957,126,156,56,70,199,48,42,114,23,42,25,34,0,1,5,1,6,2,5
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Oosterhoogebrugschool,0014::SB200,9731 CB,993,429,4,1,0,0,0,395,39,0,0,0,0,0,0,434,70,39,81,22,43,41,27,32,12,11,14,19,0,1,10,2,3,0,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Schakel,0014::SB201,9731 AA,1109,835,2,1,0,0,0,777,61,0,0,0,0,0,0,838,107,68,168,49,102,81,38,76,20,34,27,33,1,2,12,1,5,3,8
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Noorderpoortcollege,0014::SB202,9731 BH,1111,544,1,1,0,0,0,488,58,0,0,0,0,0,0,546,81,30,113,26,66,33,29,45,25,24,23,31,0,1,5,1,1,0,10
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Basisschool De Vuurtoren,0014::SB211,9732 JS,1294,740,1,0,0,2,0,692,51,0,0,0,2,0,0,743,102,32,204,47,76,60,40,50,19,27,29,25,1,2,11,2,2,1,10
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Kimkiel,0014::SB215,9732 KZ,1209,298,0,1,0,0,0,274,25,0,0,0,0,0,0,299,39,16,77,18,30,29,20,18,8,12,9,12,1,0,4,0,2,1,2
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Ontmoetingsruimte Het Stuurhuis,0014::SB220,9733 AG,1378,587,4,4,0,0,0,552,43,0,0,0,0,0,0,595,80,20,162,26,36,76,26,49,16,38,22,13,0,5,4,2,2,0,10
,Groningen,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Basisschool De Swoaistee,0014::SB221,9733 EB,1227,660,3,3,1,0,0,593,72,0,0,1,0,0,0,665,94,20,185,23,61,69,35,63,14,44,12,15,3,9,8,0,1,0,4
