contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School De Vuurvlinder (west),0345::SB14,3905 RS,1517,737,2,2,0,0,0,652,89,0,0,0,0,0,0,741,88,50,89,97,90,17,63,133,55,27,17,0,5,3,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School De Schakel,0345::SB15,3905 WK,1350,888,0,2,0,0,0,756,134,0,0,0,0,0,0,890,118,38,119,92,91,21,74,162,121,25,20,3,3,0,1
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Johannes Calvijnschool,0345::SB16,3905 AS,1350,676,3,5,0,0,0,585,99,0,0,0,0,0,0,684,54,33,69,52,92,12,84,95,150,13,16,0,0,3,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buurthuis 't Turfke,0345::SB17,3905 ZC,1642,564,2,0,0,0,0,494,72,0,0,0,0,0,0,566,44,30,41,39,82,11,65,83,128,21,12,0,1,0,7
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Jul.v.Stolbergschool (hoofdgebouw),0345::SB18,3905 LD,1466,880,1,1,0,0,1,758,123,0,0,0,0,0,0,882,97,32,113,52,85,19,67,192,166,29,13,0,11,1,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Rehobothschool,0345::SB19,3905 GJ,1919,741,3,2,0,0,0,641,105,0,0,0,0,0,0,746,70,25,106,44,50,10,37,180,192,11,11,0,1,0,4
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Zorgcentrum 't Boveneind,0345::SB20,3905 JD,1580,856,5,2,0,0,2,750,111,0,0,0,0,0,0,863,65,32,101,32,67,16,58,175,265,21,16,0,3,2,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School Het Erf,0345::SB21,3902 CZ,1413,474,1,0,0,0,0,433,42,0,0,0,0,0,0,475,68,22,74,45,26,15,28,101,68,11,11,1,1,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkcentrum Aller Erf,0345::SB22,3902 CZ,1449,1436,2,2,0,0,1,1267,172,0,0,0,0,0,0,1440,173,67,208,116,127,30,86,288,270,45,16,1,1,3,5
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dienstencentrum Kleine Beer,0345::SB23,3901 SH,1609,812,5,0,0,0,0,734,83,0,0,0,0,0,0,817,80,46,151,46,105,15,64,118,128,40,11,0,4,1,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buurthuis De Driehoek,0345::SB24,3902 XX,1318,613,1,5,0,1,0,555,63,0,0,1,0,0,0,618,74,38,76,64,67,12,53,121,76,12,15,2,0,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School WereldKidz Achtbaan,0345::SB25,3906 AD,1555,853,3,2,0,4,0,755,99,0,0,4,0,0,0,854,110,48,114,86,89,23,72,151,105,17,25,0,8,0,5
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School De Grondtoon (hoofdgebouw),0345::SB26,3906 BW,1589,1043,1,0,0,1,0,943,102,0,0,0,1,0,0,1045,167,71,179,95,90,28,56,205,105,24,18,0,0,3,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School De Burcht,0345::SB27,3903 WK,1342,621,1,0,0,0,0,536,86,0,0,0,0,0,0,622,131,30,106,58,59,7,17,115,58,17,15,1,4,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau School WereldKidz Mozaïek,0345::SB28,3903 WK,1518,813,1,0,0,0,0,723,91,0,0,0,0,0,0,814,162,52,73,101,108,18,69,119,64,16,25,1,4,0,1
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Brede Wijkvoorz. 't SpeelKwartier,0345::SB29,3902 JA,1294,664,2,0,0,0,0,576,91,0,0,0,0,0,0,667,129,23,71,101,72,13,36,99,88,14,12,1,2,0,3
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Gemeentehuis,0345::SB30,3901 GA,782,509,2,3,0,0,0,454,59,0,0,1,0,1,0,513,73,43,73,59,61,7,62,55,41,18,12,1,2,1,1
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ontmoetingshuis,0345::SB31,3907 NJ,1576,711,0,0,0,0,0,616,95,0,0,0,0,0,0,711,135,32,88,48,41,11,58,119,140,16,18,1,1,1,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Meent (10-12 uur),0345::SB32,3902 HK,0,70,0,0,0,0,0,64,6,0,0,0,0,0,0,70,5,0,19,4,9,2,4,9,12,3,3,0,0,0,0
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Prinses Beatrixschool,0345::SB33,3905 DR,1033,196,0,1,0,0,0,173,24,0,0,0,0,0,0,197,7,5,29,17,22,4,22,54,25,8,1,0,0,0,2
,Veenendaal,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Rehobothschool,0345::SB34,3905 GJ,0,547,0,0,0,1,0,475,73,0,0,0,1,0,0,548,51,11,68,30,43,10,16,137,160,8,6,0,5,0,2
