contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Leerkamer Protestantse gemeente,0163::SB11,7447 HK,1240,753,4,0,0,0,0,687,70,0,0,0,0,0,0,757,284,60,109,54,58,69,32,37,4,16,10,20
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Es,0163::SB12,7447 GB,1257,713,2,0,0,0,0,656,59,0,0,0,0,0,0,715,314,57,94,65,51,62,23,12,3,13,4,15
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool de Schaapskooi,0163::SB13,7443 HC,1278,626,1,1,0,0,1,563,64,0,0,0,0,0,0,628,148,65,53,75,84,70,59,25,2,16,12,17
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis Sion,0163::SB14,7443 RB,1552,757,0,2,0,0,0,685,74,0,0,0,0,0,0,759,292,60,118,64,52,69,43,24,9,13,7,6
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS De Tormentil,0163::SB15,7443 LA,1337,500,1,0,0,0,0,456,45,0,0,0,0,0,0,501,125,62,76,20,73,69,31,21,4,13,2,4
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis Kadiek,0163::SB16,7688 PW,1082,696,0,0,0,0,0,638,58,0,0,0,0,0,0,696,451,11,23,34,15,11,95,11,27,5,9,4
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis 't Trefpunt,0163::SB17,7687 AR,854,454,1,1,0,0,0,419,37,0,0,0,0,0,0,456,160,44,31,50,27,16,69,7,23,10,5,12
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sporthal Haarle,0163::SB18,7448 RB,1658,857,1,1,0,0,0,757,102,0,0,0,0,0,0,859,472,41,98,69,48,56,13,21,6,18,9,6
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis de Leemkamp,0163::SB19,7447 SP,553,347,0,0,0,0,0,315,32,0,0,0,0,0,0,347,211,10,28,24,21,4,28,4,3,3,6,5
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Jan Barbierschool,0163::SB20,7447 RH,662,315,0,0,0,0,0,276,39,0,0,0,0,0,0,315,150,18,48,33,17,11,12,7,4,7,2,6
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gebouw Bunga Tandjung,0163::SB21,7442 LV,1417,509,1,1,0,0,0,471,40,0,0,0,0,0,0,511,207,47,40,44,51,42,28,14,4,17,8,7
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kulturhus Kruidenwijk,0163::SB22,7443 HC,1270,775,2,1,0,0,0,708,70,0,0,0,0,0,0,778,195,90,66,60,96,100,72,32,7,19,20,18
,Hellendoorn,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Mobiel Stembureau,0163::SB23,,0,90,0,0,0,0,0,88,2,0,0,0,0,0,0,90,56,7,6,3,2,4,9,0,0,2,0,1
