contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Het Vondelhuys,1895::SB12,9673 JH,1740,793,3,8,0,11,0,721,72,0,0,11,0,0,0,793,135,44,171,88,28,93,49,18,43,22,11,35,3,5,10,32,1,2,3
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Nieuw Vredenhoven,1895::SB20,9679 AX,1211,544,0,1,0,0,0,502,43,0,0,0,0,0,0,545,93,40,110,74,21,45,37,7,34,7,15,30,0,3,7,15,0,1,5
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dagcafé Overal en Nergens,1895::SB21,9943 PB,384,238,4,1,0,0,0,211,32,0,0,0,0,0,0,243,29,14,39,21,18,35,8,10,7,23,4,14,0,0,2,10,0,0,4
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis De Tille,1895::SB22,9678 PR,1143,593,1,2,0,1,0,552,45,0,0,0,1,0,0,597,52,52,114,53,33,47,82,10,56,18,20,34,2,3,4,8,0,3,2
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Brasserie Slag bij Heiligerlee,1895::SB23,9677 PB,1205,627,1,2,0,0,0,573,57,0,0,0,0,0,0,630,85,43,169,33,32,84,31,15,39,13,11,35,1,1,4,25,0,0,6
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis 't Trefpunt,1895::SB24,9944 AG,1093,551,1,2,0,3,1,491,59,0,0,3,0,0,0,551,61,56,89,74,37,63,17,6,22,31,7,48,1,4,3,18,0,5,9
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Eextahal Scheemda,1895::SB25,9679 HA,1554,797,3,2,0,0,0,737,65,0,0,0,0,0,0,802,105,87,134,78,49,99,46,29,58,19,14,31,3,6,6,23,0,2,8
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dependance gemeentehuis,1895::SB26,9679 BR,1271,855,2,8,0,0,0,798,68,0,0,0,1,0,1,866,119,58,156,109,60,71,58,22,63,24,27,44,1,2,7,23,2,1,8
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gasterij Smits,1895::SB27,9681 AL,1745,893,5,5,0,0,0,807,96,0,0,0,0,0,0,903,121,45,130,186,35,88,77,20,61,23,14,36,0,8,4,30,1,2,12
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Equipo Blauwestad,1895::SB28,9682 VK,884,336,0,2,0,0,0,290,48,0,0,0,0,0,0,338,34,71,30,15,28,38,10,4,25,10,15,6,0,2,5,38,4,0,1
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Café De Twee Oldambten,1895::SB29,9682 RB,838,509,2,2,0,0,0,471,42,0,0,0,0,0,0,513,52,44,92,92,16,49,45,9,18,23,9,17,5,0,2,26,3,2,5
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Tjamme,1895::SB30,9686 PC,1710,851,4,6,0,1,0,754,108,0,0,0,1,0,0,862,109,43,233,38,48,134,13,19,47,31,19,24,4,7,5,65,5,1,6
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau OBS de Bouwsteen,1895::SB31,9684 AM,1704,766,2,4,0,0,0,672,100,0,0,0,0,0,0,772,62,58,247,29,35,103,18,17,28,21,31,30,0,2,8,75,0,0,2
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Noorderlicht,1895::SB32,9688 RV,552,302,0,1,0,0,0,270,33,0,0,0,0,0,0,303,18,45,74,19,8,55,5,6,12,19,5,14,1,2,4,12,1,0,2
,Oldambt,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Akkerschans,1895::SB33,9693 BS,1145,542,2,3,0,0,1,498,48,0,0,0,0,0,0,547,64,22,150,33,20,113,13,16,22,19,18,18,2,2,5,18,0,2,5
