contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PARTIJ VOOR ZEELAND (PVZ),ChristenUnie,Democraten 66 (D66),GROENLINKS,50PLUS,Provinciaal Belang Zeeland,Zeeland Lokaal
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Brede School Othene,0715::SB12,4533 DW,2269,1005,2,2,0,1,0,883,127,0,0,0,1,0,0,1010,241,86,151,102,36,61,23,71,99,24,18,39,54
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Annelot Ter Walle,0715::SB13,4521 AZ,1213,657,1,1,0,0,0,569,89,0,0,1,0,1,0,658,87,69,130,68,65,69,29,14,38,30,22,26,10
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum 'Vremdieke',0715::SB14,4542 EE,1134,536,4,2,0,0,0,499,43,0,0,0,0,0,0,542,47,62,49,54,81,35,14,46,36,10,11,45,46
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Kerkcentrum,0715::SB15,4542 AE,1126,578,4,1,0,1,0,502,82,0,0,0,1,0,0,584,35,36,81,59,116,55,10,33,31,11,11,41,59
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum 'De Molenhof',0715::SB16,4543 CM,2257,1201,3,1,0,4,1,1020,176,0,0,8,0,4,0,1197,86,49,212,97,210,76,26,159,52,18,28,24,164
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Welzijnscentrum  't Meulengat',0715::SB17,4541 GS,1733,632,0,0,0,0,0,562,70,0,0,0,0,0,0,632,50,49,90,164,33,112,15,2,21,9,18,19,50
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Voormalig gemeentehuis Sas van Gent,0715::SB18,4551 CE,927,384,1,0,0,1,0,346,40,0,0,0,1,0,0,386,37,49,46,75,2,45,11,0,26,5,6,21,61
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Verzorgingshuis 'De Redoute',0715::SB19,4551 HT,1438,549,3,4,0,0,0,494,62,0,0,0,0,0,0,556,42,60,63,86,4,93,14,9,37,14,25,23,79
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Buurtcentrum 'De Straete',0715::SB20,4551 LH,262,138,0,0,0,0,0,118,20,0,0,0,0,0,0,138,17,7,36,21,10,12,3,7,4,4,3,7,7
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Woonzorgcentrum  't Verlaet,0715::SB21,4554 BE,1360,555,4,1,0,0,0,483,77,0,0,0,0,0,0,560,52,58,86,82,1,86,17,4,54,18,30,12,55
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Gemeenschapscentrum 'De Kaaie',0715::SB22,4553 AW,1531,696,0,2,0,0,0,604,94,0,0,0,0,0,0,698,104,59,176,101,24,45,25,5,62,24,17,28,26
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Museum 'Het Warenhuis',0715::SB23,4571 BG,1414,681,3,1,0,0,0,586,99,0,0,0,0,0,0,685,77,55,98,83,23,54,18,87,44,21,17,18,86
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum 'De Vurssche',0715::SB24,4571 HT,1388,603,0,4,0,0,0,549,58,0,0,0,0,0,0,607,66,57,88,94,17,44,10,106,26,6,17,20,52
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Het Trefpunt,0715::SB25,4571 KC,1478,609,0,2,0,0,0,536,75,0,0,0,0,0,0,611,60,53,70,98,19,57,14,95,22,21,14,10,76
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Gregoriuscentrum,0715::SB26,4571 BH,1613,696,2,3,0,2,0,627,76,0,0,0,2,0,0,703,73,71,128,85,10,69,10,82,36,12,23,18,79
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum 'De Lange Akkers',0715::SB27,4576 DX,1508,671,5,4,0,0,0,585,96,0,1,0,1,0,0,681,93,62,111,91,6,91,21,9,46,26,33,16,66
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Gemeenschapshuis 't Kaaike,0715::SB28,4574 RD,932,393,0,0,0,0,0,349,44,0,0,0,0,0,0,393,39,21,96,57,1,43,12,8,31,15,7,14,49
,Terneuzen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Buurthuis Overslag,0715::SB29,4575 NL,135,85,0,0,0,0,0,74,11,0,0,0,0,0,0,85,14,9,22,9,0,4,2,0,5,6,0,0,14
