contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Kerkgebouw De Bron,0114::SB28,,1071,424,2,1,0,0,0,392,35,0,0,0,0,0,0,427,51,11,35,76,117,34,31,25,7,2,14,21
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Kantine sporthal, Emmen",0114::SB29,,716,301,0,3,0,0,0,283,21,0,0,0,0,0,0,304,54,12,26,40,82,31,14,17,6,0,6,13
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Thriantaschool,0114::SB30,,931,377,0,1,0,1,0,345,34,0,0,0,1,0,0,379,62,15,40,72,84,42,18,12,13,2,9,8
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Zaal Heegen,0114::SB31,,1064,388,0,1,0,0,0,332,57,0,0,0,0,0,0,389,30,36,40,104,65,19,30,5,19,16,14,10
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s 't Koppel,0114::SB32,,787,278,1,0,0,0,0,247,32,0,0,0,0,0,0,279,52,15,17,70,55,11,15,6,16,1,5,15
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Multifunctioneel Centrum de Badde,0114::SB33,,979,467,0,0,0,0,0,408,58,0,0,0,0,0,0,466,51,41,52,118,103,18,42,13,13,3,3,10
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis 't Stadhoes,0114::SB34,,576,242,2,1,0,0,0,224,21,0,0,0,0,0,0,245,27,28,38,60,29,17,8,5,11,3,11,5
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s. De Meent,0114::SB35,,954,339,2,2,0,0,0,305,38,0,0,0,0,0,0,343,38,15,64,60,93,13,7,6,23,0,16,4
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Kantine Sporthal, Emmer-Compascuum",0114::SB36,,1234,458,2,2,0,0,0,403,59,0,0,0,0,0,0,462,72,22,60,97,108,12,10,10,18,2,35,12
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s. De Dreef,0114::SB37,,1180,489,3,2,0,0,0,432,61,0,0,1,0,0,0,493,43,38,68,93,76,23,59,21,21,7,22,18
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Buurtgebouw Ons Dorp,0114::SB38,,1423,525,3,3,0,0,1,455,75,0,0,0,0,0,0,531,86,27,39,108,150,13,21,6,20,3,39,13
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s. De Bente,0114::SB39,,883,328,1,0,0,0,0,290,39,0,0,0,0,0,0,329,50,23,39,51,70,19,8,12,17,2,27,10
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis De Foxel,0114::SB40,,545,200,0,1,0,0,0,180,21,0,0,0,0,0,0,201,17,17,19,34,57,12,10,5,12,0,6,11
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gebouw achter Veenkerk,0114::SB41,,155,94,1,0,0,0,0,85,10,0,0,0,0,0,0,95,11,4,17,21,19,5,3,2,5,0,5,2
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Collink,0114::SB42,,1379,502,0,2,0,0,0,438,66,0,0,0,0,0,0,504,35,25,110,120,78,21,3,6,41,2,39,22
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Kantine Sporthal De Eendracht,0114::SB43,,1174,412,1,4,0,0,0,349,68,0,0,0,0,0,0,417,41,22,57,101,115,15,9,6,23,0,10,13
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis De Meerstal,0114::SB44,,1201,524,2,2,0,0,0,468,60,0,0,0,0,0,0,528,59,27,74,140,136,15,5,14,29,0,13,12
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gemeentewinkel Klazienaveen,0114::SB45,,902,368,0,2,0,0,0,330,40,0,0,0,0,0,0,370,52,17,78,72,66,10,9,4,21,0,29,10
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Zorgcentrum Dillehof,0114::SB46,,1393,557,4,3,0,0,0,503,61,0,0,0,0,0,0,564,83,32,97,109,96,28,13,13,38,4,30,14
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Ons Belang,0114::SB47,,1147,451,0,1,0,0,0,391,61,0,0,0,0,0,0,452,47,38,62,115,88,22,5,5,31,2,24,12
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s. De Spil,0114::SB49,,1319,467,1,0,0,0,0,427,41,0,0,0,0,0,0,468,74,16,51,123,117,20,8,7,26,1,10,14
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Wijk- en Dienstencentrum Noorderbreedte,0114::SB50,,1013,393,0,1,0,0,0,347,47,0,0,0,0,0,0,394,60,20,66,83,76,15,4,8,26,2,16,17
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Kantine Sporthal de Zon,0114::SB51,,1185,451,1,0,0,0,0,391,61,0,0,0,0,0,0,452,46,65,84,75,70,33,11,9,21,1,25,11
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gebouw achter Protestantse kerk,0114::SB52,,1324,466,3,5,0,0,0,415,59,0,0,0,0,0,0,474,60,38,83,86,84,23,12,10,23,0,33,14
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Buurthuis 't Hoekje,0114::SB53,,1287,548,0,2,0,0,0,480,70,0,0,0,0,0,0,550,73,40,83,126,104,25,16,11,27,1,26,16
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis De Klink,0114::SB54,,1306,509,0,2,0,0,0,445,66,0,0,0,0,0,0,511,124,31,45,114,79,32,10,10,25,1,18,20
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Parc Centrum Sandur,0114::SB55,,1640,804,4,1,0,0,0,726,83,0,0,0,0,0,0,809,100,136,109,89,81,116,35,37,46,4,28,23
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorphuis d'Aole Turfstee,0114::SB56,,326,179,0,0,0,0,0,165,14,0,0,0,0,0,0,179,18,18,17,36,49,9,4,8,8,0,8,4
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau S.K.W. Barnstee,0114::SB57,,1456,617,2,3,0,0,0,554,68,0,0,0,0,0,0,622,78,40,164,120,96,40,13,14,19,0,12,21
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Kantine S.C. Erica,0114::SB58,,1282,629,4,1,0,0,0,572,63,0,0,0,1,0,0,635,93,70,187,71,60,52,8,12,34,1,16,25
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau 't Schienvat,0114::SB59,,1209,671,1,3,0,0,0,607,69,0,1,0,1,0,0,676,79,48,199,97,95,50,17,14,34,0,18,20
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s. De Anbrenge,0114::SB60,,1321,547,4,1,0,0,0,495,57,0,0,0,0,0,0,552,61,75,173,59,60,35,11,23,21,2,18,9
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.b.s. De Bascule,0114::SB62,,1314,506,1,0,0,0,0,450,57,0,0,0,0,0,0,507,98,34,50,114,92,29,24,8,20,2,24,11
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau P.C. b.s. De Bron,0114::SB63,,1324,473,0,0,0,0,0,407,66,0,0,0,0,0,0,473,71,64,93,62,64,29,20,8,24,4,20,14
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Zorgcentrum Oldersheem,0114::SB64,,1146,545,1,2,0,0,0,485,63,0,0,0,0,0,0,548,90,60,112,80,73,45,23,15,20,3,14,10
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau P.C.b.s. Het Anker,0114::SB65,,1399,569,2,0,0,0,0,537,34,0,0,0,0,0,0,571,93,39,69,68,90,62,33,43,26,3,26,17
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Zorgcentrum Valkenhof,0114::SB66,,1476,974,2,3,0,0,0,910,69,0,0,0,0,0,0,979,170,97,130,106,148,139,39,44,50,4,23,24
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Obs de Lisdodde, Eidereend",0114::SB67,,1360,490,3,1,0,0,0,454,40,0,0,0,0,0,0,494,87,56,77,45,72,68,21,13,17,2,19,13
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Obs de Lisdodde, Ganzenveld",0114::SB68,,2808,1452,4,1,0,0,0,1305,152,0,0,0,0,0,0,1457,207,228,206,132,175,228,88,48,54,4,50,32
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Zalencentrum d' Aol Meul,0114::SB69,,953,379,0,1,0,0,0,337,43,0,0,0,0,0,0,380,79,26,65,83,58,15,13,3,13,3,11,10
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau 't Aole Gemientehoes,0114::SB71,,1106,666,2,4,0,0,0,623,49,0,0,0,0,0,0,672,65,61,228,76,81,46,5,23,21,6,46,8
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Woonvoorziening d'olde Beke,0114::SB72,,1191,445,0,0,0,0,0,390,55,0,0,0,0,0,0,445,39,52,174,55,49,14,13,7,13,1,25,3
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Verzorgingscentrum De Anloop,0114::SB73,,1013,517,0,1,0,0,0,469,49,0,0,0,0,0,0,518,38,47,196,66,54,20,18,10,25,0,24,19
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Zwarte Racker,0114::SB74,,996,398,3,0,0,0,0,349,52,0,0,0,0,0,0,401,27,63,124,52,31,19,4,6,34,0,34,4
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Webbe,0114::SB75,,1329,493,0,1,0,0,0,449,45,0,0,0,0,0,0,494,32,29,123,137,69,15,6,8,27,0,24,23
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Verenigingsgebouw 't Trefpunt,0114::SB76,,505,234,0,0,0,0,0,211,23,0,0,0,0,0,0,234,33,16,34,53,41,11,11,6,7,6,12,4
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Drenthe College Locatie Veldlaan,0114::SB77,,1224,490,0,2,0,0,0,457,35,0,0,0,0,0,0,492,99,32,54,58,90,46,27,20,20,0,17,27
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau St. Gerardusschool,0114::SB78,,1051,429,2,0,0,0,0,396,35,0,0,0,0,0,0,431,24,58,130,82,45,24,15,4,19,3,10,15
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau S.C.C. De Schalm,0114::SB79,,812,303,1,1,0,0,0,271,34,0,0,0,0,0,0,305,58,19,38,44,69,19,18,2,8,3,13,12
,Emmen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau M.F.A. Het Venster,0114::SB81,,457,206,0,0,0,0,0,179,27,0,0,0,0,0,0,206,20,45,30,17,20,39,13,6,3,1,9,3
