contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Prins Hendrik Internaat,0356::SB22,3433 NL,1035,442,2,0,0,0,0,380,64,0,0,0,0,0,0,444,94,22,67,48,61,11,51,31,5,36,8,3,3,2,0
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Wijkhuis De Steeg,0356::SB23,3432 TK,1682,669,2,4,0,0,0,616,59,0,0,0,0,0,0,675,56,67,60,74,97,50,144,43,5,23,37,0,7,2,4
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Jenaplanschool De Zuiderkroon,0356::SB24,3432 SZ,1128,585,1,1,0,0,0,530,57,0,0,0,0,0,0,587,90,60,53,83,75,39,90,11,13,35,20,0,15,1,0
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau PC basisschool Maurits,0356::SB25,3434 CA,1207,542,2,1,0,0,0,487,58,0,0,0,0,0,0,545,68,29,58,64,76,25,71,60,8,43,19,2,17,2,0
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buurtplein Zuid,0356::SB26,3434 EW,1502,699,2,1,0,0,1,630,70,0,0,1,0,1,0,701,99,85,81,86,83,19,123,25,11,46,31,1,5,3,1
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Kerkelijk Centrum De Rank,0356::SB27,3434 HA,1356,659,2,3,0,0,0,587,77,0,0,0,0,0,0,664,97,52,64,68,115,19,114,34,3,46,31,4,11,0,1
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Verzorgingshuis Vreeswijk,0356::SB28,3434 GL,1336,599,3,3,0,0,0,554,51,0,0,0,0,0,0,605,139,55,90,51,66,24,58,30,4,45,20,2,14,0,1
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau SKPON/voorheen Kompas,0356::SB29,3433 EH,879,445,1,3,0,0,0,404,45,0,0,0,0,0,0,449,65,40,66,66,43,16,52,40,8,24,15,1,7,1,1
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buurthuis Vreeswijk,0356::SB30,3433 ZZ,893,518,0,4,0,0,0,456,66,0,0,0,0,0,0,522,70,54,79,55,58,22,55,39,10,40,31,0,5,0,0
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buurtcentrum De Boog II,0356::SB31,3437 JT,1517,733,1,3,0,0,0,663,74,0,0,0,0,0,0,737,132,64,88,106,113,28,99,20,6,34,30,0,9,2,2
,Nieuwegein,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buurtcentrum De Boog I,0356::SB32,3437 JT,1534,634,0,0,0,2,1,568,63,0,0,2,0,0,0,632,127,61,83,66,92,29,83,14,7,35,30,0,5,1,1
