contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maria Wesselingstraat 14 (links),0599::SB21,3065 GA,1426,496,0,0,2,0,0,441,53,0,0,2,0,0,0,494,101,54,75,50,38,88,19,13,10,20,26,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schommelstraat 69 (links),0599::SB22,3035 CG,1414,280,3,4,0,0,0,257,30,0,0,0,0,0,0,287,20,33,41,34,29,53,33,6,0,6,23,2,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Westerstraat 10,0599::SB23,3016 DH,872,616,1,8,7,0,0,558,60,0,0,7,0,0,0,618,193,57,45,53,39,137,43,8,11,4,24,0,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Noorderhavenkade 8 (links),0599::SB24,3038 XG,1116,450,1,1,0,1,1,426,26,0,0,0,1,0,0,453,64,54,46,15,46,94,64,22,1,8,35,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Meidoornstraat 55 (links),0599::SB25,3036 WC,1184,313,5,1,0,4,0,268,47,0,0,4,0,0,0,315,22,44,38,40,54,37,33,1,4,5,29,6,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Pergolesilaan 7,0599::SB26,3055 SK,816,552,1,1,0,0,0,486,68,0,0,0,0,0,0,554,230,20,43,55,14,110,43,11,0,7,16,1,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Josephstraat 10 (links),0599::SB27,3014 TP,1075,277,2,7,0,1,0,248,39,0,0,0,1,0,0,287,17,48,33,11,60,49,28,6,1,3,16,5,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ruivenstraat 39,0599::SB28,3036 DD,1104,274,0,1,0,0,0,243,32,0,0,0,0,0,0,275,25,39,24,22,49,51,28,5,1,7,20,1,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Engelsestraat 40 (links),0599::SB29,3028 CH,1696,369,1,5,0,1,0,333,43,0,0,0,1,0,0,376,25,48,88,28,60,37,29,13,5,10,24,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau s-Gravenwetering 98,0599::SB30,3062 SJ,893,602,2,2,0,1,0,520,85,0,0,1,0,0,0,605,306,28,27,38,18,136,16,10,5,5,11,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hooglandstraat 67,0599::SB31,3036 PD,1362,348,4,3,0,0,0,320,34,0,0,1,0,1,0,354,27,59,39,31,68,58,22,10,3,6,24,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ringvaartweg 125 (links),0599::SB32,3065 AC,1268,622,1,0,0,3,0,529,91,0,0,3,0,0,0,620,226,72,58,43,28,115,28,18,4,9,19,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schouwburgplein 25 (links),0599::SB33,3012 CL,874,366,1,1,0,0,0,341,27,0,0,0,0,0,0,368,77,53,39,27,35,80,28,2,1,6,17,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kleine Schoolstraat 9,0599::SB34,3151 AD,1462,598,1,2,0,0,0,529,72,0,0,0,0,0,0,601,129,45,126,86,69,50,16,13,4,32,27,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maria Wesselingstraat 14 (midden),0599::SB35,3065 GA,1243,438,0,2,0,0,0,395,45,0,0,0,0,0,0,440,83,45,72,34,50,73,30,12,5,14,18,2,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Boompjes 680 (links),0599::SB36,3011 XZ,835,370,0,2,1,0,2,342,29,0,0,0,1,0,0,373,97,44,45,30,26,85,18,5,1,4,11,0,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zevenkampse Ring 40,0599::SB37,3068 PZ,1514,626,3,3,0,0,0,559,75,0,0,0,2,0,0,634,80,98,120,59,110,44,29,21,7,36,21,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Speykstraat 107,0599::SB38,3014 VG,1068,260,0,9,0,0,0,228,41,0,0,0,0,0,0,269,16,57,15,12,56,55,20,1,1,4,19,2,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Erasmusstraat 26 (links),0599::SB39,3035 LE,1408,376,1,4,2,0,0,344,35,0,0,2,0,0,0,379,21,58,52,44,72,48,35,8,3,9,21,2,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rijnwaterstraat 11 (links),0599::SB40,3063 HC,1696,656,5,1,0,4,0,619,47,0,0,0,4,0,0,666,101,63,103,53,93,101,35,20,0,34,47,2,3,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ben Websterstraat 9,0599::SB41,3069 XJ,1485,513,0,2,0,0,0,462,53,0,0,0,0,0,0,515,51,65,116,29,78,72,20,21,1,31,24,1,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jan Greshoffstraat 5 (links),0599::SB42,3069 WG,1375,455,1,0,0,0,0,408,48,0,0,0,0,0,0,456,48,56,90,33,71,47,36,9,10,29,23,0,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Larikslaan 200 (links),0599::SB43,3053 LG,1114,663,1,1,0,0,0,598,67,0,0,0,0,0,0,665,146,75,59,49,60,133,86,11,1,17,22,1,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rodaristraat 31,0599::SB44,3066 LA,1308,538,1,5,0,0,0,508,45,0,9,0,9,0,0,553,44,68,140,54,74,37,14,10,16,51,24,4,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Paradijsplein 1 (links),0599::SB45,3034 SL,914,311,3,2,0,1,0,281,34,0,0,1,0,0,0,315,36,47,41,15,43,67,27,2,3,6,23,0,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Apollostraat 311-561,0599::SB46,3054 TC,1217,561,1,3,0,0,0,506,59,0,0,0,0,0,0,565,167,44,101,49,42,74,19,7,4,37,16,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Isaäc Hubertstraat 153 (links),0599::SB47,3034 CS,1437,299,1,3,0,0,0,259,44,0,0,0,0,0,0,303,16,42,59,33,73,38,12,8,0,9,6,3,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schepenstraat 69 (links),0599::SB48,3039 NC,1085,438,4,0,0,0,0,394,48,0,0,0,0,0,0,442,61,52,22,24,44,91,79,16,7,9,25,0,7,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Boezemsingel 100,0599::SB49,3034 CA,1379,440,1,8,0,0,0,400,49,0,0,0,0,0,0,449,38,70,94,38,64,47,19,4,9,30,24,0,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Tattistraat 23,0599::SB50,3066 CE,1522,602,2,0,0,0,0,538,66,0,0,0,0,0,0,604,58,82,128,42,86,86,40,9,6,30,27,1,3,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nieuwe Ommoordseweg 97 (links),0599::SB51,3068 BS,1123,436,0,4,2,0,0,391,51,0,0,2,0,0,0,442,59,49,96,41,48,48,15,18,8,31,18,1,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hamakerstraat 77,0599::SB52,3052 JA,1287,330,4,1,0,0,0,310,24,0,0,1,0,0,0,334,23,49,66,31,53,34,20,12,6,16,13,6,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wilgenplaslaan 196 (links),0599::SB53,3052 SL,1006,292,4,0,0,0,0,258,38,0,0,0,0,0,0,296,35,39,36,25,39,53,22,13,7,8,11,2,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Thomas Mannplaats 150,0599::SB54,3069 NE,1249,714,1,3,0,0,0,657,61,0,0,0,0,0,0,718,101,109,110,87,78,89,26,34,9,43,22,2,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau s-Gravendijkwal 36,0599::SB55,3014 EA,685,188,1,1,0,0,0,159,29,0,0,2,0,2,0,188,18,30,11,8,33,40,23,5,2,3,13,1,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hofdijk 651,0599::SB56,3032 CG,1490,543,2,4,0,0,0,507,42,0,0,0,0,0,0,549,104,75,52,27,81,76,54,5,2,25,39,0,1,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Adriaan Kluitstraat 170,0599::SB57,3052 RJ,1217,399,3,7,0,0,0,373,36,0,0,0,0,0,0,409,31,54,84,45,49,53,28,11,1,22,17,4,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Goudseweg 17 (rechts),0599::SB58,3031 XH,1490,366,6,4,0,0,0,339,37,0,0,0,0,0,0,376,56,41,78,25,49,67,22,0,0,9,19,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Vlooswijkstraat 2A (links),0599::SB59,3039 TP,1447,588,6,6,0,0,0,536,63,0,0,1,0,1,0,599,79,65,51,37,61,113,78,20,9,15,56,2,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Michelangelostraat 98,0599::SB60,3066 NM,1139,444,3,1,0,0,0,425,23,0,0,0,0,0,0,448,39,39,63,26,50,49,15,18,112,18,11,0,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hesseplaats 441 (links),0599::SB61,3069 EA,1248,562,2,5,0,0,0,523,49,0,3,0,3,0,0,572,51,60,114,73,76,59,14,19,14,52,27,1,0,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Paulus Potterstraat 76 (links),0599::SB62,3061 ZW,1043,298,2,2,0,2,0,265,35,0,0,2,0,0,0,300,57,40,30,18,34,58,24,7,4,9,16,0,0,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Valenciadreef 6,0599::SB63,3067 WL,1346,301,3,1,0,0,0,274,31,0,0,0,0,0,0,305,28,36,64,18,59,24,10,16,8,16,20,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Merkelbachstraat 2 (links),0599::SB64,3067 AL,1494,449,2,2,0,0,0,421,32,0,0,0,0,0,0,453,43,65,84,44,73,41,13,21,8,38,12,4,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cordell Hullplaats 22,0599::SB65,3068 VH,782,313,1,0,0,0,0,296,18,0,0,0,0,0,0,314,33,32,67,38,51,20,8,10,3,36,13,0,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Slaak 15 (links),0599::SB66,3061 CR,1187,285,3,1,0,0,0,262,27,0,0,0,0,0,0,289,46,38,31,15,38,54,24,3,5,10,16,1,2,2
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vaasahof 75,0599::SB67,3067 DX,1413,584,0,4,0,4,0,538,54,0,0,0,4,0,0,592,77,74,116,49,82,61,28,27,5,29,33,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jaffahof 75 (links),0599::SB68,3061 KZ,1388,447,2,3,1,0,0,398,55,0,0,0,1,0,0,453,79,64,53,13,42,111,34,13,2,7,25,2,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Van Bassenstraat 19 (links),0599::SB69,3067 XC,1281,470,2,1,0,0,0,435,38,0,0,0,0,0,0,473,78,39,81,45,39,66,25,27,4,20,43,1,1,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jaffahof 75 (rechts),0599::SB70,3061 KZ,1447,574,2,3,0,1,0,523,57,0,0,0,1,0,0,580,89,93,65,41,57,110,51,7,7,15,34,0,4,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Josephstraat 10 (rechts),0599::SB71,3014 TP,1135,202,1,1,0,0,0,169,35,0,0,0,0,0,0,204,19,37,13,2,57,45,16,1,0,3,9,0,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Willem Ruyslaan 17 (links),0599::SB72,3061 TT,1156,438,4,3,2,0,0,398,45,0,0,2,0,0,0,443,127,52,33,26,46,92,26,6,4,8,14,1,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schimmelpenninckstraat 31,0599::SB73,3039 KS,1626,818,0,7,0,0,0,742,83,0,0,0,0,0,0,825,118,87,62,65,74,208,102,23,5,8,58,3,2,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Weteringstraat 225,0599::SB74,3061 PN,1190,477,3,5,0,0,0,440,45,0,0,0,0,0,0,485,54,75,70,26,67,92,27,13,1,12,39,1,0,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Pieter de Hoochstraat 52,0599::SB75,3024 CS,1143,353,1,5,1,0,0,337,21,0,0,1,0,0,0,358,39,62,26,26,41,82,35,11,1,1,26,1,2,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Westzeedijk 5,0599::SB76,3015 AA,1108,480,3,0,0,0,0,442,41,0,0,0,0,0,0,483,148,71,19,29,23,129,31,5,3,3,13,1,4,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sionstraat 42,0599::SB77,3061 ES,1092,378,7,3,0,0,0,360,28,0,0,0,0,0,0,388,70,52,22,26,48,81,28,6,11,3,29,1,1,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Oranjestraat 6 (links),0599::SB78,3043 TN,973,348,1,2,0,0,0,319,32,0,0,0,0,0,0,351,33,33,98,33,41,24,21,23,2,22,13,1,1,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sint-Jobskade 14,0599::SB79,3024 EN,972,581,1,1,1,0,0,531,53,0,0,0,1,0,0,584,120,79,45,24,44,140,61,13,1,16,32,0,2,4
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hilleniussingel 23,0599::SB80,3054 EX,679,445,2,0,0,1,0,384,64,0,0,0,1,0,0,448,157,37,34,24,15,101,32,15,8,0,18,0,4,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vredehofweg 13 (links),0599::SB81,3062 EK,987,404,0,1,0,0,1,353,51,0,0,0,0,0,0,405,162,31,12,22,14,101,29,4,7,3,15,1,3,0
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Tinbergenlaan 50-52,0599::SB82,3045 BJ,1100,440,1,1,0,1,0,387,56,0,0,0,1,0,0,443,101,41,39,35,31,93,40,14,2,6,33,0,2,3
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Waterloostraat 164,0599::SB83,3062 TX,1560,678,1,2,0,0,0,611,70,0,0,0,0,0,0,681,227,79,28,38,31,169,48,7,3,8,36,1,2,1
Rotterdam,Rotterdam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Catharina Beersmansstraat 78,0599::SB84,3025 EJ,1409,297,4,7,0,0,0,265,43,0,0,0,0,0,0,308,7,63,29,22,53,63,18,13,2,10,11,3,1,2
