contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Opstandingskerk,0106::SB20,9403 MA,1227,805,0,1,0,1,0,747,60,0,0,0,1,0,0,807,106,85,96,54,103,116,130,52,21,10,20,12
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Sportcomplex Marsdiek,0106::SB21,9409 TH,1152,490,2,0,0,0,0,441,51,0,0,0,0,0,0,492,63,118,35,24,48,73,63,31,10,8,12,5
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Pand 17,0106::SB22,9403 VB,1202,451,2,1,0,0,0,415,39,0,0,0,0,0,0,454,56,85,43,49,44,55,53,27,11,7,17,4
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Sportpark Lonerstraat,0106::SB23,9403 TD,1448,703,0,1,0,0,0,632,72,0,0,0,0,0,0,704,139,100,65,54,71,124,55,53,17,7,14,4
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Schulp,0106::SB24,9404 BB,1250,597,3,2,0,1,0,568,35,0,0,0,1,0,0,603,110,49,52,66,120,44,60,40,22,10,18,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Vijverhof,0106::SB25,9404 CC,1339,698,3,2,0,0,0,658,45,0,0,0,0,0,0,703,146,69,75,57,110,61,63,48,41,5,19,4
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Buurthuis de Zonnereep,0106::SB26,9404 JR,1429,408,3,3,0,0,0,389,25,0,0,0,0,0,0,414,70,57,57,32,63,34,18,40,12,2,16,7
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau STAMM,0106::SB27,9405 KD,1135,647,1,0,0,1,0,583,66,0,0,0,1,0,0,649,120,70,72,44,83,82,56,56,30,8,21,5
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Het Schakelveld,0106::SB28,9405 HX,1097,633,0,3,0,0,0,593,43,0,0,0,0,0,0,636,115,59,59,64,109,72,68,42,21,3,14,7
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Valkenhof,0106::SB29,9402 RT,1201,514,0,0,0,0,0,471,43,0,0,0,0,0,0,514,99,54,62,19,53,70,68,31,28,6,17,7
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFA Kloosterveste I,0106::SB30,9408 ME,981,826,2,1,0,2,2,747,82,0,0,0,2,0,0,831,94,121,93,93,95,106,108,43,32,6,23,12
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau GBS De Parel,0106::SB31,9408 AM,1161,499,0,1,0,0,0,439,62,0,1,0,1,0,0,501,54,61,35,40,32,80,133,25,9,14,12,4
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau IJsvereniging Kloosterveen,0106::SB32,9408 CZ,1205,545,2,0,0,0,0,479,67,0,0,1,0,1,0,546,77,133,51,45,47,79,54,13,21,4,18,3
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau OBS Kloosterveen,0106::SB33,9408 JA,1253,638,2,2,0,0,0,566,76,0,0,0,0,0,0,642,101,93,55,64,82,94,78,23,20,10,14,4
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Provincie Drenthe,0106::SB34,9405 BJ,1115,589,0,0,0,0,0,531,58,0,0,0,0,0,0,589,134,80,64,25,55,81,52,45,20,1,26,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Sporthal De Timp,0106::SB35,9402 ER,1231,699,4,4,0,0,1,662,44,0,0,0,0,0,0,707,143,58,85,53,100,60,90,30,37,6,28,9
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Vrijeschool De Es,0106::SB36,9404 KK,946,600,1,2,0,0,0,568,35,0,0,0,0,0,0,603,124,69,50,32,96,74,44,63,12,8,21,7
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Stadhuis II,0106::SB37,9401 JW,1069,706,4,4,0,0,2,653,59,0,0,0,0,0,0,714,119,80,72,56,100,96,57,51,27,7,35,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau OBS De Marskramer,0106::SB38,9403 LT,1152,354,4,0,0,0,0,316,42,0,0,0,0,0,0,358,69,48,24,33,51,53,20,31,7,0,15,3
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFA Kloosterveste II,0106::SB39,9408 ME,1157,671,1,0,1,0,0,599,72,0,0,1,0,0,0,671,74,122,69,43,77,108,79,40,27,4,22,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFA Pittelo,0106::SB40,9406 TH,974,346,1,3,0,0,0,324,27,0,1,0,1,0,0,351,58,20,29,54,47,37,34,17,16,5,18,11
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Nieuwe Kolk,0106::SB41,9401 ET,1119,556,1,6,0,0,0,526,38,0,1,0,1,0,0,564,94,72,52,38,68,87,60,44,23,3,13,2
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Kloosterhaven,0106::SB42,9406 XD,1270,394,0,0,0,0,0,364,30,0,0,0,0,0,0,394,58,64,50,27,32,62,52,19,10,5,9,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Dissel II,0106::SB43,9403 LR,1153,433,2,0,0,0,0,405,30,0,0,0,0,0,0,435,71,56,35,47,55,55,45,31,16,5,9,8
