contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau CBS De Regenboog,1700::SB14,7671 ZX,901,523,2,1,0,0,0,478,49,0,1,0,1,0,0,527,149,28,37,54,37,40,73,16,53,14,10,12
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau RK BS Antonius,1700::SB15,7671 VW,994,599,4,0,0,0,0,568,35,0,0,0,0,0,0,603,179,50,64,56,41,37,97,16,31,14,7,7
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Chr.BS Shalom,1700::SB16,7671 ND,1587,795,3,1,0,0,0,734,65,0,0,0,0,0,0,799,206,49,80,76,76,51,141,18,63,20,9,6
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hervormd Centrum De Rank,1700::SB17,7683 BN,1474,784,0,0,0,0,0,696,88,0,0,0,0,0,0,784,368,26,59,64,36,24,146,15,13,23,2,8
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Vergaderzaal Geref.Kerk,1700::SB19,7683 AV,1608,912,0,2,0,0,0,823,91,0,0,0,0,0,0,914,427,33,62,56,38,26,198,12,33,14,6,7
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Woonzorgcentrum ""Het Liefferdinck""",1700::SB20,7683 VV,1389,822,6,1,0,0,0,768,61,0,0,0,0,0,0,829,387,39,44,46,40,29,179,9,14,17,7,11
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ver.gebouw RK Kerk,1700::SB21,7686 CM,811,400,0,0,0,0,0,400,0,0,0,0,0,0,0,400,97,29,18,80,32,29,49,7,12,23,12,12
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Baptistencentrum ""'t Lieniezer""",1700::SB22,7681 JA,1100,479,5,1,0,0,0,437,48,0,0,0,0,0,0,485,101,29,35,95,76,14,67,9,18,24,6,5
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ons Centrum bij NH Kerk,1700::SB23,7681 DJ,1553,652,0,1,0,0,0,584,69,0,0,0,0,0,0,653,213,44,56,95,53,23,79,12,16,44,5,12
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kerkelijk Centrum Irene,1700::SB24,7681 AL,1229,509,1,1,0,0,0,462,49,0,0,0,0,0,0,511,135,34,30,91,47,20,88,3,13,27,10,11
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Het Punt,1700::SB25,7681 ZP,1209,506,0,1,0,0,0,464,41,0,0,2,0,2,0,505,119,36,28,102,81,16,62,5,8,28,10,11
,Twenterand,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau PCO school Nieuwoord,1700::SB26,7681 HD,1173,460,2,0,0,0,0,406,56,0,0,0,0,0,0,462,102,40,32,86,54,32,69,6,6,12,11,10
