contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum,1924::SB13,3241 AA,1702,1143,2,4,0,0,2,1022,125,0,0,0,0,0,0,1149,122,84,170,115,122,56,13,98,288,30,29,5,3,3,0,5
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Rondeel,1924::SB14,3241 LB,1844,711,0,0,0,0,0,624,87,0,0,0,0,0,0,711,108,45,136,73,57,36,15,47,127,29,22,3,0,5,0,8
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Hoeksteen,1924::SB15,3241 CR,1922,1042,2,0,0,0,0,900,144,0,0,0,0,0,0,1044,222,78,103,102,65,58,19,84,252,26,20,5,1,3,2,2
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vita Nova,1924::SB16,3245 BC,1868,1290,1,5,0,0,0,1104,192,0,0,0,0,0,0,1296,205,83,127,129,87,103,39,139,313,19,31,5,3,4,1,2
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nieuw Rijsenburgh,1924::SB17,3245 VP,1791,750,0,2,0,4,1,641,114,0,0,0,4,0,0,756,75,58,118,64,82,27,12,77,181,29,17,3,1,2,0,4
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kerk Exodusgemeente,1924::SB18,3245 XN,1962,1158,1,0,0,0,2,1027,130,0,0,0,0,0,0,1159,153,87,145,144,83,47,31,153,264,21,22,0,0,0,2,6
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ons Dorpshuis,1924::SB19,3244 AL,1842,1023,4,2,0,0,0,881,148,0,0,0,0,0,0,1029,137,63,141,73,65,50,27,61,347,23,27,2,1,3,0,3
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 't Trefpunt,1924::SB20,3243 AP,1053,540,0,3,0,0,0,497,46,0,0,0,0,0,0,543,82,32,105,74,38,27,9,61,89,8,10,0,2,2,1,0
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 't Centrum,1924::SB21,3257 XM,1968,1017,3,3,0,0,0,883,140,0,0,0,0,0,0,1023,129,84,170,86,75,51,17,84,236,32,44,1,2,1,0,5
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bommelstee,1924::SB22,3258 AW,1228,532,1,2,0,0,0,479,56,0,0,0,0,0,0,535,73,25,106,75,43,32,13,51,55,25,28,0,0,2,0,4
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 't Buurthuus,1924::SB23,3256 AH,1084,491,1,3,0,0,0,422,73,0,0,0,0,0,0,495,100,30,127,53,52,12,7,22,41,29,11,0,2,1,1,3
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau de Grutterswei,1924::SB24,3255 BS,1909,1183,2,3,0,0,0,1058,130,0,0,0,0,0,0,1188,196,168,201,121,111,75,21,79,111,36,49,4,2,3,1,5
Dordrecht,Goeree-Overflakkee,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ebbe en Vloed,1924::SB25,3255 TG,1979,843,2,1,0,0,0,745,101,0,0,0,0,0,0,846,133,81,135,105,96,49,25,75,92,23,21,1,1,2,0,4
