contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PARTIJ VOOR ZEELAND (PVZ),ChristenUnie,Democraten 66 (D66),GROENLINKS,50PLUS,Provinciaal Belang Zeeland,Zeeland Lokaal
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum Ter Weel,0664::SB11,,1342,677,0,2,0,0,0,619,61,0,1,0,1,0,0,680,64,74,121,72,52,106,9,44,54,30,26,7,18
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Brede School De Symfonie,0664::SB12,,1139,566,2,1,0,0,0,504,65,0,0,0,0,0,0,569,113,59,92,44,17,57,11,32,91,23,13,6,8
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Seniorensociëteit De Legerdiek,0664::SB13,,1133,467,3,2,0,0,0,431,41,0,0,0,0,0,0,472,93,40,62,51,13,96,8,16,39,22,18,3,6
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Serviceflat De Horst,0664::SB14,,1141,674,0,0,0,0,2,585,87,0,0,0,0,0,0,674,95,57,104,37,204,38,12,38,50,10,14,5,10
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Emergis,0664::SB15,,1346,735,0,0,0,0,2,651,82,0,0,0,0,0,0,735,119,68,145,50,43,76,21,52,75,43,20,10,13
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Amicitia,0664::SB16,,1318,794,2,2,0,0,0,717,82,0,1,0,1,0,0,799,120,100,122,70,77,94,24,44,73,35,13,10,12
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis het Wilhelminahuis,0664::SB17,,1354,813,3,0,0,1,0,717,100,0,0,0,1,0,0,817,237,75,113,65,54,53,13,38,90,26,23,7,19
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Kattendijke,0664::SB18,,455,276,0,0,0,0,0,257,19,0,0,0,0,0,0,276,34,27,40,41,12,19,11,15,43,19,7,5,3
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis de Griffioen,0664::SB19,,1727,976,1,1,0,0,0,864,114,0,0,0,0,0,0,978,146,78,159,89,149,135,28,44,75,40,20,4,9
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Dorpshuis Heer Hendrikhuis,0664::SB20,,915,587,1,0,0,0,0,511,77,0,0,0,0,0,0,588,96,59,124,49,73,43,11,20,55,21,6,9,21
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Zorgcentrum Poelwijck,0664::SB21,,1333,667,1,1,0,0,0,600,69,0,0,0,0,0,0,669,86,67,118,58,37,89,27,52,64,41,10,9,9
,Goes,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Serviceflat de Schakel,0664::SB22,,1445,771,3,2,0,2,0,679,95,0,0,2,0,0,0,774,125,91,139,65,41,101,19,45,69,40,15,6,15
