contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Caumerbron,0917::SB17,,2334,1169,1,7,0,0,1,1067,111,0,0,0,2,0,0,1179,251,174,60,70,345,47,88,69,44,8,11,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Vitalis Parc Imstenrade,0917::SB18,,1783,726,4,3,0,0,0,644,89,0,0,0,0,0,0,733,71,169,137,48,103,19,94,33,29,11,10,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Tobias,0917::SB19,,1737,873,2,3,0,0,0,798,80,0,0,0,0,0,0,878,78,143,117,95,159,52,126,35,30,10,23,5
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkgebouw stg. buurtbeheer Molenberg,0917::SB22,,2146,808,1,5,0,0,0,721,93,0,0,0,0,0,0,814,206,77,41,44,260,31,54,36,39,14,6,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Verpleeghuis Bergweide,0917::SB23,,922,367,1,0,0,0,0,324,43,0,0,1,0,0,0,367,61,90,21,21,98,5,31,13,13,7,4,3
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Schaesbergerveld,0917::SB25,,1792,543,4,1,0,0,0,479,68,0,0,1,0,0,0,547,134,56,31,35,153,13,49,28,28,7,9,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 't Leiehoes,0917::SB26,,1146,472,2,1,0,0,0,423,51,0,0,1,0,0,0,474,140,35,18,39,158,11,14,22,19,8,8,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Scouting St. Jan Baptist,0917::SB27,,1161,349,2,0,0,0,0,312,39,0,0,0,0,0,0,351,120,25,5,25,111,4,11,22,18,6,2,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum De Regenboog,0917::SB29,,943,391,2,1,0,0,0,355,39,0,0,0,0,0,0,394,85,73,31,17,114,12,17,20,17,3,2,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 't Juphuis,0917::SB30,,1267,501,5,0,0,0,2,460,44,0,0,0,0,0,0,506,121,35,31,31,160,24,24,35,20,15,5,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kinderopvang Humanitas,0917::SB31,,1172,359,3,1,0,0,0,325,38,0,0,0,0,0,0,363,90,31,9,30,111,13,29,18,20,4,3,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Op den Dreek,0917::SB32,,1235,520,1,1,0,0,0,480,42,0,0,0,0,0,0,522,129,42,27,36,177,18,34,24,6,12,12,3
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Frans Postma,0917::SB33,,1429,539,0,3,0,0,2,460,80,0,0,0,0,0,0,542,191,43,44,30,132,7,22,14,23,9,24,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ouderencentrum Hooghendael,0917::SB34,,1141,399,1,3,0,0,0,364,38,0,0,1,0,0,0,402,95,61,14,22,105,5,33,22,11,2,27,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Ter Eyck,0917::SB35,,2169,1010,3,4,0,0,2,902,113,0,0,0,0,0,0,1017,263,161,64,61,240,13,53,77,32,8,38,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Windekind,0917::SB36,,2025,1021,5,3,0,0,0,917,113,0,0,0,1,0,0,1030,111,176,159,114,183,43,142,25,32,14,21,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sporthal Varenbeuk,0917::SB37,,1194,371,1,4,0,0,1,351,23,0,0,1,0,0,0,375,138,25,16,36,96,5,16,11,14,4,10,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Koekoek,0917::SB38,,1574,452,1,0,0,0,0,387,66,0,0,0,0,0,0,453,143,36,16,26,142,8,28,22,16,4,7,4
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Buurtcentrum 't Heitje,0917::SB39,,1743,564,3,0,0,0,0,499,68,0,0,0,0,0,0,567,205,38,13,45,169,14,21,26,18,11,4,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Heksenberg,0917::SB42,,1700,796,0,4,0,0,0,712,89,0,0,0,1,0,0,801,226,99,47,57,217,18,45,30,19,13,23,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ouderencentrum Vogelsanck,0917::SB43,,1250,280,0,0,0,0,0,258,22,0,0,0,0,0,0,280,69,45,4,15,85,1,6,37,6,0,12,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Laurier,0917::SB44,,1105,370,1,2,0,0,0,328,45,0,0,0,0,0,0,373,136,47,20,20,103,4,3,18,7,7,2,3
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Basisschool De Piramide,  Zeswegen",0917::SB45,,940,400,2,2,0,0,0,363,41,0,0,0,0,0,0,404,120,22,12,28,152,9,17,13,17,7,3,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Mijn Spoor,0917::SB46,,1909,622,1,1,0,0,0,551,73,0,0,0,0,0,0,624,205,35,24,48,204,8,25,30,24,10,8,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool De Windwijzer,0917::SB47,,1820,799,2,3,0,0,2,691,111,0,0,0,0,0,0,804,115,120,73,68,216,35,79,19,28,34,9,3
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Brede School SAM SAM,0917::SB48,,1757,502,0,3,0,0,0,440,63,0,0,2,0,0,0,503,133,46,43,35,141,13,37,14,22,10,7,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Broeklandcollege,0917::SB101,,1692,680,7,2,0,0,1,614,74,0,0,0,0,0,0,689,180,91,45,38,191,20,32,50,16,6,9,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Buurtcentrum de Koffiepot,0917::SB104,,1373,721,2,0,0,0,0,634,89,0,0,0,0,0,0,723,203,81,36,50,213,17,33,34,25,10,15,4
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool nieuw Lotbroek,0917::SB106,,1973,609,0,1,0,0,0,539,72,0,0,0,1,0,0,611,196,69,31,38,146,19,35,31,13,10,21,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Multifunctioneel Centrum Gebrook,0917::SB107,,1878,697,0,0,0,0,0,603,96,0,0,0,2,0,0,699,194,81,52,47,182,22,41,30,21,4,23,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool de Vlieger,0917::SB109,,1992,723,3,4,0,0,0,635,96,0,0,0,1,0,0,731,190,81,52,42,214,16,40,43,20,11,12,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ouderencentrum Weijenberg,0917::SB112,,1830,710,2,1,0,0,0,645,68,0,0,0,0,0,0,713,148,115,47,58,169,29,39,47,28,11,19,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Mariarade,0917::SB114,,1864,751,2,4,0,0,0,665,92,0,0,0,0,0,0,757,156,114,75,63,181,26,51,38,20,13,14,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool De Mheyster,0917::SB115,,1616,481,1,2,0,0,0,433,51,0,0,0,0,0,0,484,90,92,23,31,136,11,29,23,20,10,15,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ouderencentrum Butting Inn,0917::SB116,,1486,598,3,0,0,0,0,530,71,0,0,0,0,0,0,601,179,59,41,35,181,11,18,32,23,8,9,2
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Pius, Adalante  (mobiel stembureau)",0917::SB200,,0,29,0,0,0,0,0,24,5,0,0,0,0,0,0,29,2,4,3,3,5,1,2,1,2,2,4,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Atrium, Hollehof, Mondriaan (mobiel stembureau)",0917::SB201,,0,109,1,1,0,0,0,104,7,0,0,0,0,0,0,111,16,19,7,14,23,4,11,6,4,2,3,0
