contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Humanitas,0164::SB20,7552 DN,1693,905,6,7,0,0,0,834,84,0,0,0,0,0,0,918,196,113,105,91,157,122,23,40,0,23,14,21
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Praktijkonderwijs 't Genseler,0164::SB21,7552 AH,815,339,1,0,0,0,0,308,32,0,0,0,0,0,0,340,45,36,38,35,84,38,11,17,1,8,3,23
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau MFA/Brede School Berflo Es,0164::SB22,7552 VG,556,174,0,1,0,0,0,162,13,0,0,0,0,0,0,175,22,25,5,25,47,21,6,11,2,5,2,3
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Nivon-Centrum Hengelo,0164::SB23,7553 LB,1544,711,7,4,0,0,0,660,62,0,0,0,0,0,0,722,109,86,70,132,163,45,18,34,3,21,7,23
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ontmoetingsruimte Berflohoes,0164::SB24,7553 LG,1706,659,1,8,0,0,0,612,56,0,0,0,0,0,0,668,86,74,55,84,183,72,24,29,3,20,9,20
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau ROC van Twente,0164::SB25,7553 VZ,1562,694,2,4,0,0,0,629,71,0,0,0,0,0,0,700,97,79,76,64,144,96,32,41,0,12,14,39
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Buurtcentrum 't Lansink,0164::SB26,7553 BS,1625,859,2,2,0,0,0,780,83,0,0,0,0,0,0,863,103,132,90,68,221,119,14,38,4,18,17,35
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Daltonschool Locatie Breemars,0164::SB27,7553 HW,1354,564,0,3,0,0,0,530,37,0,0,0,0,0,0,567,69,57,55,93,147,60,13,18,1,16,10,25
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Oelerschool,0164::SB28,7554 RK,246,143,0,0,0,0,0,123,20,0,0,0,0,0,0,143,58,14,25,13,8,5,3,11,0,3,2,1
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Bleek,0164::SB29,7554 PR,802,451,1,0,0,0,0,383,69,0,0,0,0,0,0,452,204,29,66,45,38,19,3,13,5,15,8,6
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Daltonschool Locatie Vöcker,0164::SB30,7555 KA,1373,799,1,1,0,0,0,730,71,0,0,0,0,0,0,801,114,109,114,92,140,115,16,42,7,22,12,16
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ontmoetingsruimte Vertierkwartier,0164::SB31,7555 DS,1530,723,1,2,0,0,2,663,61,0,0,0,0,0,0,726,115,93,64,94,174,78,23,21,10,33,1,17
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ontmoetingsruimte Vertierkwartier,0164::SB32,7555 DS,1501,499,2,0,0,0,0,459,42,0,0,0,0,0,0,501,71,67,63,52,119,65,6,12,1,14,8,21
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Daltonschool 't Schöppert,0164::SB33,7558 DJ,1528,828,3,5,0,0,0,746,88,0,0,2,0,0,0,834,166,93,137,59,113,127,27,38,2,30,11,25
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Thaborkerk,0164::SB34,7558 BA,870,487,2,1,0,0,0,444,46,0,0,0,0,0,0,490,107,56,35,52,97,53,19,25,6,18,7,12
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Timp,0164::SB35,7558 LA,1523,854,2,3,0,0,0,787,72,0,0,0,0,0,0,859,140,89,103,96,153,104,55,50,8,32,5,19
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool 't Eimink,0164::SB36,7558 LA,1218,571,2,0,0,0,0,506,67,0,0,0,0,0,0,573,128,60,68,50,100,81,20,18,1,20,8,17
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Peuterspeelzaal Hasseler Hummeltje,0164::SB37,7558 WV,1622,775,1,0,0,0,0,695,81,0,0,0,0,0,0,776,140,79,83,75,146,115,29,43,2,23,14,26
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Borgh,0164::SB38,7558 WV,1775,760,1,1,0,0,0,661,101,0,0,0,0,0,0,762,110,87,65,87,132,110,55,40,9,23,12,30
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wooncentrum 't Voskamp,0164::SB39,7558 EX,1166,607,5,3,0,0,0,555,60,0,0,0,0,0,0,615,147,84,39,48,127,53,26,38,5,19,5,16
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Telgenkamp,0164::SB40,7559 AR,1765,948,1,3,0,0,0,843,109,0,0,0,0,0,0,952,192,103,132,120,122,131,37,46,5,30,9,21
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Telgenkamp,0164::SB41,7559 NB,1869,847,3,1,0,0,1,746,104,0,0,0,0,0,0,851,155,92,171,86,105,124,16,46,4,16,15,17
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool Europaschool,0164::SB42,7559 NN,1822,998,2,1,0,0,2,881,118,0,0,0,0,0,0,1001,161,128,179,103,116,183,19,51,1,18,19,20
,Hengelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Daltonschool De Rank,0164::SB43,7559 HR,1839,786,0,0,0,0,0,705,81,0,0,0,0,0,0,786,162,59,181,68,84,127,29,35,3,11,6,21
