contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkaccommodatie 'De Kameleon',0957::SB16,6045 VA,916,318,4,0,0,0,0,289,33,0,0,0,0,0,0,322,71,33,6,18,45,1,15,5,15,87,6,16
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zaal de Ster,0957::SB17,6042 JK,1082,704,5,0,0,0,0,634,75,0,0,0,0,0,0,709,89,119,65,36,113,60,68,18,17,108,8,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool 'De Balans',0957::SB18,6043 RV,1498,436,0,0,0,0,0,400,35,0,0,1,0,1,0,435,86,44,33,26,67,21,39,15,20,71,6,8
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkgebouw Tegelarijveld,0957::SB19,6042 XW,1068,390,1,1,0,0,0,355,40,0,3,0,3,0,0,395,92,60,6,12,66,19,24,12,9,84,5,1
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau 't Brikkenhoes,0957::SB20,6042 GZ,1370,588,2,4,0,0,0,546,48,0,0,0,0,0,0,594,72,141,65,35,60,28,68,21,7,87,4,0
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,"Stembureau Basisschool ""Leeve""",0957::SB21,6041 BE,878,443,0,1,0,1,0,384,61,0,0,0,1,0,0,445,89,87,35,17,38,14,36,9,13,95,7,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 'De Duup',0957::SB22,6042 LB,751,318,2,0,0,0,0,283,37,0,0,0,0,0,0,320,51,52,20,8,26,15,12,5,15,106,3,5
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkgebouw 'De Vlonder',0957::SB23,6043 WD,1105,578,2,3,0,0,0,521,62,0,0,0,0,0,0,583,116,54,39,55,82,40,52,19,12,94,11,4
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkaccommodatie 'Herteheym',0957::SB24,6049 AK,1369,727,0,1,0,0,1,651,76,0,0,0,0,0,0,728,61,137,118,36,76,66,102,10,18,90,10,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Café Zaal de Schuur,0957::SB25,6049 EB,1317,692,4,0,0,1,0,589,106,0,0,1,0,0,0,695,93,117,125,38,60,33,96,14,15,93,6,2
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Hubertus,0957::SB26,6049 HS,1270,585,4,1,0,0,0,521,68,0,0,1,0,1,0,589,68,109,79,41,59,36,52,19,17,97,7,1
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum 'St. Jan Baptist',0957::SB27,6071 JJ,1204,403,1,5,0,0,0,376,33,0,0,0,0,0,0,409,94,70,29,24,57,21,24,21,15,39,6,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kinderdagopvang 'Kiekeboe',0957::SB28,6071 BP,1458,629,1,0,0,0,0,561,69,0,0,0,0,0,0,630,142,82,30,54,130,34,47,24,16,47,10,13
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 'De Robijn',0957::SB29,6071 VX,890,564,1,2,0,2,1,512,56,0,0,0,2,0,0,569,105,95,69,23,91,20,43,36,8,38,12,24
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Restaurant 'Maaszicht',0957::SB30,6071 NW,215,142,0,0,0,0,1,116,25,0,0,0,0,0,0,142,10,35,27,1,19,6,11,4,6,21,1,1
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 'de Kamp',0957::SB31,6071 AL,794,411,3,0,0,0,0,388,26,0,0,0,0,0,0,414,67,78,47,29,49,27,40,20,8,38,2,6
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Eetcafé 'De Mert',0957::SB32,6071 JD,1308,513,9,0,0,0,0,461,61,0,0,0,0,0,0,522,73,100,56,30,79,32,67,11,9,42,10,4
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Eetcafé  'Aod Maerum',0957::SB33,6049 GB,1332,446,5,1,0,0,0,404,47,0,0,1,0,1,0,451,68,87,53,17,43,33,39,7,5,86,5,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zalencentrum 'De Donderie',0957::SB34,6043 JA,1076,404,0,0,0,0,0,363,41,0,0,0,0,0,0,404,73,49,24,18,57,31,38,19,15,73,5,2
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool 'Neel',0957::SB35,6042 NG,893,381,1,0,0,0,0,340,42,0,0,0,0,0,0,382,24,81,60,29,28,24,52,8,9,62,2,2
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ontmoetingscentrum 'Het Jeugdgebouw,0957::SB36,6041 KG,1072,311,1,2,0,0,0,282,32,0,0,0,0,0,0,314,60,37,31,14,43,18,36,11,11,45,4,1
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sportcentrum Swalmen,0957::SB37,6071 TV,1031,323,3,3,0,0,0,295,34,0,0,0,0,0,0,329,50,46,21,18,43,5,36,21,4,54,7,18
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stadskantoor,0957::SB38,6041 TG,756,207,1,0,0,0,0,191,17,0,0,0,0,0,0,208,40,29,21,10,17,12,17,8,9,39,5,0
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Mobiel stembureau,0957::SB39,,23,194,0,1,0,0,0,181,14,0,0,0,0,0,0,195,12,40,17,22,23,26,26,3,5,17,3,0
