contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dienstencentrum De Terp,0193::SB25,8022 BG,1350,605,10,2,0,0,0,589,28,0,0,0,0,0,0,617,51,78,60,40,101,69,95,55,9,11,6,30
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Geb. Muz. Ver. De Bazuin,0193::SB26,8022 RK,1321,573,2,0,0,0,0,535,40,0,0,0,0,0,0,575,51,84,39,51,92,65,95,37,12,15,6,26
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Oosterenk,0193::SB27,8023 DJ,1217,934,2,2,0,0,1,858,79,0,0,0,0,0,0,938,110,140,148,30,66,217,80,84,6,12,10,31
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Bestevaer 1,0193::SB28,8023 TP,1206,705,2,1,0,0,0,665,43,0,0,0,0,0,0,708,77,99,73,76,90,71,101,59,8,13,8,30
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sportservice Zwolle,0193::SB29,8023 BL,1059,645,1,0,0,0,0,596,50,0,0,0,0,0,0,646,100,91,105,25,72,104,69,48,0,6,5,20
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sportcampus De Pelikaan,0193::SB30,8034 PK,1002,596,1,0,0,0,0,501,96,0,0,0,0,0,0,597,130,30,153,23,22,62,75,23,47,6,10,15
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Berkumstede,0193::SB31,8024 CS,1583,1005,1,3,0,1,0,914,96,0,0,0,1,0,0,1010,244,112,145,47,60,108,172,41,15,33,6,22
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum De Weijenbelt,0193::SB32,8024 BZ,1591,1073,2,2,0,0,1,979,97,0,0,0,0,0,0,1077,250,110,148,63,66,145,169,32,20,26,15,29
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kulturhus Wijthmen,0193::SB33,8026 PS,902,459,2,0,0,0,0,413,48,0,0,0,0,0,0,461,183,22,60,26,36,28,55,22,4,16,3,4
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Westenhage,0193::SB34,8042 AD,1456,726,2,1,0,0,0,653,76,0,0,0,0,0,0,729,167,74,69,72,64,56,127,27,23,18,16,13
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Ridderspoor,0193::SB35,8042 HM,1335,843,0,2,0,0,0,756,89,0,0,0,0,0,0,845,143,127,90,52,127,95,109,38,15,13,9,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Schatkamer,0193::SB36,8043 VL,1829,768,1,2,0,1,0,685,87,0,0,0,1,0,0,772,64,78,136,56,72,123,111,70,10,14,11,23
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum S.I.O.,0193::SB37,8014 AZ,1650,1086,6,1,0,2,0,999,96,0,0,0,2,0,0,1095,157,156,96,66,143,115,185,71,33,23,9,32
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Expertisecentrum Adapt,0193::SB38,8014 GM,1713,915,3,1,0,0,0,837,82,0,0,0,0,0,0,919,120,141,72,44,96,132,164,73,9,28,12,24
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Marshof,0193::SB39,8014 LA,1316,685,2,1,0,1,0,619,68,0,0,1,0,0,0,687,69,87,62,57,109,87,118,38,6,21,6,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Speellokaal De Marshof,0193::SB40,8014 LA,1228,568,0,0,0,1,0,506,63,0,0,0,1,0,0,569,72,71,55,42,56,77,105,39,6,18,7,20
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis De Molenkamp,0193::SB41,8015 PM,501,284,0,0,0,0,0,255,29,0,0,0,0,0,0,284,60,35,35,20,31,23,44,17,1,9,3,6
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Siggels,0193::SB42,8014 BK,1434,614,2,0,0,0,0,558,58,0,0,0,0,0,0,616,56,67,55,55,94,61,147,32,9,19,5,14
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Windesheim Hogeschool,0193::SB43,8017 CA,1345,800,4,1,0,0,1,718,86,0,0,0,0,0,0,805,122,136,82,18,65,145,98,76,8,20,13,17
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Ark,0193::SB44,8016 AX,1595,989,2,1,0,0,0,909,83,0,0,0,0,0,0,992,102,150,123,70,123,145,149,63,6,33,14,11
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Koningskerk,0193::SB45,8016 ET,1504,656,2,0,0,0,0,592,66,0,0,0,0,0,0,658,80,87,60,50,72,71,124,44,17,24,11,16
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Ichthus,0193::SB46,8017 AZ,1656,945,4,0,0,0,0,839,110,0,0,0,0,0,0,949,147,145,101,56,76,155,151,58,12,13,9,22
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum De Kievitsbloem,0193::SB47,8014 XP,1657,931,0,0,0,0,1,864,66,0,0,0,0,0,0,931,128,142,89,103,124,110,103,41,17,38,14,22
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau IJsselheem locatie Werkeren,0193::SB48,8043 LK,1664,868,3,1,0,0,0,791,81,0,0,0,0,0,0,872,100,119,116,64,99,111,132,63,10,27,8,19
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Krullevaar,0193::SB49,8043 EA,1587,614,1,0,0,0,0,556,58,0,0,1,0,1,0,614,53,99,84,48,71,64,111,31,15,16,9,13
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School IJsselhof,0193::SB50,8015 BX,1578,894,3,0,0,1,0,805,91,0,0,1,0,0,0,896,98,119,107,61,83,150,144,50,5,31,24,22
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Phoenix,0193::SB51,8017 PA,1481,942,3,0,0,0,0,838,107,0,0,0,0,0,0,945,145,140,114,68,106,135,109,65,7,27,4,22
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau IJsselbolder,0193::SB52,8016 AX,1300,733,1,0,0,0,0,672,62,0,0,0,0,0,0,734,100,93,74,44,85,113,93,61,5,19,8,38
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Disloc. De Zevensprong,0193::SB53,8043 EA,1623,851,4,1,0,2,0,777,81,0,0,0,2,0,0,858,96,111,126,53,87,116,146,55,11,20,11,19
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stedelijk Museum,0193::SB54,8011 ML,1482,703,7,0,0,0,0,667,43,0,0,0,0,0,0,710,58,107,112,28,62,145,62,79,1,14,10,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stadskantoor,0193::SB55,8017 JZ,867,696,3,0,0,0,0,636,63,0,0,0,0,0,0,699,85,107,87,33,68,137,67,59,4,16,11,22
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Het Zonnehuis,0193::SB56,8043 WB,1386,739,3,4,0,0,0,642,104,0,0,0,0,0,0,746,106,98,116,44,55,106,133,27,10,13,13,18
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School Hilal,0193::SB57,8031 VA,1515,338,2,1,0,0,0,305,36,0,0,0,0,0,0,341,34,45,24,41,46,36,56,15,15,5,4,17
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Het Anker,0193::SB58,8042 GC,1425,614,1,0,0,0,0,558,57,0,0,0,0,0,0,615,105,80,65,39,50,72,127,30,7,16,9,14
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gymzaal van Het Mozaïek,0193::SB59,8012 XG,1412,722,0,3,0,0,0,669,56,0,0,0,0,0,0,725,51,123,77,35,83,129,99,67,6,13,11,28
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Strandhuis Milligerplas,0193::SB60,8043 ND,1156,587,2,2,0,0,0,532,59,0,0,0,0,0,0,591,56,87,105,42,76,76,76,26,4,15,8,16
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Octopus,0193::SB61,8016 GB,1426,843,1,0,0,0,0,781,65,0,0,0,2,2,0,846,83,132,112,37,103,122,114,64,11,29,11,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Klokbeker,0193::SB62,8014 BK,1563,748,2,1,0,2,0,682,67,0,0,2,0,0,0,749,85,96,82,47,82,108,126,59,5,21,11,26
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum De Vlasakkers,0193::SB63,8022 PZ,1301,445,4,1,0,0,0,413,37,0,0,0,0,0,0,450,25,53,39,58,79,63,58,38,7,8,3,14
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Bestevaer 2,0193::SB64,8023 XT,1184,325,0,0,0,0,0,296,29,0,0,0,0,0,0,325,38,44,37,20,37,32,56,32,7,5,3,14
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Wendakker,0193::SB65,8043 VW,1591,749,0,0,0,0,0,681,68,0,0,0,0,0,0,749,68,96,132,35,75,128,145,30,9,10,6,15
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sportpark De Verbinding,0193::SB66,8044 PG,1428,462,0,0,0,1,0,402,59,0,0,1,0,0,0,461,72,57,65,37,43,66,71,15,7,9,5,15
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau NS Station,0193::SB67,,0,568,2,0,0,0,1,546,23,0,0,0,0,0,0,570,32,95,56,11,55,120,76,76,9,3,11,24
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Mobiel Stembureau,0193::SB68,8017 JZ,0,126,0,0,0,0,1,116,9,0,0,0,0,0,0,126,21,24,25,7,8,14,16,5,2,0,0,4
