contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Staringstraat 1",0344::SB16,3532 VM,3084,1389,7,3,0,0,0,1308,91,0,0,0,0,0,0,1399,141,209,45,430,43,258,128,25,7,7,83,2,8,2,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Louis Couperusstraat 85",0344::SB18,3532 CX,1254,736,2,1,1,0,0,738,2,0,0,0,1,0,0,740,70,99,25,237,22,139,51,30,3,6,49,0,2,2,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Laan van Nieuw-Guinea 20",0344::SB19,3531 JJ,1776,1079,8,3,0,0,0,1000,89,0,0,1,0,1,0,1089,113,165,35,256,51,234,93,25,3,13,82,2,2,5,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Vleutenseweg 515",0344::SB20,3532 HK,2655,1104,3,1,0,1,0,1033,76,0,0,0,1,0,0,1109,102,124,57,259,92,173,127,55,10,16,82,0,1,4,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Eben-Haezer Victor Hugoplantsoen 33,0344::SB22,3533 CJ,1516,707,1,4,0,0,0,627,85,0,0,0,0,0,0,712,101,106,42,157,34,114,76,20,4,11,37,1,4,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymzaal, Franz Schubertstraat 20",0344::SB23,3533 GW,1475,1452,7,1,0,0,0,1312,148,0,0,0,0,0,0,1460,213,220,78,446,30,267,83,28,9,13,58,3,3,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau De Wartburg, Kennedylaan 16,",0344::SB24,3533 KJ,1059,453,0,6,0,0,0,424,36,0,1,0,1,0,0,460,70,39,58,98,31,44,49,16,6,12,25,0,4,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Park Welgelegen Leidseweg 132-213,0344::SB25,3533 HD,1299,659,0,0,0,0,0,605,54,0,0,0,0,0,0,659,87,106,62,161,29,68,47,28,4,17,45,1,4,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Oranjekapel, A'damsestrwg 441 A",0344::SB26,3553 EA,1663,921,1,2,0,7,0,889,42,0,0,0,7,0,0,931,83,94,56,251,56,156,89,40,3,7,82,1,2,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, St.-Bonifaciusstraat 8",0344::SB27,3553 SR,1577,510,1,1,0,0,0,466,46,0,0,0,0,0,0,512,60,68,32,109,61,71,45,16,1,12,29,1,3,1,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Buurthuis, St.-Ludgerusstr 251",0344::SB28,3553 SX,1300,727,1,1,0,0,0,668,61,0,0,0,0,0,0,729,77,78,42,164,77,115,84,23,4,15,44,0,3,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Bisschopsplein 8",0344::SB29,3553 SK,1568,582,1,0,0,0,0,545,38,0,0,0,0,0,0,583,51,74,28,125,77,76,68,22,3,9,37,3,6,3,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Plesmanlaan 21",0344::SB30,3555 AM,1332,545,2,1,0,0,2,495,51,0,0,0,0,0,0,548,43,67,25,88,122,45,85,15,3,16,23,0,10,1,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Vorstelijk Compl. Pr. Beatrixlaan 2,0344::SB31,3554 JK,3011,952,3,4,0,3,0,880,82,0,0,0,3,0,0,962,88,129,78,197,84,120,94,55,9,29,60,0,5,2,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymlokaal, Prof.H.Bavinckstraat 3",0344::SB32,3555 GS,1804,654,4,1,0,0,0,594,65,0,0,0,0,0,0,659,94,68,46,113,92,50,93,23,4,32,28,3,4,0,4
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymlokaal, Prinses Margrietstr. 124",0344::SB34,3554 JL,3054,658,4,3,0,0,0,593,63,0,0,9,0,0,0,656,54,77,30,143,81,97,81,42,2,15,29,1,1,2,3
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Bibliotheek, Zwanenvechtlaan 4",0344::SB35,3554 GJ,1351,788,8,4,0,0,0,713,87,0,0,0,0,0,0,800,69,132,27,148,86,101,111,32,3,12,58,3,2,2,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Van Hoornekade 6",0344::SB36,3554 AW,1566,564,2,0,0,0,0,520,46,0,0,0,0,0,0,566,52,69,35,120,66,76,61,32,4,8,36,0,3,0,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymzaal,  Amsterdamsestraatweg 3",0344::SB38,3513 AA,3025,1369,4,8,0,0,2,1276,103,0,0,0,0,0,0,1381,164,169,52,437,65,226,125,16,4,14,91,3,2,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Hogeschool Utrecht, Oudenoord 700",0344::SB40,3513 EX,2948,987,3,3,0,1,1,937,54,0,0,1,0,0,0,992,136,109,35,298,58,148,87,25,2,10,71,2,3,2,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Buurthuis, 2e Daalsedijk 2 BS",0344::SB41,3551 EJ,1402,587,3,2,0,0,0,543,47,0,0,2,0,2,0,590,55,82,16,199,21,95,54,16,1,2,43,1,1,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau WSC Noordwest, Amsterdamsestrw. 283",0344::SB42,3551 DJ,1682,852,7,1,0,0,2,804,53,0,0,1,0,0,0,859,74,104,42,239,85,120,87,29,3,17,49,0,3,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymzaal, Opzoomerstraat 1",0344::SB43,3551 BP,1434,507,3,2,0,0,0,480,34,0,2,0,2,0,0,514,49,56,23,104,60,91,56,12,0,9,42,0,3,2,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymlokaal, Laan van Chartroise 166",0344::SB44,3552 EZ,2476,859,7,1,0,0,0,787,80,0,0,0,0,0,0,867,61,91,44,190,110,132,119,40,5,11,48,1,1,3,3
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Kerkcentrum, Boerhaaveplein 199",0344::SB45,3552 CT,1482,485,5,3,1,0,0,457,37,0,0,0,1,0,0,494,30,54,28,90,81,59,74,33,2,9,23,0,1,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Het Vechthuis, Jagerskade 13-15",0344::SB47,3552 TL,1164,491,2,2,0,0,0,448,48,0,1,0,1,0,0,496,44,65,10,127,70,69,48,10,4,8,34,0,0,1,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Sportzaal, Rhonedreef 40",0344::SB49,3561 VA,1832,665,0,2,0,0,0,623,44,0,0,0,0,0,0,667,55,64,59,112,41,93,47,136,9,8,37,0,1,0,3
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Bibliotheek, Gloriantdreef 1",0344::SB50,3562 KW,2260,1067,5,2,0,0,0,993,81,0,0,0,0,0,0,1074,102,135,77,207,119,94,157,60,5,37,67,2,1,1,3
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymlokaal, Winterboeidreef 8",0344::SB52,3561 HX,1579,719,3,0,0,0,0,648,74,0,0,0,0,0,0,722,46,84,53,163,41,136,75,71,5,16,25,1,0,1,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Activiteitencentr., Vulcanusdrf 47",0344::SB54,3561 CB,1366,468,0,2,0,1,0,419,50,0,0,1,0,0,0,469,27,55,17,66,104,45,91,8,8,16,27,2,2,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Sint Rafael Kerk, Lichtenberchdr. 4",0344::SB55,3562 RD,3122,635,14,5,0,0,0,565,89,0,0,0,0,0,0,654,34,90,61,97,113,55,98,28,5,19,24,3,6,1,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Seniorencomplex, Dommeringdreef 60",0344::SB56,3562 AL,1826,501,5,5,0,0,0,472,38,0,0,1,0,1,0,510,35,63,47,63,91,37,80,16,13,24,21,2,6,0,3
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Zorgcentrum , Perudreef 8",0344::SB58,3563 VA,2913,785,2,5,0,2,1,710,83,0,0,0,2,0,0,794,54,94,84,118,97,87,145,23,8,28,39,0,5,0,3
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Huis aan de Vecht, C. Ricadreef 9",0344::SB60,3563 TA,1933,675,3,4,0,0,0,606,77,0,1,0,1,0,0,683,38,93,53,76,107,85,108,34,3,35,38,1,3,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Verpleeghuis,  Indusdreef 5",0344::SB63,3564 GV,2745,789,3,9,0,1,0,736,66,0,0,0,1,0,0,802,70,101,85,86,118,59,171,35,1,28,24,0,5,2,4
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Buurthuis De Boog, Gambiadreef 60",0344::SB64,3564 ES,1809,503,3,4,0,0,0,451,60,1,0,0,1,0,0,511,17,81,40,86,63,40,102,25,7,12,24,1,2,3,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Ramsesdreef 190",0344::SB65,3564 CL,2115,537,3,3,0,0,0,478,65,0,0,0,0,0,0,543,56,72,49,76,90,33,82,30,2,17,23,0,5,2,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Stichting S.W.K., Draaiweg 51",0344::SB67,3515 EJ,3455,1507,9,4,0,0,1,1405,114,0,0,0,0,0,0,1520,215,178,53,447,46,289,128,34,2,8,89,5,5,6,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Sportschool, Willem  Arntszkade 5",0344::SB69,3515 AG,1528,927,1,2,0,0,0,885,45,0,0,0,0,0,0,930,133,106,34,277,34,167,73,27,5,7,62,0,1,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Griftsteede, Van Swindenstraat 129",0344::SB70,3514 XR,1370,918,5,9,1,0,0,850,81,0,0,1,0,0,0,931,90,145,37,274,21,187,65,33,1,4,55,1,4,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymzaal, M.v.Reedestr. 4",0344::SB71,3515 XJ,1260,866,4,1,0,0,0,795,76,0,0,0,0,0,0,871,109,88,29,260,21,202,76,15,2,10,52,0,0,0,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Buurthuis, Samuel v. Houtenstraat 1",0344::SB73,3515 EA,2669,1282,8,5,1,0,1,1205,90,0,0,0,1,0,0,1296,103,155,53,286,52,274,169,61,12,10,94,0,5,3,5
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau ZIMIHC theater Wittevrouwen,0344::SB74,3572 SP,1524,1081,6,4,0,0,0,1005,86,0,0,0,0,0,0,1091,154,146,52,300,21,217,103,10,13,5,59,0,1,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Wijkbureau,  F.C. Dondersstraat 1",0344::SB75,3572 JA,2482,1168,4,2,0,0,0,1071,103,0,0,0,0,0,0,1174,223,140,39,373,20,166,78,25,6,11,76,3,2,2,4
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Poortstraat 73 (ing Bladst)",0344::SB76,3572 HD,1733,1497,5,0,0,3,0,1376,123,0,0,3,0,0,0,1499,189,210,70,481,28,288,109,29,1,7,78,1,6,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School Wittevr., Oude Kerkstr. 2a",0344::SB77,3572 TJ,1486,710,2,1,0,0,0,650,63,0,0,0,0,0,0,713,123,71,29,260,8,130,30,17,2,3,37,0,0,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Smijerslaan 2",0344::SB78,3572 LP,1227,607,4,3,0,0,2,564,48,0,0,0,0,0,0,614,101,88,28,184,11,105,35,9,1,6,34,2,0,2,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Nw Bleyenburg, Jan v. Galenstraat 6",0344::SB79,3572 LA,1281,759,5,0,0,0,2,707,55,0,0,0,0,0,0,764,71,139,61,145,26,126,103,24,2,9,47,1,4,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau RK Kerk, W.d.Zwijgerplantsoen 19",0344::SB80,3571 VK,1187,1094,2,1,0,1,0,984,114,0,0,0,1,0,0,1098,178,165,72,323,17,181,60,42,3,8,37,1,5,1,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Marnix Academie, Vogelsanglaan 1",0344::SB81,3571 ZM,1399,767,6,2,0,0,0,717,58,0,0,0,0,0,0,775,106,99,73,198,35,113,54,38,4,12,30,0,4,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gebouw Brandweer, Sartreweg 11",0344::SB82,3573 PW,1049,674,3,1,0,0,0,640,38,0,0,0,0,0,0,678,74,97,53,134,44,119,73,9,2,18,43,1,3,3,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Ché Guevarastraat 15",0344::SB83,3573 BK,1345,811,1,4,0,0,0,754,64,0,2,0,2,0,0,818,97,139,39,198,52,139,70,10,4,7,50,0,4,0,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Zorgcentrum, Winklerln 365",0344::SB84,3571 KE,1232,712,2,1,0,7,0,676,46,0,0,0,7,0,0,722,89,94,104,158,34,101,54,29,5,12,26,1,3,0,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Zorgcentrum, Eykmanlaan 72",0344::SB85,3571 JV,1225,763,1,3,0,2,0,694,75,0,0,0,2,0,0,769,112,116,61,204,22,110,47,27,0,16,42,1,4,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Prof. van Bemmelenlaan 34",0344::SB86,3571 EN,1139,837,2,0,0,0,0,746,93,0,0,0,0,0,0,839,135,153,46,273,16,125,24,22,0,7,34,1,0,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Krammstate,  C.Krammlaan 2",0344::SB87,3571 AX,1438,669,14,0,0,0,0,649,34,0,0,0,0,0,0,683,54,92,36,178,22,153,59,18,3,5,44,2,1,2,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Parnassos, Kruisstraat 201",0344::SB88,3581 GK,1220,869,7,3,0,0,0,805,65,0,0,9,0,9,0,870,90,97,47,257,28,172,86,23,2,5,58,0,3,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Kruisdwarsstraat 6",0344::SB89,3581 GL,1357,749,0,1,0,1,1,712,38,0,0,0,1,0,0,751,130,100,27,237,16,133,41,13,0,4,44,0,1,1,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymzaal, Schoolplein 6",0344::SB90,3581 PX,1073,823,3,1,0,0,0,767,60,0,0,0,0,0,0,827,151,104,35,274,16,145,61,10,1,4,20,0,1,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Podium Oost, Oudwkr.dwstr.148",0344::SB91,3581 LJ,2778,1717,5,3,0,0,0,1581,144,0,0,0,0,0,0,1725,256,195,77,509,44,306,122,40,10,19,124,2,9,3,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Homeruslaan 40",0344::SB93,3581 MJ,1262,952,8,7,0,0,1,893,73,0,0,0,0,0,0,967,141,110,33,306,30,178,76,22,3,5,45,0,0,3,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Voormalig schoolgebouw, Alkhof 55",0344::SB94,3582 AX,1790,895,6,3,0,0,0,847,57,0,0,0,0,0,0,904,115,91,43,287,32,150,72,11,4,9,72,5,1,2,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Buurthuis, Keerkringplein 40",0344::SB95,3582 PL,1458,634,0,1,0,0,3,572,60,0,0,0,0,0,0,635,69,59,31,162,85,110,58,10,1,6,38,0,2,2,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gymzaal, BF Andreaeln 9",0344::SB96,3582 KA,2945,1347,6,3,0,2,0,1282,76,0,0,0,2,0,0,1358,132,152,52,427,52,275,122,26,6,15,74,3,1,8,2
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Zorgcentrum, Burg F Andreaelaan 100",0344::SB98,3582 KD,1298,656,0,1,0,1,0,602,56,0,0,0,1,0,0,658,98,78,65,169,35,79,48,18,7,18,36,1,2,1,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gebouw Rode Kruis, Koningsweg 2",0344::SB99,3582 GE,1159,678,4,1,0,0,0,626,57,0,0,0,0,0,0,683,64,76,35,156,40,127,100,19,2,4,48,1,5,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Frans Halsstraat 22 A",0344::SB100,3583 BP,1531,1318,0,0,0,0,0,1178,140,0,0,0,0,0,0,1318,235,179,62,361,30,191,131,33,3,11,80,0,1,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Revalidatie Centrum Rembrandtkd 10,0344::SB101,3583 TM,1410,739,3,1,0,0,0,673,70,0,0,0,0,0,0,743,99,97,30,209,9,148,69,21,2,2,49,2,1,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau School, Jan Muschlaan 24",0344::SB103,3584 GV,2011,993,3,1,0,0,0,904,94,0,1,0,1,0,0,998,192,109,53,344,13,155,47,16,2,11,43,0,7,1,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau University College, Maupertuuspln 1",0344::SB104,3584 EE,1094,445,3,0,0,0,0,402,46,0,0,0,0,0,0,448,99,58,16,130,19,79,11,15,1,3,14,0,0,0,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Fac. Comm. en Journ. Padualaan 99,0344::SB105,3581 CH,806,504,2,4,0,0,0,492,18,0,0,0,0,0,0,510,44,56,14,163,9,109,43,13,3,1,45,0,3,0,1
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Zorgcentrum, Saffierlaan 10",0344::SB106,3523 RC,1647,880,0,2,0,0,0,812,70,0,0,0,0,0,0,882,100,115,49,225,27,157,102,27,3,7,59,2,2,1,4
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Buurthuis Het Bokkie, Elandplein 25",0344::SB107,3523 SX,1423,543,1,0,0,0,0,495,49,0,0,0,0,0,0,544,39,76,23,163,28,93,63,18,2,6,30,0,0,2,0
,Utrecht,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Sporthal , Verlengde Hoogr. weg 203",0344::SB109,3523 KJ,1726,884,3,3,0,1,0,798,93,0,0,0,1,0,0,891,99,118,56,266,42,143,85,16,2,17,36,0,2,1,1
