contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Het Enkhuis,0150::SB20,,2759,1029,5,6,0,0,0,932,108,0,0,0,0,0,0,1040,63,257,82,92,129,165,22,130,5,32,7,45
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Paladijn,0150::SB23,,1979,926,3,2,0,0,0,847,84,0,0,0,0,0,0,931,46,267,44,72,132,150,14,110,3,24,10,54
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Speeltuin De Driehoek,0150::SB25,,1693,729,2,2,1,0,0,704,28,0,0,1,0,0,0,732,53,147,45,79,106,117,37,74,4,24,6,37
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool De Kleine Planeet,0150::SB26,,1076,340,1,1,0,0,0,317,25,0,0,0,0,0,0,342,17,71,32,42,47,42,12,33,5,15,2,22
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woon- en zorgcentrum De Bloemendal,0150::SB30,,1434,692,1,1,0,0,6,658,30,0,0,0,0,0,0,694,89,150,70,72,101,76,29,32,1,38,12,22
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Thomas Wildey,0150::SB31,,1158,607,2,0,0,0,2,549,58,0,0,0,0,0,0,609,63,128,86,50,68,90,8,50,3,25,9,27
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Borgloschool Groenewold,0150::SB32,,1267,553,4,2,0,0,0,524,35,0,0,0,0,0,0,559,54,94,53,59,112,44,25,39,7,39,6,21
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Bejaardencentrum Ludgerus,0150::SB40,,1910,819,3,2,0,0,0,761,63,0,0,0,0,0,0,824,129,148,100,97,99,101,24,23,4,47,7,40
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woon- en zorgcentrum Humanitas,0150::SB42,,1134,500,1,6,0,0,0,458,49,0,0,0,0,0,0,507,63,126,33,50,90,58,16,17,1,24,7,15
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Kroon,0150::SB43,,1587,589,5,2,0,0,2,529,65,0,0,0,0,0,0,596,44,140,43,95,99,57,23,35,5,25,3,20
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Finse Hof,0150::SB45,,1622,606,2,4,0,0,0,564,48,0,0,0,0,0,0,612,52,114,31,100,116,70,23,38,2,23,13,24
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sint Jozef Verpleeghuis,0150::SB47,,1224,624,0,0,0,0,0,558,66,0,0,0,0,0,0,624,73,106,106,34,62,120,20,55,2,24,7,15
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Speeltuin Rivierenwijk,0150::SB50,,1185,240,0,3,0,0,0,215,28,0,0,0,0,0,0,243,5,100,7,46,27,15,8,13,1,6,1,11
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Huis van de Wijk,0150::SB52,,1505,575,3,6,0,0,0,526,58,0,0,0,0,0,0,584,27,247,34,54,74,60,31,22,3,7,2,14
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Saxion Hogeschool IJselland,0150::SB53,,874,477,1,1,0,0,2,432,45,0,0,0,0,0,0,479,22,98,40,34,42,125,14,67,3,3,14,15
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Buurthuis Wijk 16,0150::SB61,,1132,556,0,2,0,0,0,510,48,0,0,0,0,0,0,558,40,101,107,62,73,68,19,30,0,29,4,23
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau PW Janssen Verpleeghuis,0150::SB70,,1474,668,3,3,0,0,0,626,48,0,0,0,0,0,0,674,61,98,65,66,110,90,29,45,1,56,13,34
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Leeuwenkuil,0150::SB71,,1632,462,2,2,0,0,0,434,32,0,0,0,0,0,0,466,31,80,39,48,87,67,30,36,3,22,3,16
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Leeuwenkuil,0150::SB72,,1574,965,5,5,0,0,0,862,113,0,0,0,0,0,0,975,54,162,92,110,154,130,79,81,4,42,18,39
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau SV Colmschate,0150::SB73,,1720,587,0,0,0,0,0,524,63,0,0,0,0,0,0,587,56,93,99,31,78,114,18,40,4,21,18,15
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Ulebelt,0150::SB74,,1545,721,1,0,1,0,0,632,91,0,0,0,1,0,0,723,73,122,92,42,91,131,33,57,4,37,11,28
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Openbare basisschool De Wiz@rd,0150::SB75,,1505,1220,1,1,0,2,0,1098,126,0,0,0,2,0,0,1224,94,171,225,75,136,262,58,88,7,46,23,35
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gezondheidscentrum Spikvoorde,0150::SB76,,2317,980,2,8,0,0,0,872,118,0,0,0,0,0,0,990,78,188,181,97,98,161,32,61,3,23,26,32
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Sam & Pluk,0150::SB77,,1275,500,4,1,0,0,0,445,60,0,0,0,0,0,0,505,36,109,91,37,53,95,18,27,4,9,6,15
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Deventer Ziekenhuis,0150::SB78,,1,421,0,1,0,0,0,381,41,0,0,0,0,0,0,422,41,71,60,23,53,93,12,31,1,14,6,16
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Huize Salland,0150::SB80,,1328,667,4,3,0,0,0,603,71,0,0,0,0,0,0,674,109,79,134,28,52,132,20,34,0,45,12,22
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool Het Roessink,0150::SB82,,1627,772,1,2,0,0,0,714,63,0,2,0,2,0,0,777,76,127,96,108,110,104,28,34,11,38,19,21
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau JCB Wereldwijzer,0150::SB83,,1480,669,3,2,0,3,0,615,56,0,0,3,0,0,0,671,53,122,74,68,102,105,45,27,5,48,11,9
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Restaurant 't Hof van Colmschate,0150::SB84,,1311,735,2,1,0,0,0,666,72,0,0,0,0,0,0,738,87,125,98,42,105,107,24,60,6,46,15,20
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gebouw voetbalvereniging Helios,0150::SB85,,1750,778,1,0,0,0,2,707,70,0,0,0,0,0,0,779,84,117,123,93,98,109,31,34,4,44,16,25
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Bej.centrum 't Dijkhuis,0150::SB88,,1887,1099,2,2,0,0,0,1012,91,0,0,0,0,0,0,1103,232,108,308,60,74,166,34,37,4,29,26,21
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Looschool,0150::SB89,,749,387,0,0,1,0,0,358,30,0,0,0,1,0,0,388,102,24,117,22,13,54,9,10,1,12,13,10
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cultuurhuus Braakhekke,0150::SB90,,1736,942,2,2,0,0,0,882,64,0,0,0,0,0,0,946,157,123,226,53,78,155,13,49,3,39,31,15
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum Park Braband,0150::SB91,,1864,975,1,2,0,0,0,879,99,0,0,0,0,0,0,978,211,106,202,49,64,189,34,56,4,26,12,22
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum Sparrenheuvel,0150::SB92,,1737,1037,2,2,0,0,0,959,82,0,0,0,0,0,0,1041,142,166,193,56,108,187,36,61,3,37,15,33
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Koerkamp,0150::SB93,,1108,638,0,0,0,0,0,578,60,0,0,0,0,0,0,638,285,72,76,23,34,59,12,34,1,12,17,13
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hof van Salland,0150::SB94,,1696,1146,2,3,0,0,0,1064,87,0,0,0,0,0,0,1151,178,141,247,47,75,261,19,93,2,32,14,37
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Restaurant Nunu,0150::SB95,,431,271,0,0,0,0,1,237,33,0,0,0,0,0,0,271,102,19,60,7,14,31,7,14,1,2,9,5
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Ons Centrum,0150::SB96,,376,232,0,0,0,0,0,211,21,0,0,0,0,0,0,232,80,16,36,15,23,20,11,7,2,8,5,9
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Brasserie De Lindeboom,0150::SB97,,1772,1102,4,3,0,0,0,1008,101,0,0,0,0,0,0,1109,212,173,189,70,123,170,39,53,1,24,24,24
