contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Katholieke basisschool De Oase,0518::SB120,,2412,1194,2,2,0,11,0,1085,100,0,2,13,0,0,0,1185,201,113,188,120,135,209,77,25,3,41,76,2,2,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Tuincentrum Onings,0518::SB122,,2144,1034,2,0,0,0,0,955,84,0,0,0,3,0,0,1039,200,119,133,90,87,169,68,24,4,50,82,1,1,6
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Centrum de Geest,0518::SB125,,1582,593,1,2,0,0,0,525,73,0,0,0,2,0,0,598,41,62,146,43,89,71,25,16,6,34,50,0,1,9
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijndaelercentrum Florence,0518::SB126,,1315,615,8,4,0,0,1,580,46,0,0,0,0,0,0,627,105,55,114,85,73,67,25,9,2,44,28,2,3,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woon- zorgcentrum Tabitha,0518::SB127,,2023,1129,4,2,0,0,0,1048,88,0,0,0,1,0,0,1136,241,94,212,151,99,122,38,34,10,62,57,3,3,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verzorgingshuis Loosduinse Hof,0518::SB128,,1485,672,5,2,1,0,0,608,72,0,0,0,1,0,0,680,47,66,202,65,89,71,25,17,2,31,52,2,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Serviceflat Dekkershaghe,0518::SB131,,290,337,1,0,0,0,0,318,20,0,0,0,0,0,0,338,73,31,50,60,20,36,19,7,0,19,18,1,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Bokkefort,0518::SB132,,980,374,0,1,0,0,0,339,36,0,0,0,0,0,0,375,37,58,92,27,58,34,19,3,1,22,16,2,0,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Middin, AC Waldeck",0518::SB134,,1037,230,1,1,0,0,0,206,26,0,0,0,0,0,0,232,24,16,73,23,30,25,12,4,0,5,16,0,2,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Eshof,0518::SB135,,635,366,3,0,0,0,0,325,44,0,0,0,0,0,0,369,50,31,83,33,57,48,12,11,2,15,18,4,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Eiland,0518::SB136,,1813,590,1,3,0,0,0,538,57,0,1,0,1,0,0,595,74,44,179,53,74,56,14,9,1,59,21,1,1,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Florence Dekkersduin,0518::SB137,,772,320,2,2,0,0,0,302,23,0,0,0,1,0,0,325,90,33,27,26,16,64,20,4,0,11,27,0,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De La Reyschool,0518::SB202,,2183,531,5,7,0,2,0,468,73,0,0,2,0,0,0,541,48,85,110,41,55,79,40,22,6,18,22,2,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Gelderlandschool,0518::SB204,,1058,253,0,3,0,0,0,227,29,0,0,0,0,0,0,256,17,25,72,18,46,29,11,10,3,9,11,1,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau R.K. Rosabasisschool,0518::SB205,,1756,430,2,4,0,0,0,387,49,0,0,0,0,0,0,436,44,46,90,22,43,59,30,28,14,10,36,4,3,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Middin Steinmetz de Compaan,0518::SB206,,3468,866,3,3,0,0,0,763,107,0,0,2,0,0,0,870,72,90,284,50,106,90,43,19,6,33,65,0,3,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS Het Galjoen,0518::SB209,,1776,442,4,2,0,0,0,395,54,0,0,0,1,0,0,449,52,95,48,28,60,89,20,6,3,14,15,6,2,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Musicon,0518::SB211,,1062,534,3,0,0,0,0,486,51,0,0,0,0,0,0,537,64,59,119,28,63,73,42,25,1,13,40,4,3,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Gelderlandschool,0518::SB212,,2413,705,2,1,0,4,0,630,82,0,0,0,4,0,0,712,58,85,205,45,91,72,40,21,10,22,47,4,3,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Andre Castens Sportzaal,0518::SB213,,2508,777,2,2,0,0,0,662,119,0,0,0,0,0,0,781,88,75,256,48,68,81,44,13,8,32,56,1,2,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau CBS de Ark,0518::SB215,,1636,674,1,2,0,0,0,623,55,0,0,0,1,0,0,678,54,63,197,41,87,81,28,21,3,46,50,2,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Daltonbasisschool Helen Parkhurst,0518::SB216,,1290,442,1,1,0,0,0,400,44,0,0,0,0,0,0,444,46,38,115,30,56,57,27,14,4,24,28,0,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. Basisschool Leyenburg,0518::SB218,,1054,513,4,1,0,0,0,466,52,0,0,0,0,0,0,518,50,62,105,43,75,59,20,20,6,46,21,3,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau WoonZorgPark Swaenesteijn,0518::SB219,,2751,1120,3,5,0,0,0,1010,119,0,1,0,1,0,0,1129,142,142,216,114,118,141,45,35,10,73,73,2,0,9
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau WoonZorgPark Swaenehove,0518::SB221,,2028,786,4,3,0,0,1,713,78,0,0,1,0,0,0,792,86,104,186,88,92,73,27,33,4,45,43,2,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Bouwlust,0518::SB225,,1902,388,3,4,0,0,0,323,72,0,0,0,0,0,0,395,27,65,68,20,75,63,15,6,4,15,25,4,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau R.K. Basisschool de Zuidwester,0518::SB227,,1464,414,3,6,1,0,0,386,38,0,0,0,1,0,0,424,31,70,83,49,71,47,7,12,5,22,14,0,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verpleeghuis De Lozerhof,0518::SB228,,2205,566,1,5,0,0,0,514,58,0,0,0,0,0,0,572,29,55,192,69,75,44,16,8,3,40,33,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Florence Gulden Huis,0518::SB230,,1113,416,2,4,0,0,0,378,45,0,0,0,1,0,1,423,27,50,115,36,62,50,8,11,3,33,20,1,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Centrum Carel van den Oever,0518::SB231,,1455,370,3,3,0,0,0,333,43,0,0,0,0,0,0,376,28,65,61,36,73,46,15,5,4,22,14,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau SBO de Springplank,0518::SB232,,2369,693,2,6,0,0,0,603,98,0,0,0,0,0,0,701,67,88,162,76,91,95,17,17,5,31,34,7,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Blokpoelschool,0518::SB234,,2214,488,3,4,0,0,0,425,70,0,0,0,0,0,0,495,40,73,121,53,60,64,19,4,2,29,22,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verpleeghuis Vrederust-West,0518::SB235,,1688,540,3,7,0,0,0,485,65,0,0,0,0,0,0,550,51,93,97,79,69,51,21,24,7,26,17,1,2,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Parkoers Stichting VTV,0518::SB236,,2096,295,1,1,0,0,0,286,11,0,0,0,0,0,0,297,24,35,82,29,36,26,5,12,1,19,23,0,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadsdeelkantoor Escamp,0518::SB239,,791,546,7,5,0,0,1,499,58,0,0,0,0,0,0,558,68,92,96,33,100,76,25,12,2,12,26,0,0,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau EBS Tamar,0518::SB241,,1167,277,2,1,0,0,0,243,37,0,0,0,0,0,0,280,9,46,82,18,32,35,7,4,1,18,21,0,1,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ontmoetingscentrum Morgenstond,0518::SB242,,1261,279,2,1,0,0,26,256,0,0,0,0,0,0,0,282,36,56,58,13,36,46,10,6,1,9,8,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau R.K. Basisschool de Krullevaar,0518::SB243,,1340,480,2,1,0,0,0,407,76,0,0,0,0,0,0,483,54,75,98,37,55,71,20,21,2,21,24,1,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau AC Sparring - Gemiva SVG Groep,0518::SB244,,618,132,0,1,0,0,0,122,11,0,0,0,0,0,0,133,5,18,37,12,18,12,8,1,1,15,4,1,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Middin,0518::SB245,,1656,356,2,2,0,0,0,333,27,0,0,0,0,0,0,360,33,50,75,35,52,36,13,10,5,15,29,1,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Mondriaan Onderwijsgroep,0518::SB246,,3299,1014,4,9,0,2,0,895,134,0,0,0,2,0,0,1029,122,121,251,78,110,120,53,24,13,57,59,1,0,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Kleine Wereld,0518::SB251,,3851,739,6,7,0,1,0,681,70,0,0,1,0,0,0,751,62,102,194,33,108,99,39,32,5,18,37,4,2,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Moerwijk,0518::SB254,,1020,288,2,1,0,7,0,298,0,0,0,0,7,0,0,298,15,41,70,21,61,25,10,10,0,14,18,1,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum CoornhertCentrum,0518::SB258,,2327,470,9,7,0,0,0,436,49,0,0,1,0,1,0,485,27,71,126,41,74,53,9,8,2,22,29,1,1,6
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Jongerenruimte Wijkcentrum Moerwijk,0518::SB259,,1305,403,0,4,0,0,0,370,37,0,0,0,0,0,0,407,33,65,95,15,77,45,17,9,7,25,15,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verzorgingshuis De Waterhof,0518::SB261,,1230,304,1,2,0,0,0,278,29,0,0,0,0,0,0,307,25,52,74,30,28,39,10,6,1,18,18,2,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Maria Montessorischool,0518::SB262,,1051,460,1,0,0,0,0,385,76,0,0,0,0,0,0,461,139,39,67,41,19,98,24,9,3,10,11,0,0,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Openbare Daltonschool De Vijver,0518::SB264,,1250,377,0,0,0,0,0,312,65,0,0,0,0,0,0,377,85,42,90,28,30,65,9,6,2,8,10,0,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau R.K. Basisschool De Fontein,0518::SB265,,2976,1169,0,5,0,4,0,979,199,0,0,0,4,0,0,1178,315,95,241,109,88,198,26,15,4,27,38,1,7,5
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau WZH Hoge Veld,0518::SB268,,1767,428,0,2,0,4,0,389,45,0,0,0,4,0,0,434,79,57,97,33,48,60,15,3,2,21,9,2,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool de Gantel,0518::SB270,,2339,1068,0,2,0,0,0,912,155,0,0,3,0,3,0,1067,296,121,149,130,54,161,45,20,10,30,44,4,1,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Openbare Daltonschool de Vijver,0518::SB271,,1101,489,0,3,0,0,0,413,79,0,0,0,0,0,0,492,108,58,106,36,28,96,15,7,1,11,18,1,2,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Middin Guntersteinweg,0518::SB272,,1755,347,3,0,0,0,0,312,38,0,0,0,0,0,0,350,26,53,76,17,47,49,9,18,0,18,30,2,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Cor-Emousschool,0518::SB273,,1087,214,1,3,0,0,0,195,23,0,0,0,0,0,0,218,18,25,39,16,39,27,9,9,2,11,18,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Anemaschool,0518::SB274,,1342,296,4,3,0,0,0,272,31,0,0,0,0,0,0,303,16,40,66,15,48,50,17,11,1,14,16,0,1,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Roemer Visscher College,0518::SB275,,983,227,1,2,2,0,0,209,19,0,0,2,0,0,0,228,16,29,59,16,36,22,8,10,0,20,9,1,1,0
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Keus Genoeg,0518::SB276,,1018,323,1,1,1,3,0,301,20,0,0,4,0,0,0,321,33,31,92,27,49,33,7,6,2,22,17,0,1,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Interstate Dansstudio,0518::SB277,,3160,882,0,2,0,3,0,771,116,0,0,0,3,0,0,887,139,92,248,77,81,101,27,17,4,50,36,2,2,6
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Haga Ziekenhuis,0518::SB278,,0,386,0,1,0,1,0,355,33,0,0,0,1,0,0,388,43,61,58,30,42,59,26,6,5,22,33,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorghuis Dr. W. Drees,0518::SB301,,1201,723,9,2,0,0,0,664,70,0,0,0,0,0,0,734,145,97,70,57,41,167,47,6,6,35,48,0,3,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkvereniging de Kruin,0518::SB302,,1578,856,3,2,0,0,0,781,81,0,0,0,1,0,0,862,98,118,99,47,94,159,115,24,5,20,67,0,3,7
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Klimop,0518::SB303,,1336,522,3,0,0,0,0,450,75,0,0,0,0,0,0,525,43,80,77,13,74,89,69,10,2,17,46,0,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Bonte Vlinder,0518::SB304,,1390,563,0,1,0,1,59,504,0,0,0,1,0,0,0,563,86,75,49,39,56,120,72,9,3,13,38,0,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Eltheto,0518::SB305,,1013,461,0,0,0,0,0,414,47,0,0,0,0,0,0,461,74,63,46,19,51,104,50,17,4,11,19,0,1,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS De Zonnebloem,0518::SB307,,948,677,0,3,0,0,0,620,60,0,0,0,0,0,0,680,191,90,52,40,38,128,71,6,1,17,42,0,0,1
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum De Hyacint,0518::SB308,,2249,1135,5,6,0,0,0,1060,98,0,0,0,12,0,0,1158,198,145,142,89,93,193,88,42,9,40,82,1,2,11
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Chr. College De Populier,0518::SB310,,1420,785,3,0,1,0,0,731,58,0,0,0,1,0,0,789,123,81,80,75,71,181,72,15,7,19,54,1,2,4
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau OBS Houtrust,0518::SB311,,1140,712,3,0,0,0,0,644,71,0,0,0,0,0,0,715,204,69,41,44,47,166,52,19,0,22,44,1,0,3
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nutsschool Laan van Poot,0518::SB313,,1384,971,3,0,0,0,2,883,89,0,0,0,0,0,0,974,374,102,57,66,24,207,50,21,10,22,35,1,0,2
's-Gravenhage,'s-Gravenhage,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verzorgingshuis Huize Eykenburg,0518::SB314,,1749,807,2,2,1,0,0,743,69,0,0,0,1,0,0,812,152,98,92,78,61,143,67,18,6,27,55,2,4,4
