contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Dorpskerk,1581::SB11,3953 MH,917,569,0,0,0,0,0,516,54,0,1,0,1,0,0,570,144,34,85,85,60,25,22,12,59,10,19,1,10,1,2
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Kerk De Ark,1581::SB12,3951 LC,1168,489,0,1,0,0,0,445,45,0,0,0,0,0,0,490,144,36,67,75,40,13,31,13,24,15,28,1,1,1,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Twee Marken,1581::SB13,3951 CR,1160,1135,1,1,0,0,1,1134,2,0,0,0,0,0,0,1137,250,116,181,239,75,55,64,37,25,23,54,0,12,4,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Buitenlust,1581::SB14,3958 CA,1262,800,0,2,0,0,0,721,81,0,0,0,0,0,0,802,185,57,122,131,49,54,57,35,69,8,25,0,7,0,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Sporthal De Ploeg,1581::SB15,3958 GR,1586,832,5,1,0,0,0,751,88,0,0,0,1,0,1,839,148,61,105,77,113,21,107,76,52,32,26,1,7,2,4
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Ridderhof,1581::SB16,3958 DC,1351,736,1,4,0,0,1,676,64,0,0,0,0,0,0,741,122,48,128,102,71,25,79,57,45,15,34,1,7,1,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Buurthucht,1581::SB17,3959 AM,996,639,1,0,0,2,0,550,88,0,0,2,0,0,0,638,58,12,99,23,57,6,20,55,270,10,21,0,4,2,2
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Michaëlhuis,1581::SB18,3956 BW,1524,928,5,1,0,3,2,868,67,0,0,0,3,0,0,937,157,53,181,117,96,33,64,38,123,30,27,2,6,0,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Meander,1581::SB19,3956 EW,1406,592,0,1,0,0,0,536,57,0,0,0,0,0,0,593,115,32,100,107,43,36,45,30,39,15,26,1,3,0,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Schermerij,1581::SB20,3956 HA,1330,752,3,4,0,0,0,698,61,0,0,0,0,0,0,759,168,64,126,93,81,43,62,13,35,22,38,0,5,0,2
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau De Binder,1581::SB21,3956 ED,1364,879,4,2,0,0,0,790,95,0,0,0,0,0,0,885,168,67,135,120,100,44,77,29,42,34,43,0,17,1,2
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Cultuurhuis Pléiade,1581::SB22,3941 HV,1656,1249,2,4,0,0,3,1102,150,0,0,0,0,0,0,1255,314,90,167,215,56,91,77,45,86,33,56,5,12,1,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Het Zonnehuis,1581::SB23,3941 RB,1606,836,1,6,0,0,3,721,119,0,0,0,0,0,0,843,240,61,98,139,56,59,48,20,52,26,33,0,2,2,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Sporthal Steinheim,1581::SB24,3941 MB,1723,822,2,1,0,1,0,748,78,0,0,0,1,0,0,826,129,64,93,126,103,40,93,42,63,32,31,2,1,2,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Huize Beatrix,1581::SB25,3941 ZE,1550,1057,2,0,0,2,0,953,110,0,2,0,4,0,0,1063,310,75,132,182,83,53,68,31,40,19,51,1,11,0,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Park Boswijk,1581::SB26,3941 AA,1267,542,0,0,0,0,0,490,52,0,0,0,0,0,0,542,133,44,62,97,45,42,36,16,28,11,20,1,5,0,2
