contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,OPA,JEZUS LEEFT
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Syncope,0034::SB51,,2750,1024,3,4,0,5,1,903,132,0,0,0,5,0,0,1036,194,100,145,93,111,170,17,53,3,67,66,4,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Vedelaar,0034::SB52,,1527,555,1,0,0,0,0,497,59,0,0,0,0,0,0,556,72,73,95,28,71,93,7,32,1,46,32,4,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,"Stembureau De Toonladder, gebouw De Concertmeester",0034::SB53,,1539,844,1,5,0,0,0,768,82,0,0,0,0,0,0,850,134,87,151,76,91,117,39,29,3,63,39,13,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Buurtlokaal De Dop,0034::SB54,,1974,636,0,2,0,0,0,572,66,0,0,0,0,0,0,638,92,66,160,44,70,65,35,22,6,32,38,1,5
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Albatros,0034::SB55,,2778,1222,4,4,0,0,0,1069,161,0,0,0,0,0,0,1230,241,106,190,87,139,188,34,56,8,72,80,19,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Bommelstein,0034::SB56,,1910,833,3,0,0,0,0,760,76,0,0,0,0,0,0,836,142,84,132,83,95,134,35,36,0,36,44,9,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Olijfboom/ 't Zonnewiel,0034::SB57,,1168,602,1,0,0,0,0,521,82,0,0,0,0,0,0,603,107,63,99,57,79,94,23,37,1,15,20,6,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Buurtcentrum Het Forum,0034::SB59,,1437,619,1,3,0,0,0,571,52,0,0,0,0,0,0,623,60,66,114,46,99,84,20,22,12,44,42,9,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Bombardon,0034::SB60,,1544,702,3,4,0,0,0,631,78,0,0,0,0,0,0,709,137,82,86,76,75,111,33,26,3,33,35,5,0
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Filmwijkcentrum,0034::SB61,,3002,1212,5,4,0,0,0,1102,119,0,0,0,0,0,0,1221,230,139,198,85,160,139,54,59,4,71,62,9,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Aurora I,0034::SB62,,1787,761,4,8,0,0,0,699,74,0,0,0,0,0,0,773,116,78,142,61,64,111,46,47,1,35,55,4,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Dependance School de Kraanvogel,0034::SB63,,1355,474,2,0,0,0,0,422,54,0,0,0,0,0,0,476,70,41,105,34,66,63,22,23,5,20,19,5,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Stichting Stad & Natuur,0034::SB64,,1210,750,1,0,0,0,0,639,112,0,0,0,0,0,0,751,310,24,74,94,17,81,6,55,8,32,41,8,0
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Kraanvogel,0034::SB65,,2016,802,3,1,0,0,0,714,92,0,0,0,0,0,0,806,183,69,114,81,61,137,20,59,5,38,28,4,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Arte College,0034::SB66,,1775,619,3,0,0,0,0,564,58,0,0,0,0,0,0,622,147,83,67,35,69,118,23,20,4,8,43,0,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Omnibus,0034::SB69,,1202,624,1,0,0,1,0,545,79,0,0,1,0,0,0,624,180,48,87,67,35,118,7,17,0,34,25,5,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Letterland,0034::SB70,,1356,457,2,3,0,1,0,402,61,0,0,0,1,0,0,463,69,55,82,29,60,77,13,30,3,14,20,5,0
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Het Palet,0034::SB71,,2973,1040,3,2,0,0,0,925,121,0,1,0,1,0,0,1046,146,94,197,74,148,147,37,41,6,64,79,7,0
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Optimist,0034::SB72,,2862,764,4,3,0,0,0,680,91,0,0,0,0,0,0,771,128,74,143,63,86,119,30,27,3,46,37,5,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School de Archipel I,0034::SB73,,1928,500,7,5,0,0,0,449,63,0,0,0,0,0,0,512,96,44,107,26,58,85,4,22,1,25,26,2,4
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School de Egelantier,0034::SB74,,2609,755,2,5,0,0,0,661,101,0,0,0,0,0,0,762,127,76,158,50,85,109,29,17,4,45,42,5,8
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Brede school Het Meesterwerk,0034::SB76,,1322,456,3,2,0,0,0,403,58,0,0,0,0,0,0,461,71,49,85,25,47,81,19,22,6,26,21,2,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Archipel II,0034::SB77,,2091,755,2,1,0,1,0,659,98,0,0,1,0,0,0,757,160,90,128,42,91,118,13,27,5,27,44,7,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Buurtontmoetingscentrum Het Boegbeeld,0034::SB78,,2691,840,1,3,0,0,0,765,79,0,0,0,0,0,0,844,156,91,153,61,125,136,20,30,5,27,22,9,5
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Gebouw De Compositie,0034::SB79,,1000,454,0,0,0,0,0,398,56,0,0,0,0,0,0,454,126,28,83,41,49,66,19,16,2,8,13,0,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Het Avontuur,0034::SB80,,1740,699,3,2,0,0,0,617,87,0,0,0,0,0,0,704,135,73,119,54,101,104,18,28,1,28,28,5,5
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Buurthuis De Cartoon,0034::SB81,,1361,563,1,2,0,0,0,487,79,0,0,0,0,0,0,566,142,41,79,47,54,81,13,35,0,36,27,6,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Windwijzer,0034::SB82,,2796,1069,2,5,0,0,0,927,149,0,0,0,0,0,0,1076,372,86,143,93,65,166,23,27,4,28,53,6,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Het Kristal,0034::SB83,,1557,353,1,0,0,0,0,317,37,0,0,0,0,0,0,354,45,34,81,23,64,39,15,12,4,11,18,6,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Flevoziekenhuis,0034::SB84,,928,625,5,1,0,0,0,564,67,0,0,0,0,0,0,631,99,57,120,41,88,96,12,28,4,45,22,12,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Panta Rhei,0034::SB85,,994,658,2,3,0,0,0,603,59,0,0,1,0,1,0,662,108,50,130,53,94,70,27,29,3,38,48,6,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Kerkcentrum Goede Rede,0034::SB86,,2487,960,3,1,0,0,0,875,89,0,0,0,0,0,0,964,113,87,239,81,150,79,18,44,2,86,51,7,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Dukdalf,0034::SB89,,1334,435,0,2,0,0,0,360,77,0,0,0,0,0,0,437,74,55,80,35,59,60,26,13,2,11,18,1,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Gezondheidscentrum Archipel,0034::SB91,,1397,471,1,4,0,0,0,421,54,0,0,1,0,1,0,475,53,45,84,39,52,79,17,18,3,44,27,7,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Aurora II,0034::SB92,,1758,688,3,0,0,0,0,612,79,0,0,0,0,0,0,691,122,65,102,49,86,107,36,33,0,41,38,2,7
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Dependance School De Optimist,0034::SB93,,1220,392,1,1,0,0,0,346,48,0,0,0,0,0,0,394,66,35,72,40,56,48,14,14,1,28,16,2,0
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School De Architect,0034::SB95,,2304,781,7,5,1,0,0,717,75,0,0,1,0,0,0,792,90,78,184,43,110,101,18,31,8,56,55,4,3
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Restaurant De Waterlinie,0034::SB96,,1606,630,3,3,2,0,0,552,82,0,0,2,0,0,0,634,227,48,85,49,32,116,9,26,0,12,22,3,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Station NS Almere Muziekwijk,0034::SB97,,0,628,0,2,0,1,0,588,43,0,0,0,1,0,0,631,70,111,79,57,74,86,23,43,0,42,33,8,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Portocabin Station NS Almere Centrum,0034::SB98,,0,1222,7,5,0,0,1,1138,95,0,0,0,0,0,0,1234,167,159,169,78,160,215,38,85,3,54,83,9,2
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Gezondheidscentrum Castrovalva,0034::SB102,,1421,546,1,3,0,0,0,487,63,0,0,0,0,0,0,550,81,77,101,49,65,71,20,19,3,33,22,5,0
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau School Polygoon,0034::SB105,,2380,947,3,5,0,6,0,864,97,0,0,0,6,0,0,961,152,145,112,63,107,171,16,86,6,38,43,7,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Activiteitencentrum Wierdendok,0034::SB109,,2645,886,0,1,0,0,0,782,106,0,1,0,1,0,0,888,167,82,160,57,96,115,7,59,0,63,73,6,1
,Almere,PS2015_Flevoland,Provinciale Staten Flevoland 2015,,Flevoland,2015-03-18,Stembureau Gebiedskantoor Poort,0034::SB111,,1725,374,0,4,0,0,0,337,41,0,0,0,0,0,0,378,85,54,64,20,39,57,12,13,0,11,18,1,0
