contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis 't Schanshuus,0056::SB11,9842 PE,363,229,0,0,0,0,0,213,16,0,0,0,0,0,0,229,17,31,33,46,14,8,42,8,5,4,9,9,1,2,0,0,0,0,0
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Meeden,0056::SB12,9831 RD,757,536,0,3,0,0,0,497,42,0,0,0,0,0,0,539,61,46,48,85,36,30,136,24,15,20,6,20,0,1,6,1,0,0,1
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau 't Hoge Hof,0056::SB13,9831 RZ,952,542,5,2,0,0,0,519,31,0,0,0,1,0,0,550,47,27,71,123,33,40,109,30,12,14,12,13,0,0,1,1,1,0,8
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Den Ham,0056::SB14,9833 PB,206,115,2,0,0,0,0,111,6,0,0,0,0,0,0,117,9,13,16,32,1,7,14,6,0,5,0,11,0,1,0,0,0,0,0
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Hornhuis,0056::SB15,9832 PD,337,203,0,1,0,0,0,176,28,0,0,0,0,0,0,204,20,24,22,40,15,13,18,28,2,7,2,4,0,2,1,5,0,0,0
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Humsterland,0056::SB16,9883 PE,1098,690,3,1,0,0,0,637,57,0,0,0,0,0,0,694,57,49,92,112,35,44,211,16,16,10,8,27,0,2,1,0,2,2,6
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Eisseshof,0056::SB17,9884 PC,196,144,0,0,0,0,0,131,13,0,0,0,0,0,0,144,14,9,17,30,6,2,22,19,0,7,2,11,0,0,1,0,0,0,4
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Heralmahuus,0056::SB18,9886 PG,128,83,0,0,0,0,0,77,6,0,0,0,0,0,0,83,22,11,10,11,0,3,10,7,1,2,1,4,0,0,1,0,0,0,0
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis De Vrijwilliger,0056::SB19,9885 PC,154,116,1,2,0,0,0,107,12,0,0,0,0,0,0,119,2,13,11,46,5,5,16,4,6,0,0,7,0,0,1,0,0,0,0
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Steak- en Partyhouse André Dokter,0056::SB20,9805 TD,1229,1041,0,1,0,0,0,939,103,0,0,0,0,0,0,1042,121,105,94,168,132,27,234,63,18,24,12,29,0,2,5,1,4,0,2
