contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau School Zuiderbreedte,0118::SB11,,1408,705,0,1,0,0,0,653,53,0,0,0,0,0,0,706,72,34,177,98,105,31,84,27,19,27,23,8
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau De Goede Herderkerk,ingang Lomanln",0118::SB12,,1459,745,2,5,0,0,0,707,45,0,0,0,0,0,0,752,75,41,201,86,107,43,104,20,29,17,15,7
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Maranatha kerk,0118::SB13,,1377,536,1,1,0,0,0,478,60,0,0,0,0,0,0,538,46,63,131,64,88,37,41,8,16,10,25,7
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau WZC De Vecht,0118::SB14,,1192,547,0,2,0,0,1,509,39,0,0,0,0,0,0,549,61,57,126,49,65,36,72,19,27,8,20,7
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Flat Weideheem I,0118::SB15,,1260,529,5,0,0,3,0,490,47,0,0,0,3,0,0,537,64,37,114,56,115,34,54,12,21,2,8,12
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Basisschool 't Kienholt,0118::SB16,,1343,673,3,0,0,0,0,620,56,0,0,0,0,0,0,676,85,64,115,58,109,79,72,49,13,9,16,4
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Buurthuis De Weideblik,0118::SB17,,1521,880,3,2,0,0,0,813,72,0,0,0,0,0,0,885,90,143,215,85,81,72,70,40,35,10,26,13
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFC De Cirkel,0118::SB18,,1544,724,3,1,0,0,0,649,79,0,0,0,0,0,0,728,47,61,221,87,47,28,125,12,18,57,18,3
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpscentrum 't Anker,0118::SB19,,1785,758,2,2,0,0,1,669,92,0,0,0,0,0,0,762,96,56,142,107,118,21,89,18,22,45,38,6
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau WZC Beatrix,0118::SB20,,1769,794,1,1,0,0,0,700,96,0,0,0,0,0,0,796,88,48,223,110,85,32,78,15,14,32,63,6
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Open Deur,0118::SB21,,1059,395,2,1,0,0,0,340,58,0,0,0,0,0,0,398,42,27,76,108,39,13,19,15,6,12,32,6
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Buurthuis 't Vonder,0118::SB22,,1073,356,0,2,0,0,0,319,39,0,0,0,0,0,0,358,48,15,64,65,66,9,19,9,14,8,37,2
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Jul. van Stolbergschool,0118::SB23,,1631,455,0,1,0,0,0,429,27,0,0,0,0,0,0,456,64,40,94,83,69,24,33,13,16,4,11,4
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau O.B.S. De Schuthoek,0118::SB24,,1596,795,6,0,0,0,0,715,86,0,0,0,0,0,0,801,87,101,110,82,163,61,89,29,30,10,17,16
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Sporthal Trasselt,0118::SB25,,1508,1097,3,1,0,3,0,1001,103,0,0,0,3,0,0,1104,114,185,277,73,87,123,115,41,44,3,22,13
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis 't Overschotje,0118::SB26,,539,319,0,0,0,0,0,291,28,0,0,0,0,0,0,319,30,72,76,25,33,25,14,9,3,2,29,1
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Wenning,0118::SB27,,1241,747,0,0,0,0,0,678,69,0,0,0,0,0,0,747,73,186,182,75,71,42,39,19,13,9,20,18
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFC De Opsteker,0118::SB28,,1050,501,0,3,0,0,0,459,45,0,0,0,0,0,0,504,27,34,127,54,56,12,56,11,10,18,92,4
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Vereniging Ons Dorpshuis,0118::SB29,,448,254,1,1,0,0,0,231,25,0,0,0,0,0,0,256,36,51,35,24,32,18,15,16,9,8,9,1
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis De Vuurkörf,0118::SB30,,659,393,1,0,0,0,0,361,33,0,0,0,0,0,0,394,26,41,153,35,45,21,41,9,6,13,3,0
,Hoogeveen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFC De Eiken,0118::SB31,,587,276,0,0,0,0,0,244,32,0,0,0,0,0,0,276,19,35,53,36,40,19,30,10,10,13,9,2
