contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau 't Zaaltje,0241::SB12,6564 AH,748,464,0,1,0,0,0,415,50,0,0,0,0,0,0,465,122,41,55,18,19,102,65,7,4,13,8,0,1,3,1,2,2,1
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zalencentrum De Sleutel,0241::SB13,6562 DC,1061,454,0,1,0,0,0,406,49,0,0,0,0,0,0,455,62,52,113,55,59,42,23,7,0,10,17,1,0,0,2,2,3,6
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Pluryn,0241::SB14,6561 DC,1096,535,1,0,0,0,0,481,55,0,0,0,0,0,0,536,79,46,112,60,66,76,32,6,2,26,14,0,1,1,0,3,6,5
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Voorzieningenhart Op de Heuvel,0241::SB15,6561 VX,1814,619,0,3,0,0,0,531,91,0,0,0,0,0,0,622,54,60,61,171,142,49,17,2,1,21,9,0,1,3,0,1,4,23
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Mobiel stembureau,0241::SB16,,0,39,1,0,0,0,0,36,4,0,0,0,0,0,0,40,2,8,6,3,10,3,0,3,0,0,2,0,0,0,1,0,1,0
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Ubburch,0241::SB21,6574 AJ,402,255,0,2,0,0,0,242,15,0,0,0,0,0,0,257,37,23,11,8,24,44,83,1,1,16,1,2,0,1,1,1,0,1
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum 't Höfke,0241::SB22,6573 BV,1505,784,12,4,0,0,0,735,65,0,0,0,0,0,0,800,177,59,122,34,74,150,80,8,2,37,20,0,0,1,5,5,4,6
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kulturhus Beek,0241::SB23,6573 BH,1310,826,4,1,0,1,0,757,75,0,0,0,1,0,0,832,92,83,118,60,130,133,83,4,0,59,38,1,1,2,4,6,8,4
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Sprong,0241::SB24,6576 BB,1019,591,0,0,0,0,0,542,49,0,0,0,0,0,0,591,63,79,101,58,97,72,49,5,0,28,27,0,2,1,0,1,7,1
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Muziekgebouw DES,0241::SB25,6578 AA,1381,687,4,1,0,0,0,618,74,0,0,0,0,0,0,692,99,61,140,54,83,88,71,4,2,35,35,0,4,2,0,3,2,4
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kulturhus Kekerdom,0241::SB26,6579 AN,434,287,0,0,0,1,0,258,28,0,0,1,0,0,0,286,36,27,39,23,46,32,35,2,0,26,13,0,3,0,2,1,1,1
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Sprong,0241::SB28,6576 BB,1015,501,1,1,0,0,1,454,48,0,0,0,0,0,0,503,76,50,86,66,79,46,53,6,0,13,20,0,0,0,2,2,0,2
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Kulturhus Den Ienloop, Heerbaan 115",0241::SB31,6566 EG,1193,707,0,4,0,0,0,635,76,0,0,0,0,0,0,711,106,65,83,87,149,94,38,5,1,28,30,2,0,4,2,1,10,2
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Hotel Millings Centrum,0241::SB32,6566 EW,1090,435,0,0,0,0,0,387,48,0,0,0,0,0,0,435,62,61,53,64,64,49,23,0,0,24,22,0,0,0,2,3,7,1
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau St. Ceciliagebouw,0241::SB33,6566 ZG,1175,488,3,1,0,0,0,436,56,0,0,0,0,0,0,492,44,70,56,71,113,46,18,4,1,21,33,2,2,0,2,1,2,2
Nijmegen,Groesbeek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gasthuis 'St. Jan de Deo',0241::SB34,6566 DD,1166,383,2,1,0,0,0,355,31,0,0,0,0,0,0,386,55,43,70,51,68,34,16,2,2,13,22,0,1,0,1,0,4,1
