contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Amrâth Hotel Belvoir,0268::SB17,6522 AX,1541,812,4,0,0,0,0,764,52,0,0,0,0,0,0,816,140,120,53,21,60,181,168,16,0,31,6,0,0,0,6,2,3,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School de Sterredans,0268::SB18,6522 HE,2024,981,1,1,0,2,0,885,96,0,0,2,0,0,0,981,145,139,110,39,99,200,175,18,0,42,6,0,0,4,0,2,1,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Montessori College ""Verbaas Jezelf""",0268::SB19,6522 CH,1506,565,0,0,0,0,1,516,48,0,0,0,0,0,0,565,61,70,24,40,96,90,123,2,1,34,12,0,0,0,3,4,4,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Euro-Center Nimco,0268::SB20,6521 NP,1903,922,4,3,0,0,0,863,66,0,0,0,0,0,0,929,85,126,45,41,168,180,195,4,1,42,13,2,3,0,4,5,3,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Openbare Basisschool De Muze,0268::SB21,6523 RZ,1719,769,0,1,0,0,0,716,55,0,1,0,1,0,0,771,61,106,28,31,162,142,152,6,2,56,15,0,0,0,0,2,1,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Erica Terpstra Sportfondsenbad,0268::SB22,6523 MJ,1940,1185,1,2,0,0,1,1072,115,0,0,0,0,0,0,1188,205,128,86,65,190,206,181,20,0,62,14,2,1,14,0,6,1,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Waalboog locatie Joachim en Anna,0268::SB23,6523 PA,1369,773,2,3,0,2,0,688,88,0,0,2,0,0,0,776,125,91,93,29,74,170,115,12,1,40,9,0,0,6,1,1,4,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Waalboog, locatie Nijevelt",0268::SB24,6525 AH,1285,672,9,1,0,0,0,660,22,0,0,0,0,0,0,682,66,81,67,13,64,171,137,10,1,37,4,2,0,0,9,3,1,6
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Voorzieningenhart 't Hert,0268::SB25,6531 CS,2507,1132,10,9,0,2,0,1060,89,0,0,2,0,0,0,1149,72,155,34,108,237,200,202,12,6,58,18,1,2,2,3,3,7,12
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum de Klokketoren,0268::SB26,6532 AD,1218,701,3,4,0,0,1,659,49,0,0,0,1,0,0,709,47,64,32,66,169,120,120,5,0,47,12,1,1,1,3,5,3,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Martinus van Beekschool,0268::SB27,6531 RR,1514,899,0,3,0,0,0,833,69,0,0,0,0,0,0,902,75,130,75,29,119,205,186,10,4,41,13,0,2,0,0,5,2,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau VC Nijmegen,0268::SB28,6531 TH,1685,1098,2,6,0,7,1,1024,88,0,0,0,7,0,0,1113,124,140,96,41,140,274,206,9,2,38,13,0,1,0,2,3,6,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School R.O.C.,0268::SB29,6531 KA,1956,1126,5,1,0,0,0,1037,95,0,0,0,0,0,0,1132,135,180,80,32,99,249,265,7,2,48,12,1,1,0,1,8,4,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau CWZ,0268::SB30,6532 SZ,1194,461,1,0,0,0,1,413,48,0,0,0,0,0,0,462,59,65,28,29,77,74,76,9,0,22,13,1,1,0,0,2,3,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Blikvanger,0268::SB31,6532 DB,1945,768,2,2,0,0,0,711,61,0,0,0,0,0,0,772,75,94,62,51,144,137,115,9,0,41,22,0,3,2,5,3,1,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Pro-College Nijmegen,0268::SB32,6533 CC,1746,709,2,1,0,0,0,656,56,0,0,0,0,0,0,712,80,92,35,31,121,152,127,7,2,41,12,2,1,0,1,2,1,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Turks Cultureel Centrum,0268::SB33,6533 SZ,1841,905,2,4,0,0,0,828,83,0,0,0,0,0,0,911,97,110,77,59,169,161,138,22,0,33,18,0,0,2,3,8,3,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Hennes Automobielen BV,0268::SB34,6533 HJ,2163,977,6,0,0,0,0,903,81,0,0,0,1,0,0,984,75,126,77,107,230,148,117,13,1,45,25,0,1,0,0,3,6,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum de Schakel,0268::SB35,6533 MA,2009,898,5,4,0,0,0,831,76,0,0,0,0,0,0,907,67,113,72,129,247,102,68,8,3,35,27,0,2,1,3,9,3,9
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ontmoetingscentrum de Toermalijn,0268::SB36,6534 VZ,1606,559,1,1,0,0,0,526,35,0,0,0,0,0,0,561,50,64,63,40,111,87,69,8,1,28,20,2,2,1,0,6,3,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Vossenburcht,0268::SB37,6535 TK,1837,714,2,2,0,0,0,651,67,0,0,0,0,0,0,718,83,69,63,106,195,73,58,7,1,22,27,0,0,2,1,2,3,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Hatert,0268::SB38,6535 RZ,2736,1062,5,5,0,0,0,984,88,0,0,0,0,0,0,1072,42,115,77,183,342,107,71,19,4,49,31,0,2,0,1,4,8,7
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Restaurant Bij de Buren,0268::SB39,6535 NB,2178,560,2,1,0,1,0,525,39,0,0,0,1,0,0,564,41,51,52,75,147,57,50,7,3,31,28,4,2,3,2,1,1,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Universiteitsrestaurant De Refter,0268::SB40,6525 HT,637,1338,2,14,0,0,1,1300,53,0,0,0,0,0,0,1354,150,156,65,11,120,331,363,33,10,65,4,2,0,1,6,4,5,12
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum Boszicht,0268::SB41,6525 TJ,1366,804,1,2,0,1,1,747,60,0,0,0,1,0,0,808,72,85,99,43,156,188,96,6,1,21,21,0,1,4,2,1,4,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Roomsch Leven,0268::SB42,6525 SG,1417,959,2,6,0,0,0,896,71,0,0,0,0,0,0,967,95,100,115,34,167,158,201,10,2,41,25,1,1,0,1,6,0,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Biezantijn,0268::SB43,6541 TN,3189,1245,5,4,0,0,0,1140,114,0,0,0,0,0,0,1254,100,116,62,168,284,183,197,19,0,63,25,3,0,4,6,5,0,10
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentr. Titus Brandsma,0268::SB44,6542 VJ,3830,1498,8,1,0,0,0,1387,128,0,0,0,8,0,0,1515,99,162,77,129,286,295,282,19,7,77,18,3,3,0,6,19,7,9
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Café Zaal Elmeran,0268::SB45,6542 PE,2567,766,6,0,0,0,0,703,69,0,0,0,0,0,0,772,56,103,20,84,150,134,154,16,0,29,7,1,0,0,3,3,1,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Villanova,0268::SB46,6542 JP,2317,680,4,2,0,0,0,632,54,0,0,0,0,0,0,686,43,84,20,76,145,106,140,16,1,24,8,0,0,0,4,4,3,6
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sint Jozefklooster,0268::SB47,6543 KG,1832,803,5,0,0,0,0,748,60,0,0,0,0,0,0,808,100,107,114,60,99,151,92,10,2,30,21,4,0,1,4,1,3,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Heseweide,0268::SB48,6543 NA,1473,802,5,6,0,0,0,755,58,0,0,0,0,0,0,813,65,91,58,93,168,133,94,9,5,34,29,0,2,0,2,5,4,10
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School  Zonnewende,0268::SB49,6543 RN,1630,652,2,1,0,0,0,609,46,0,0,0,0,0,0,655,46,57,35,89,133,104,108,11,2,41,9,0,2,0,2,7,3,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School GVO,0268::SB50,6532 XP,1704,648,3,1,0,0,0,597,55,0,0,0,0,0,0,652,63,88,35,29,92,157,115,5,0,33,14,0,4,0,1,8,2,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zorgcentrum Huize Rosa,0268::SB51,6543 JG,2302,778,8,0,0,0,1,727,58,0,0,0,0,0,0,786,85,96,123,53,108,159,95,15,0,18,14,1,0,0,1,3,3,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum de Schalmei,0268::SB52,6544 TN,1360,624,0,5,0,0,0,578,51,0,0,0,0,0,0,629,34,81,52,85,192,61,38,6,1,27,29,0,0,0,1,2,2,13
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Parochie De Goede Herder,0268::SB53,6544 NS,2256,678,0,5,0,1,0,607,77,0,0,0,1,0,0,684,41,91,55,97,188,84,38,12,2,29,26,1,0,0,1,6,2,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kinderdagverblijf De Toldijk,0268::SB54,6537 PN,1966,712,3,0,0,0,0,657,58,0,0,0,0,0,0,715,52,84,58,99,200,80,69,10,1,25,23,1,2,0,0,1,3,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Bibliotheek Zwanenveld,0268::SB55,6538 SC,1261,812,3,5,0,0,0,756,64,0,0,0,0,0,0,820,66,97,66,104,230,88,57,24,0,38,30,2,0,0,5,1,1,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School Prins Maurits,0268::SB56,6538 TN,1315,397,1,1,0,0,0,355,44,0,0,0,0,0,0,399,17,34,19,95,111,42,39,8,1,11,10,1,1,0,2,0,3,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ontmoetingsruimte Leuvenshof,0268::SB57,6538 ML,1194,289,0,0,0,0,0,269,20,0,0,0,0,0,0,289,15,26,21,55,82,25,15,8,0,18,15,0,3,0,1,1,0,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Meiboom,0268::SB58,6537 HD,1563,430,5,1,0,1,0,389,48,0,0,0,1,0,0,437,20,51,34,58,124,57,29,9,1,16,23,0,1,0,0,2,3,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Dukenburg,0268::SB59,6537 EP,1685,668,2,3,0,0,0,630,44,0,1,0,1,0,0,674,46,62,83,82,178,89,59,11,1,19,22,2,1,4,3,1,1,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Maatschap v. Fysiother. ""Lankforst""",0268::SB60,6538 HA,1622,661,3,4,0,0,0,618,50,0,0,0,0,0,0,668,61,81,49,69,192,98,37,15,0,30,20,0,0,0,0,0,6,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Bej. centr. De Doekenborg,0268::SB61,6537 AJ,1917,596,3,1,0,0,0,550,50,0,0,0,0,0,0,600,54,47,69,95,155,66,30,11,3,26,32,0,0,0,2,2,0,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Orangerie, zorgcentrum",0268::SB62,6538 DM,1903,775,2,2,0,0,0,728,51,0,0,0,0,0,0,779,43,71,105,121,219,87,35,9,7,29,34,1,2,0,0,6,1,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Prins Clausschool,0268::SB63,6536 DB,1407,957,1,2,0,0,0,874,86,0,0,0,0,0,0,960,122,104,88,45,177,206,105,17,3,46,25,1,0,0,7,3,4,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Dageraad,0268::SB64,6536 AC,1319,697,3,2,0,0,0,663,39,0,0,0,0,0,0,702,76,85,73,79,124,116,54,22,4,35,20,0,0,0,5,3,1,0
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau JC de Sprok,0268::SB65,6546 JZ,1922,397,1,2,0,0,0,371,29,0,0,0,0,0,0,400,55,28,24,89,95,42,24,4,2,11,11,0,1,0,2,1,6,2
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sporthal De Horstacker,0268::SB66,6546 EK,1936,625,5,1,0,0,0,576,55,0,0,0,0,0,0,631,56,60,33,108,211,66,35,6,0,21,17,1,1,1,4,1,3,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Luithorst,0268::SB67,6545 LX,1479,618,3,0,0,2,0,559,64,0,0,0,2,0,0,623,64,75,33,88,136,101,61,9,0,19,21,0,0,2,1,1,0,7
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Parochie Lindenholt,0268::SB68,6545 AW,1681,749,2,3,0,0,0,697,57,0,0,0,0,0,0,754,93,91,73,67,161,117,57,15,0,26,34,1,0,1,2,0,3,8
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Bistro `t Zwaantje,0268::SB69,6525 AV,1357,333,2,2,0,0,0,310,27,0,0,0,0,0,0,337,31,37,29,43,77,47,22,7,0,15,16,0,1,1,3,2,1,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Wingerd,0268::SB70,6546 XN,1532,483,1,2,0,0,0,431,55,0,0,0,0,0,0,486,60,50,29,96,104,62,27,4,2,18,19,0,4,1,1,0,3,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum de Brack,0268::SB71,6546 XS,1421,769,2,1,0,0,0,689,83,0,0,0,0,0,0,772,98,71,41,135,185,92,59,12,2,38,25,1,1,1,0,1,2,5
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Klif,0268::SB72,6515 DJ,1732,646,0,1,0,0,0,564,83,0,0,0,0,0,0,647,100,70,43,39,75,141,109,12,0,37,7,0,1,0,1,1,9,1
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Klif,0268::SB73,6515 DJ,1916,1148,1,3,0,2,0,1004,146,0,0,2,0,0,0,1150,226,110,70,54,97,292,166,29,6,50,13,5,5,1,7,8,6,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Voorzieningenhart De Ster,0268::SB74,6663 HA,2250,1245,2,2,0,1,0,1127,123,0,0,0,1,0,0,1250,153,142,57,54,166,285,252,14,4,63,21,2,2,2,8,5,8,7
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportcentrum De Spil,0268::SB75,6663 CD,2060,968,4,3,0,0,0,857,118,0,0,0,0,0,0,975,138,119,81,54,144,196,126,20,4,34,23,2,2,2,5,3,7,8
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Betuweland lokatie St. Jozef,0268::SB76,6663 CP,1609,716,4,1,0,0,1,652,69,0,0,0,1,0,0,722,129,85,144,43,98,69,80,3,0,33,18,0,1,0,4,5,1,3
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Centraal Station,0268::SB77,6512 AB,0,1088,7,4,0,0,64,1024,57,0,0,0,46,0,0,1145,91,150,50,29,155,276,224,29,4,50,7,1,1,1,6,1,2,11
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Centraal Station,0268::SB78,,0,1006,20,6,0,1,0,989,44,0,0,0,1,0,0,1033,97,119,43,19,110,272,217,25,2,66,6,1,3,0,3,6,4,13
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Radboudumc,0268::SB79,6525 GA,1372,735,0,1,0,0,1,689,46,0,0,0,0,0,0,736,107,105,68,27,55,187,117,17,0,35,7,0,1,0,4,0,1,4
Nijmegen,Nijmegen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Radboudumc,0268::SB80,6525 GA,0,606,1,1,0,0,0,556,52,0,0,0,0,0,0,608,85,85,44,14,46,173,114,11,2,16,2,1,0,0,6,0,3,4
