contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),Staatkundig Gereformeerde Partij (SGP),SP (Socialistische Partij),PARTIJ VOOR ZEELAND (PVZ),ChristenUnie,Democraten 66 (D66),GROENLINKS,50PLUS,Provinciaal Belang Zeeland,Zeeland Lokaal
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Activiteitencentrum De Kwikstaart,0718::SB17,4388 KK,1269,564,1,3,0,0,0,518,50,0,0,0,0,0,0,568,34,68,89,66,30,125,19,31,23,26,22,14,17
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal Bibliotheek Oost-Souburg,0718::SB18,4388 BN,1590,739,4,2,0,0,1,690,54,0,0,0,0,0,0,745,63,81,75,95,37,117,44,39,66,34,42,24,22
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal wijkgebouw De Zwaan,0718::SB19,4388 HJ,1679,688,3,1,0,0,0,620,72,0,0,0,0,0,0,692,58,74,74,89,20,120,45,42,61,43,32,13,17
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal Protestantse Kerk,0718::SB20,,411,265,1,0,0,0,0,251,15,0,0,0,0,0,0,266,42,17,39,25,23,26,18,11,24,19,9,3,9
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Bioscoop CineCity,0718::SB21,4381 LZ,1233,623,1,1,0,0,0,549,75,0,0,1,0,1,0,624,153,61,80,78,9,53,21,13,75,12,41,4,23
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal basisschool de Branding,0718::SB22,4381 PP,1228,347,2,1,0,0,0,314,36,0,0,0,0,0,0,350,29,50,19,61,2,74,14,5,32,23,20,11,7
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal De Combinatie,0718::SB23,4382 KB,981,444,0,4,0,1,0,411,38,0,0,0,1,0,0,449,40,59,22,64,7,120,19,8,30,21,30,5,19
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal basisschool De Houtuyn,0718::SB24,4385 HT,1232,361,7,1,0,0,0,321,48,0,0,0,0,0,0,369,31,42,27,66,7,75,11,18,33,9,27,6,9
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal Speeltuin De Lammerenburcht,0718::SB25,4386 ND,1090,383,1,4,0,0,0,343,45,0,0,0,0,0,0,388,63,50,40,56,6,40,20,8,51,15,19,7,8
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Lokaal Wijkcentrum Het Palet,0718::SB26,3282 TD,1658,508,3,3,0,0,0,461,53,0,0,0,0,0,0,514,24,80,41,110,10,123,14,12,26,33,25,3,7
,Vlissingen,PS2015_Zeeland,Provinciale Staten Zeeland 2015,,Zeeland,2015-03-18,Stembureau Mobiel Stembureau,0718::SB27,,0,144,4,2,0,0,0,139,11,0,0,0,0,0,0,150,15,20,24,14,3,30,7,5,6,6,8,5,1
