contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Victoria O,1598::SB11,1713 HE,1544,652,0,0,0,0,1,590,61,0,0,0,0,0,652,208,51,60,107,34,30,29,8,20,8,1,0,38,2,18,5,7,0,3,1,1,2,17,0,1,0,0,0,0,1,0,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Oude School,1598::SB12,1711 RK,1238,879,0,1,0,0,3,800,77,0,0,0,0,0,880,258,90,118,121,31,32,22,8,27,7,1,0,65,2,21,4,14,0,2,1,0,0,47,0,0,1,0,3,0,3,1,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SC Handbal en voetbal Dynamo Ursem,1598::SB13,1645 SG,1317,688,1,1,0,0,0,617,73,0,0,0,0,0,690,224,84,103,86,13,20,36,6,14,4,3,0,41,0,11,5,4,0,0,0,3,1,26,1,1,0,0,2,0,0,0,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Brink Sociaal-Cultureel Centrum Obdam,1598::SB14,1713 HE,1632,1340,2,1,0,0,1,1221,121,0,0,0,0,0,1343,455,99,141,181,51,69,41,7,43,21,6,7,96,2,40,9,31,0,1,0,2,1,26,0,0,1,1,7,0,0,2,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tennisvereniging De Berk,1598::SB15,1647 CB,925,569,0,1,0,0,1,507,62,0,0,0,0,0,570,130,51,50,88,29,29,38,10,24,3,0,0,45,1,22,0,18,0,2,0,2,2,18,1,0,0,0,4,0,0,2,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis De Goorn / maandag,1598::SB18,1648 JG,0,396,0,0,0,0,0,360,36,0,0,0,0,0,396,114,45,70,49,12,34,29,3,11,6,0,0,5,0,5,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Brink Sociaal-Cultureel Centrum Obdam / maandag,1598::SB19,1713 HE,0,355,0,0,0,0,0,325,30,0,0,0,0,0,355,94,27,77,56,6,30,21,4,4,5,0,0,9,0,13,0,3,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis De Goorn / dinsdag,1598::SB20,1648 JG,0,428,0,0,0,0,0,387,41,0,0,0,0,0,428,153,51,45,43,13,30,29,3,18,7,0,0,10,6,6,1,4,0,0,1,1,1,5,0,0,0,0,1,0,0,0,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Brink Sociaal-Cultureel Centrum Obdam / dinsdag,1598::SB21,1713 HE,0,302,0,0,0,0,0,279,23,0,0,0,0,0,302,95,21,36,57,16,12,28,2,11,5,0,0,3,0,9,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
Den Helder,Koggenland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,1598::SB22,1648 JG,0,1715,2,8,0,0,0,1727,0,0,0,2,0,0,1727,507,134,467,142,38,114,143,27,36,44,0,1,17,2,20,3,6,0,1,0,2,1,7,0,3,0,0,0,0,0,0,0
