contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School Zuiderbreedte,0118::SB11,7906 GA,1400,822,0,2,0,1,3,748,74,0,0,1,0,0,825,136,178,82,75,13,70,43,56,11,11,6,3,86,0,12,6,5,0,3,0,4,1,13,0,0,0,0,8,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Goede Herderkerk,0118::SB12,7906 HB,1407,1326,4,4,0,1,2,1210,121,0,1,0,0,0,1333,185,276,142,117,32,81,63,91,27,13,27,5,151,6,27,6,14,0,0,2,13,7,27,0,3,0,1,9,1,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maranatha kerk,0118::SB13,7907 EG,1339,460,2,0,0,0,0,460,1,0,1,0,1,0,461,56,71,42,26,18,50,32,39,9,4,3,1,33,3,9,2,6,1,0,0,0,1,9,1,0,38,0,6,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vredehorst,0118::SB14,7908 AD,1173,1281,0,0,0,2,0,1168,115,0,0,2,0,0,1283,291,110,168,139,56,70,53,141,27,13,12,5,76,4,29,4,18,0,2,1,20,7,16,0,1,10,3,3,2,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Curiestraat,0118::SB15,7909 BT,1235,631,3,2,0,1,0,594,41,0,1,0,0,0,635,103,75,52,69,22,67,35,52,16,7,3,5,65,1,10,2,14,0,5,1,2,3,7,0,0,7,4,4,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Trasselt,0118::SB16,7908 PB,1289,721,1,0,0,0,637,20,65,0,0,0,0,0,722,184,61,97,98,19,41,40,65,14,5,7,0,36,0,21,6,7,0,3,0,9,0,4,0,0,0,0,3,1,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Weideblik,0118::SB17,7908 LL,1474,1040,4,2,0,0,2,961,83,0,0,0,0,0,1046,236,127,110,116,39,78,81,45,28,7,8,1,83,2,26,9,11,2,1,2,4,4,8,1,1,4,1,4,1,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Cirkel,0118::SB18,7914 PM,1561,1160,4,1,0,3,0,1014,156,0,0,5,0,0,1170,180,167,177,61,19,55,41,133,22,2,69,1,116,1,27,7,4,0,1,0,33,0,38,0,0,0,1,5,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum 't Anker,0118::SB19,7913 AE,1862,1059,0,1,0,0,3,916,141,0,0,0,0,0,1060,132,290,108,45,17,76,41,60,10,10,46,2,130,0,26,5,5,0,1,1,4,4,35,0,0,0,2,9,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Marke,0118::SB20,7913 AG,1906,1196,0,1,0,0,3,1036,158,0,0,0,0,0,1197,209,284,162,49,15,66,37,57,25,15,47,0,130,0,31,5,4,0,3,0,6,3,40,0,1,0,1,6,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Brug,0118::SB21,7916 PW,2219,1249,0,3,0,13,2,1075,188,0,0,13,0,0,1265,163,416,118,35,26,84,104,26,27,9,33,0,115,2,22,3,5,0,1,2,3,2,40,0,1,0,3,6,3,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centrumkerk,0118::SB23,7902 EP,1749,318,1,2,0,0,0,294,27,0,0,0,0,0,321,59,40,53,27,14,18,13,31,3,3,6,2,32,0,3,0,4,0,2,0,0,3,2,0,2,0,0,1,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Booyenverlaat,0118::SB24,7908 EE,1548,1037,2,1,0,0,2,945,93,0,0,0,0,0,1040,210,141,91,133,47,75,72,41,19,13,9,1,106,1,30,3,13,0,0,1,6,8,10,0,0,3,1,3,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Trasselt,0118::SB25,7908 PB,1481,664,0,0,0,0,1,616,47,0,0,0,0,0,664,181,66,73,107,20,26,19,49,15,6,3,0,48,0,15,1,15,0,1,0,6,2,5,0,1,1,0,2,2,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Overschotje,0118::SB26,7931 TL,676,496,3,3,0,0,2,453,47,0,0,0,0,0,502,114,61,86,40,13,29,19,19,7,6,12,0,38,0,14,0,3,0,1,0,4,0,27,0,0,1,1,0,1,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Wenning,0118::SB27,7933 PW,1324,798,0,0,0,0,2,722,74,0,0,0,0,0,798,201,101,128,51,22,46,30,42,9,10,13,1,49,0,19,3,6,0,1,0,3,2,54,0,3,0,0,4,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Opsteker,0118::SB28,7918 AX,1096,812,0,0,0,0,4,730,78,0,0,0,0,0,812,119,156,120,38,20,52,29,56,22,8,21,0,68,0,34,2,9,0,2,0,2,1,46,2,0,1,2,2,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vereniging Ons Dorpshuis,0118::SB29,7934 PE,464,392,0,0,0,0,1,363,28,0,0,0,0,0,392,57,92,51,26,15,13,34,12,3,4,7,0,26,1,7,3,3,0,1,0,3,1,32,0,0,0,0,1,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Vuurkörf,0118::SB30,7912 TH,693,543,0,2,0,0,2,497,46,0,0,0,0,0,545,80,69,108,23,9,33,16,67,10,8,25,0,39,0,8,2,1,0,1,0,5,0,30,2,2,0,0,1,4,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Eiken,0118::SB31,7936 PB,603,441,0,0,0,0,0,393,48,0,0,0,0,0,441,57,101,50,20,10,31,7,25,11,1,19,0,49,3,19,5,2,0,0,0,8,1,20,0,0,0,2,0,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Het Activum,0118::SB32,7902 NX,0,544,0,1,0,0,0,487,58,0,0,0,0,0,545,76,69,118,48,6,48,40,53,10,5,16,4,18,0,14,3,5,0,0,0,4,1,3,0,0,0,0,2,0,1,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Trasselt,0118::SB33,7908 PB,0,538,0,0,0,1,0,488,51,0,0,1,0,0,539,109,41,110,69,11,50,36,55,7,3,4,0,14,0,9,2,2,0,1,0,4,0,7,1,0,0,0,1,2,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Marke,0118::SB34,7913 AG,0,264,0,0,0,1,0,233,30,0,1,0,0,0,263,27,53,42,13,2,26,23,29,4,5,14,0,8,0,9,0,1,0,1,0,0,0,5,0,0,0,0,2,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Wenning,0118::SB35,7933 PW,0,145,0,0,0,0,0,133,12,0,0,0,0,0,145,30,13,26,12,7,8,16,9,4,0,1,0,3,0,6,1,2,0,0,0,0,1,5,0,0,0,0,0,0,1,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Het Activum,0118::SB36,7902 NX,0,574,2,0,0,0,1,531,44,0,0,0,0,0,576,85,94,118,31,14,57,39,44,9,9,12,0,30,1,17,1,0,4,0,1,0,0,3,0,2,0,1,1,1,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Trasselt,0118::SB37,7908 PB,0,519,3,0,0,0,2,473,47,0,0,0,0,0,522,99,45,111,66,10,36,38,41,14,8,5,0,15,1,17,0,5,0,0,0,1,1,2,0,1,2,0,1,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Marke,0118::SB38,7913 AG,0,308,0,0,0,0,0,269,39,0,0,0,0,0,308,46,59,41,11,5,28,28,19,4,7,14,0,22,0,11,0,1,0,0,0,0,0,10,0,0,2,0,0,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Wenning,0118::SB39,7933 PW,0,148,0,0,0,0,0,138,10,0,0,0,0,0,148,39,14,34,7,6,13,11,5,5,2,0,0,3,0,2,0,2,0,0,0,0,1,3,0,1,0,0,0,0,0,,
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0118::SB40,7901 BP,0,3695,0,16,0,34,,,,,0,34,,,3745,507,316,1158,202,40,230,479,438,46,75,87,1,20,0,42,3,6,0,2,0,17,1,11,1,5,5,2,1,0,0,0,0
Assen,Hoogeveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0118::SB41,7901 BP,0,570,0,11,0,0,,,,,0,0,,,581,58,65,162,34,11,46,69,53,16,11,24,5,6,0,1,2,0,0,0,0,2,0,2,0,0,1,0,0,2,0,0,0
