contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentelijke gymzaal Oosterland,1676::SB11,4307 BP,893,569,0,2,0,0,2,487,82,0,0,0,0,0,571,81,53,37,35,5,16,8,38,4,4,218,0,28,0,13,5,4,0,1,0,0,3,11,1,0,0,3,1,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ouwerkerk,1676::SB12,4305 AH,484,396,0,0,0,0,1,369,26,0,0,0,0,0,396,109,31,36,55,8,13,19,10,16,1,20,0,24,0,10,0,7,0,0,1,0,1,30,0,0,1,0,4,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Sirjansland,1676::SB13,4308 AE,294,257,2,1,0,0,3,228,29,0,0,0,0,0,260,50,31,35,20,8,15,12,4,10,4,37,0,14,0,7,0,2,0,0,0,0,0,8,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Putmeet,1676::SB14,4322 BS,1049,702,1,1,0,0,20,624,60,0,0,0,0,0,704,174,92,73,80,16,38,27,22,24,10,21,3,49,1,37,8,13,0,2,1,1,3,6,1,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpsuus Ellemeet,1676::SB15,4323 LE,295,215,0,0,0,1,6,187,21,0,1,0,0,0,214,57,30,17,37,5,7,11,9,11,4,2,2,10,1,6,1,0,0,1,0,0,3,1,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Zuudende,1676::SB16,4321 AP,769,568,0,0,0,1,6,514,49,0,0,1,0,0,569,125,40,81,50,9,21,17,35,18,5,84,0,25,1,14,3,8,0,1,0,2,1,25,0,0,0,0,3,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gereformeerde Kerk Haamstede,1676::SB18,4328 EA,1827,1021,1,2,0,0,29,891,104,0,0,0,0,0,1024,331,100,105,139,29,29,42,51,52,7,20,1,46,0,32,2,14,0,0,1,2,3,11,2,0,1,0,1,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schutse,1676::SB19,4328 AS,908,766,0,0,0,1,18,689,60,0,0,1,0,0,767,196,94,63,88,32,53,57,24,36,7,22,1,41,0,23,7,10,0,1,0,1,4,4,2,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Groepsaccomodatie de Koebel,1676::SB20,4328 LM,1005,632,0,0,0,0,49,530,53,0,0,0,0,0,632,195,64,57,84,32,34,21,31,27,6,13,0,33,0,14,1,12,0,0,1,0,1,5,0,0,0,0,1,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Noordwelle,1676::SB21,4326 AE,261,219,0,0,0,0,1,201,17,0,0,0,0,0,219,53,22,17,30,5,10,11,9,3,0,8,0,25,1,18,0,2,0,2,0,0,0,3,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Renesse,1676::SB22,4325 BX,1303,758,0,0,0,0,50,644,64,0,0,0,0,0,758,270,66,52,112,26,31,28,13,43,6,3,1,56,3,24,6,8,0,1,0,0,1,8,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Serooskerke,1676::SB23,4327 AG,232,183,0,0,0,0,0,174,9,0,0,0,0,0,183,56,18,12,20,2,14,2,5,10,0,1,0,21,0,7,3,5,0,0,0,1,0,4,1,0,0,0,1,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Chr.Ger.Kerk,1676::SB24,4301 EZ,1229,643,1,0,0,0,3,584,57,0,0,0,0,0,644,128,64,51,83,26,39,39,48,28,6,31,1,58,3,18,1,7,0,4,0,2,4,2,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Nieuwe Kerk, Zierikzee",1676::SB25,4301 EE,1080,768,0,2,0,0,7,683,78,0,2,0,2,0,768,160,68,55,132,51,45,40,39,34,4,15,1,54,3,27,3,21,0,2,0,2,4,7,0,0,0,0,1,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kerkcentrum Gasthuiskerk Zierikzee, ingang achterzijde via Hoge Molenstraat",1676::SB26,4301 JD,978,564,0,1,0,0,6,506,53,0,0,0,0,0,565,143,40,43,100,30,26,24,20,37,8,20,0,38,3,10,2,8,0,1,1,0,4,5,1,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentelijke gymzaal Mulockstraat, ingang via Maltastraat",1676::SB27,4301 KW,1194,649,1,1,0,0,2,578,71,0,0,0,0,0,651,117,67,50,69,30,60,37,25,21,6,33,3,56,1,27,4,8,2,1,1,2,4,21,2,0,0,2,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voormalig postsorteercentrum Haringvlietplein Zierikzee,1676::SB28,4301 XG,1819,937,0,2,0,0,1,826,112,0,0,0,0,0,939,256,93,99,126,25,71,44,41,27,12,12,1,59,1,22,5,19,1,1,0,0,5,12,3,0,0,1,1,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Pontes Zierikzee aula gebouw Noord, ingang Haringvlietstraat",1676::SB29,4301 XC,1842,1119,3,5,0,3,5,1018,107,0,0,3,0,0,1130,262,115,80,163,31,84,70,52,57,12,18,2,91,1,32,5,15,4,7,0,0,4,9,1,1,2,1,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau,1676::SB30,,0,3122,3,5,0,13,,,,,0,13,,,3143,808,233,590,244,33,180,350,185,110,63,182,1,15,0,74,1,11,0,0,0,2,0,34,0,5,0,0,1,0,0,0
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Nieuwe Kerk, Zierikzee maandag 15 maart 2021",1676::SB31,4301 EE,0,503,0,2,0,2,0,466,41,0,0,2,0,0,507,113,33,76,70,16,46,44,34,14,5,16,0,13,2,14,2,3,0,1,0,0,0,1,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Nieuwe Kerk, Zierikzee dinsdag 16 maart 2021",1676::SB32,4301 EE,0,357,1,0,0,1,6,352,1,0,0,1,0,0,359,83,37,41,37,12,28,27,24,18,5,14,2,14,0,7,0,3,0,0,0,0,2,2,0,0,0,1,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Durps'uus Bruinisse maandag 15 maart 2021,1676::SB33,4311 ED,0,254,0,0,0,1,6,225,24,0,0,1,0,0,255,64,26,35,17,1,7,16,9,13,3,37,0,6,0,12,1,2,0,0,0,0,0,5,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Durps'uus Bruinisse dinsdag 16 maart 2021,1676::SB34,4311 ED,0,314,1,0,0,0,2,277,36,0,0,0,0,0,315,100,40,34,16,5,14,15,14,7,3,40,0,11,0,10,1,0,0,0,0,0,0,4,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Renesse maandag 15 maart 2021,1676::SB35,4325 BX,0,228,0,0,0,1,14,198,15,0,1,0,0,0,227,90,15,32,35,6,10,9,6,6,2,0,0,1,0,9,3,2,0,0,0,0,0,2,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Renesse dinsdag 16 maart 2021,1676::SB36,4325 BX,0,203,0,1,0,0,10,176,18,0,0,0,0,0,204,76,31,18,30,3,6,6,11,4,2,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Middelburg,Schouwen-Duiveland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,1676::SB37,,0,88,0,0,0,0,,,,,0,0,,,88,17,7,17,4,3,3,14,1,4,1,10,0,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
