contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zeelandhallen 1,0664::SB11,4462 GK,1316,57,0,0,0,0,1,48,8,0,0,0,0,0,57,13,5,10,11,9,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zeelandhallen 2,0664::SB12,4462 GK,1300,339,0,0,0,0,6,297,36,0,0,0,0,0,339,93,41,33,51,21,9,9,19,8,1,12,1,25,1,6,0,4,1,2,0,2,0,0,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Beest,0664::SB13,4461 CS,1409,1100,0,3,0,0,7,994,102,0,0,0,0,0,1103,212,104,64,217,60,74,62,23,69,9,23,2,98,5,30,3,23,1,9,0,3,4,2,2,0,0,0,1,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Serviceflat de Horst,0664::SB14,4461 WZ,1214,827,2,0,0,0,2,736,91,0,0,0,0,0,829,171,62,89,90,23,33,34,57,24,4,156,1,46,2,14,0,9,0,0,0,1,8,2,1,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Emergis,0664::SB15,4481 PM,1401,260,0,1,0,0,8,229,22,0,2,0,0,0,259,66,13,33,46,19,8,16,13,13,0,5,0,16,0,6,3,1,0,0,1,0,0,0,0,0,0,0,1,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Amicitia,0664::SB16,4481 AH,1476,1194,4,0,0,0,1,1081,116,0,0,0,0,0,1198,295,93,113,166,66,57,62,52,48,15,74,0,59,1,40,2,15,0,5,1,0,3,22,1,3,0,0,1,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis het Wilhelminahuis,0664::SB17,4475 AR,1436,823,0,0,0,0,3,738,82,0,0,0,0,0,823,268,57,68,130,21,26,24,43,28,3,45,0,50,2,29,3,10,0,0,0,2,1,6,5,0,0,0,2,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Katshuis,0664::SB18,4474 AT,444,334,0,0,0,0,4,329,0,0,1,0,1,0,333,67,24,19,47,16,26,18,15,31,2,14,0,22,0,10,1,8,0,2,0,0,1,9,1,1,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Herberg de Griffioen,0664::SB19,4471 BP,1692,1150,1,2,0,0,6,1025,122,0,0,0,0,0,1153,227,104,107,140,39,55,47,38,51,9,135,2,85,3,36,9,21,2,4,1,0,5,27,0,0,0,0,3,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Heer Hendrikhuis,0664::SB20,4472 AN,1052,724,0,0,0,0,4,648,72,0,0,0,0,0,724,178,58,84,103,21,23,33,30,24,7,63,0,40,3,25,7,14,0,2,0,0,2,5,1,0,0,0,1,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Heer Arendhuis,0664::SB21,4458 BV,1300,891,0,1,0,0,3,809,81,1,0,1,0,0,893,211,94,93,117,33,39,52,34,37,12,38,0,42,2,28,4,17,0,2,2,3,5,20,1,1,2,0,1,1,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk,0664::SB22,4462 RA,1465,959,0,0,0,0,3,855,101,0,0,0,0,0,959,252,58,108,151,39,27,37,97,28,11,65,0,34,0,29,3,10,0,0,0,3,1,5,0,1,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Omnium 15 maart,0664::SB23,4463 AB,0,336,0,0,0,0,0,311,25,0,0,0,0,0,336,89,20,51,48,18,14,32,12,16,0,19,0,7,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Omnium 16 maart,0664::SB24,4463 AB,0,352,0,0,0,1,1,316,34,0,1,0,0,0,351,74,33,49,61,8,14,20,17,8,4,31,0,16,0,10,0,5,0,0,0,0,0,0,1,0,0,0,1,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor 15 maart,0664::SB25,4461 GE,0,444,0,4,0,0,2,392,54,0,0,0,0,0,448,89,61,50,43,11,37,57,16,22,6,14,0,16,1,13,0,4,1,0,0,0,0,2,1,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor 16 maart,0664::SB26,4461 GE,0,433,1,1,0,0,3,383,49,0,0,0,0,0,435,85,61,47,55,11,25,41,14,26,12,13,3,23,1,4,3,3,0,1,0,0,1,2,0,0,0,0,2,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zeelandhallen 15 maart,0664::SB27,4462 GK,0,74,0,0,0,0,1,62,11,0,0,0,0,0,74,18,10,16,7,4,5,2,1,2,0,1,0,1,0,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zeelandhallen 16 maart,0664::SB28,2262 GK,0,116,0,0,0,0,0,103,13,0,0,0,0,0,116,26,13,15,13,6,7,6,2,1,2,5,1,7,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk 15 maart,0664::SB29,4462 RA,0,223,0,0,0,0,2,189,32,0,0,0,0,0,223,51,5,37,22,9,10,25,36,1,0,15,0,3,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk 16 maart,0664::SB30,4462 RA,0,160,0,0,0,0,0,151,9,0,0,0,0,0,160,32,3,24,18,14,10,9,17,3,1,16,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiele Stembus 15 maart,0664::SB31,,0,119,0,0,0,0,1,107,11,0,0,0,0,0,119,20,5,21,16,3,10,11,6,3,0,10,0,5,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiele Stembus 16 maart,0664::SB32,,0,155,0,3,0,0,0,140,18,0,0,0,0,0,158,38,12,20,21,4,13,14,6,4,3,11,1,0,1,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,,
Middelburg,Goes,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Stadskantoor,0664::SB33,4461 GE,0,3433,1,4,0,5,,,,,0,5,,,3443,774,204,776,200,72,195,460,182,91,91,256,1,14,2,52,2,20,2,0,0,1,0,30,0,6,0,1,1,0,0,0
