contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymlokaal, Pampuspad	Pampuspad 47",0171::SB11,,1526,599,0,0,0,0,0,536,63,0,0,0,0,0,599,108,73,102,66,14,36,27,46,10,6,15,2,57,0,14,2,6,0,0,0,1,1,13,0,0,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymzaal De Erven West, Espelerlaan 71",0171::SB12,,1043,480,2,0,1,0,0,419,62,0,1,0,0,0,481,116,38,67,59,11,20,27,47,9,4,13,2,35,3,11,1,4,0,1,0,2,2,6,1,0,0,1,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Buurthuis De Erven,Amstelland 2",0171::SB13,,1628,1281,3,0,0,0,4,1120,160,0,0,0,0,0,1284,302,118,178,159,55,47,46,132,30,7,58,1,58,2,33,3,27,0,0,3,6,1,12,0,0,1,2,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Modelwoning Emmelhage, Niels Borhage 5",0171::SB14,,1784,1228,4,1,0,0,0,1052,182,1,0,1,0,0,1234,375,82,150,136,28,34,30,126,23,4,53,1,84,1,45,4,26,0,3,0,0,5,15,0,0,0,3,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymzaal Luttelgeest, Sportstraat 28",0171::SB20,,1125,879,0,0,0,1,4,782,94,0,0,1,0,0,880,231,84,200,73,19,32,29,22,13,6,31,0,54,1,22,0,12,0,0,0,5,3,40,0,2,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau PKN Kerk Marknesse, Sluis 1",0171::SB21,,1497,988,2,0,0,0,2,860,128,0,0,0,0,0,990,208,139,154,78,25,60,38,63,14,8,31,0,65,1,33,1,12,0,4,0,0,1,45,1,1,0,6,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Triangel 1,0171::SB22,,1413,858,1,0,0,0,0,757,102,0,0,0,0,0,859,190,107,134,90,24,41,25,46,16,8,24,0,58,0,31,3,10,0,1,0,3,1,45,0,0,1,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau PKN kerk Kraggenburg, Voorstraat 21",0171::SB23,,1105,871,5,0,0,1,2,776,97,0,1,0,0,0,875,215,74,128,90,32,36,34,55,36,6,27,1,51,4,24,1,14,0,3,1,2,0,33,3,0,1,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal Evert van Benthem 1, E.P. Seidelstraat 2",0171::SB24,,1137,720,2,0,0,0,0,645,77,0,0,0,0,0,722,131,112,114,68,14,35,18,51,15,4,29,0,61,2,17,1,4,0,0,0,1,1,38,1,2,0,0,1,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal Evert van Benthem 2, E.P. Seidelstraat 2",0171::SB25,,1188,822,0,0,0,0,0,751,71,0,0,0,0,0,822,191,102,127,65,24,29,21,49,11,3,30,0,80,0,27,2,10,0,3,1,0,2,41,2,1,1,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Museum Nagele, Ring 23",0171::SB26,,1355,1046,2,1,1,0,6,923,119,0,1,0,0,0,1048,264,135,156,94,39,41,35,40,17,3,50,5,58,4,42,3,17,0,0,0,0,7,29,0,2,0,5,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau RK Parochiezaal Tollebeek, Vossenburcht 17",0171::SB27,,1641,1127,0,0,0,0,0,942,185,0,0,0,0,0,1127,132,128,173,41,13,20,11,93,12,5,267,4,140,2,19,3,9,0,2,0,0,1,40,2,1,0,9,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau MFC Mozaïek, Westerrand 42",0171::SB28,,1081,884,1,3,0,0,0,765,123,0,0,0,0,0,888,192,97,141,44,11,33,18,46,7,4,84,1,76,0,55,5,3,0,1,1,1,4,55,0,0,0,5,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ontmoetingskerk, Galamalaan 35",0171::SB29,,1173,825,1,0,0,0,2,730,94,0,0,0,0,0,826,175,111,134,67,10,32,14,43,13,10,30,1,69,1,28,4,11,0,1,0,3,4,61,0,0,0,3,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymzaal de Kwartslag, Venelaan 3",0171::SB30,,1240,949,1,0,0,0,1,842,107,0,0,0,0,0,950,202,103,165,71,23,45,21,33,14,3,26,0,87,0,51,7,10,0,0,0,2,1,83,0,1,1,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymlokaal Bant, Noordakker 1",0171::SB31,,1073,877,1,0,0,2,0,769,111,0,0,2,0,0,880,238,78,133,86,6,33,27,36,19,4,17,0,65,2,39,3,11,0,1,0,1,5,68,1,2,0,2,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis NOP, Harmen Visserplein 1",0171::SB40,,0,579,1,0,0,0,1,528,51,0,0,0,0,0,580,111,60,102,66,18,45,42,46,15,1,14,8,27,0,11,1,6,0,0,1,1,0,2,0,1,0,0,1,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Modelwoning Emmelhage, Niels Borhage 5",0171::SB41,,0,187,0,0,0,0,0,163,24,0,0,0,0,0,187,49,20,36,14,5,5,9,19,4,4,3,0,9,1,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau De Ontmoetingskerk, Galamalaan 35 Creil",0171::SB42,,0,153,0,0,0,0,0,136,17,0,0,0,0,0,153,37,14,42,11,1,6,7,11,4,3,4,0,4,1,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau PKN Kerk, Sluis 1 Marknesse",0171::SB43,,0,264,0,1,0,0,0,237,28,0,0,0,0,0,265,55,30,54,20,7,23,9,25,6,0,7,0,11,0,9,0,4,0,0,0,0,1,3,0,0,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymzaal De Zeevaarder, Skagerrak 3",0171::SB44,,0,300,1,0,0,0,0,275,26,0,0,0,0,0,301,50,33,37,36,9,20,31,24,7,9,14,5,11,1,7,1,2,0,1,0,0,0,1,0,1,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Buurthuis de Brulboei, Markenstraat 1",0171::SB45,,0,381,0,0,1,0,3,335,42,0,1,0,1,0,380,60,48,65,37,11,40,30,28,11,6,6,2,17,0,5,1,5,0,1,0,0,1,3,0,4,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Buurthuis de Erven,Amstelland 2",0171::SB46,,0,490,0,1,0,0,0,436,55,0,0,0,0,0,491,114,36,105,52,15,27,16,59,16,5,13,0,13,2,8,0,6,0,0,0,0,0,2,0,0,0,1,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal Evert van Benthem 1, E.P. Seidelstraat 2",0171::SB47,,0,272,0,1,0,0,3,244,26,0,0,0,0,0,273,59,33,61,21,7,15,11,19,4,5,6,0,21,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau RK Parochiezaal, Vossenburcht 17 Tollebeek",0171::SB48,,0,210,0,0,0,0,0,182,28,0,0,0,0,0,210,36,19,51,9,4,5,4,10,6,2,34,0,22,0,3,2,0,0,0,0,0,0,1,0,0,0,2,0,0,,
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis NOP - vleugel 2e noord, Harmen Visserplein 1",0171::SB50,,0,1296,2,1,0,0,,,,,0,0,,,1299,246,72,393,95,20,81,151,133,22,13,41,0,5,0,14,1,4,0,0,0,0,0,2,1,2,0,0,0,0,0,0
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis NOP - vleugel 2e zuid, Harmen Visserplein 1",0171::SB51,,0,1077,1,3,0,0,,,,,0,0,,,1081,213,70,359,54,10,54,96,107,19,20,39,2,8,0,8,1,5,2,0,0,0,0,4,0,5,0,1,0,0,0,0
Lelystad,Noordoostpolder,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis NOP - Raadzaal, Harmen Visserplein 1",0171::SB52,,0,249,3,2,0,0,,,,,0,0,,,254,45,18,65,16,10,15,29,26,3,4,9,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
