contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP)
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SV Ruwaard,0828::SB12,5344 KW,1164,1046,2,2,0,3,0,945,108,0,0,3,0,0,1053,141,163,81,131,54,192,37,15,53,4,0,40,79,8,12,3,17,0,0,0,2,3,8,0,0,0,1,1,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Berghem Sport,0828::SB13,5351 AB,1164,512,0,1,0,1,0,446,68,0,0,1,0,0,514,207,77,31,65,12,26,8,0,6,8,0,17,28,1,14,0,9,0,0,0,0,1,1,0,1,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Korfbalvereniging TOG,0828::SB14,5357 PB,1164,435,1,0,0,0,1,388,47,0,0,0,0,0,436,112,45,87,72,7,36,10,1,13,4,1,0,15,1,7,0,8,0,0,0,2,1,10,0,1,1,0,0,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hille,0828::SB15,5345 WB,1164,2015,1,1,0,0,0,1723,294,0,0,0,0,0,2017,432,261,125,345,109,309,80,4,54,18,0,28,113,13,36,2,43,0,5,2,3,11,8,4,0,0,0,6,0,0,4
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Haren,0828::SB16,5368 AM,1164,490,2,0,0,0,2,437,53,0,0,0,0,0,492,142,61,67,62,13,49,6,1,10,6,2,1,20,1,19,1,4,0,1,3,0,0,20,0,0,0,0,0,1,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Slotje,0828::SB17,5373 BC,1164,758,2,1,0,0,2,656,103,0,0,0,0,0,761,224,125,79,78,15,81,24,6,11,11,2,0,49,1,16,4,8,0,2,0,2,1,13,1,0,0,1,2,1,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Onder d'n Plag,0828::SB18,5354 KC,1164,643,0,1,0,0,1,577,66,0,0,0,0,0,644,167,58,107,94,34,52,18,5,20,6,0,0,23,3,9,0,14,0,3,0,4,0,24,0,0,0,2,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Berchplaets,0828::SB19,5351 BZ,1164,1573,1,4,0,3,0,1367,214,0,0,3,0,0,1581,484,249,114,223,45,138,38,5,33,16,1,9,110,0,33,7,25,1,3,1,5,10,12,1,0,1,0,8,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum De Merx,0828::SB20,5351 AR,1164,622,2,0,0,5,4,555,70,0,0,5,0,0,629,179,127,63,55,9,46,11,1,9,5,0,2,56,0,25,3,4,0,0,0,1,1,17,1,0,0,0,4,0,0,3
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA De Snoeck,0828::SB21,,1164,1410,4,0,0,0,0,1224,190,0,0,0,0,0,1414,412,226,137,182,42,131,21,8,28,16,2,6,101,1,41,3,18,0,0,0,3,1,22,1,1,2,0,5,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschaphuis De Nolder,0828::SB22,5398 HK,1164,786,3,0,0,0,1,680,108,0,0,0,0,0,789,257,136,105,61,11,73,16,2,21,2,0,1,24,0,27,2,14,0,0,1,1,4,23,0,0,0,0,5,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Koppellinck,0828::SB23,5386 AS,1164,1279,2,1,0,0,1,1096,185,0,0,0,0,0,1282,441,241,125,98,17,112,29,3,17,22,0,5,62,0,49,6,19,0,0,3,0,0,25,0,0,0,1,3,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Vidi Reo,0828::SB24,5371 AX,1164,901,0,1,0,0,0,826,76,0,0,0,0,0,902,218,86,95,164,64,90,50,9,28,9,0,1,28,4,12,2,19,0,1,0,3,8,6,2,1,0,0,1,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Titus Brandsma Parochie,0828::SB25,5342 GC,1164,1502,2,1,0,1,5,1340,161,0,0,1,0,0,1506,349,178,115,236,87,200,62,10,52,13,3,19,72,3,27,4,34,1,5,2,3,7,8,0,2,2,1,5,1,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Hoge Graaf,0828::SB26,5371 DA,1164,799,0,2,0,0,2,724,75,0,0,0,0,0,801,210,80,76,154,35,67,33,9,21,5,2,4,32,3,27,3,22,0,0,0,0,3,9,0,0,0,0,3,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Rusheuvel,0828::SB27,5346 JH,1164,1146,2,1,1,1,1,1004,142,0,2,0,0,0,1147,327,146,101,184,43,101,36,5,38,10,0,27,61,3,26,3,16,3,2,2,4,1,0,1,1,1,0,3,1,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Drive-thru parkeerplaats Rusheuvel,0828::SB28,,1163,1049,3,0,0,1,0,894,157,0,1,0,0,0,1051,325,166,55,140,34,84,16,5,19,8,0,47,84,1,28,3,16,1,2,0,0,2,8,0,0,0,0,0,0,0,5
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Troelstrastraat,0828::SB29,5344 GK,1164,495,2,0,1,0,0,431,67,0,0,1,0,0,498,69,88,26,39,19,87,19,5,9,3,2,57,43,4,7,3,7,2,0,0,1,0,1,0,1,0,0,2,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Ruivert,0828::SB30,5342 CM,1164,515,0,2,0,1,1,465,52,0,0,1,0,0,518,172,55,34,83,15,41,16,1,13,5,0,14,35,2,11,0,11,0,2,1,0,2,1,0,1,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oss,0828::SB31,5341 GM,1164,737,0,4,0,0,1,667,73,0,0,0,0,0,741,199,69,73,84,28,139,36,11,18,6,0,21,13,3,18,0,13,0,0,0,0,4,0,0,0,2,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oss,0828::SB32,5341 GM,1163,836,1,1,0,0,2,724,102,0,10,0,0,0,828,199,108,46,90,35,161,48,4,33,2,0,43,17,7,18,3,10,1,3,0,0,2,1,0,1,1,0,2,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Schadewijk,0828::SB33,5348 XA,1164,315,1,5,0,0,0,269,52,0,0,0,0,0,321,46,51,29,19,3,83,15,1,8,4,0,32,16,0,3,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Schadewijk,0828::SB34,5348 XA,1163,417,0,0,3,0,1,359,60,0,0,3,0,0,420,49,107,15,28,8,77,9,3,10,7,0,54,31,0,12,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau St. Gemeenschapshuis Acropolis,0828::SB35,5366 BE,1164,134,0,0,0,0,0,122,12,0,0,0,0,0,134,30,12,17,15,8,25,10,3,6,0,0,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau St. Gemeenschapshuis Acropolis,0828::SB36,5366 BE,1163,135,1,0,0,0,0,124,12,0,0,0,0,0,136,35,10,12,20,6,30,7,0,4,0,0,0,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hille,0828::SB37,5345 WB,1164,913,0,1,0,2,2,809,105,0,0,2,0,0,916,214,103,81,99,20,196,54,10,16,19,4,10,34,2,25,0,12,0,0,0,2,1,0,0,4,3,2,2,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hille,0828::SB38,5345 WB,1163,919,1,0,0,1,0,815,106,0,0,1,0,0,921,189,156,62,91,35,179,72,7,18,8,1,20,46,4,13,4,4,0,0,0,1,0,6,0,2,0,0,1,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Berchplaets,0828::SB39,5351 BZ,1164,495,2,1,0,0,0,435,63,0,0,0,0,0,498,149,74,65,46,11,71,27,4,7,9,1,6,14,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Berchplaets,0828::SB40,5351 BZ,1163,556,0,1,0,10,1,514,52,0,0,10,0,0,567,136,96,69,56,10,70,28,6,14,5,2,0,24,1,21,5,7,0,0,0,0,2,1,0,0,0,0,3,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA De Snoeck,0828::SB41,,1164,191,0,0,0,0,1,162,28,0,0,0,0,0,191,62,15,22,21,3,19,13,1,8,4,1,0,15,1,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA De Snoeck,0828::SB42,,1163,242,0,0,0,0,0,207,35,0,0,0,0,0,242,69,40,27,17,6,37,7,1,4,5,0,0,13,1,9,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Koppellinck,0828::SB43,5386 AS,1164,260,1,0,0,1,0,241,21,0,0,1,0,0,262,82,32,40,32,3,41,11,1,4,2,0,0,6,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Koppellinck,0828::SB44,5386 AS,1163,313,0,0,0,6,0,268,51,0,0,6,0,0,319,93,43,47,35,6,51,5,3,3,7,0,1,8,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Hoge Graaf,0828::SB45,5371 DA,1164,252,1,0,0,0,0,234,19,0,0,0,0,0,253,55,10,35,40,10,46,26,3,7,1,0,0,9,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Hoge Graaf,0828::SB46,5371 DA,1163,242,1,0,1,0,4,215,25,0,0,1,0,0,244,58,25,23,56,11,30,11,1,4,2,0,4,5,0,3,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Rusheuvel,0828::SB47,5346 JH,1164,378,0,0,0,0,3,334,41,0,0,0,0,0,378,120,38,37,46,7,63,16,0,14,8,0,7,10,0,3,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Rusheuvel,0828::SB48,5346 JH,1163,531,1,1,0,0,0,464,69,0,0,0,0,0,533,154,69,52,63,13,76,24,3,12,6,0,18,11,1,16,2,6,0,2,0,0,0,2,0,0,1,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Herinneringshuis Van Lith,0828::SB49,5344 VN,1164,361,3,3,0,1,0,324,42,0,1,0,0,0,366,51,60,15,37,12,80,8,2,4,4,0,40,31,2,2,0,5,2,2,0,0,3,0,0,0,0,0,0,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Sporthal De Ruivert,0828::SB50,5342 CM,1164,465,0,1,0,0,1,411,54,0,0,0,0,0,466,141,50,39,68,19,28,13,4,11,1,0,13,36,3,16,1,13,0,2,0,0,1,4,0,0,0,0,2,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Gemeenschapshuis De Berchplaets,0828::SB51,5351 BZ,1164,1617,4,2,0,7,0,1426,190,0,7,0,0,0,1616,504,300,132,184,43,143,54,6,25,13,1,5,83,3,45,6,31,1,3,0,1,4,21,2,1,0,0,3,0,0,3
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Zalencentrum De Merx,0828::SB52,5351 AR,1164,490,0,0,0,0,0,423,64,0,3,0,3,0,487,111,125,53,41,6,47,11,1,6,5,0,0,42,1,17,1,6,0,0,0,1,0,12,1,0,0,0,2,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Sporthal de Rusheuvel,0828::SB53,5346 JH,1164,1051,2,1,0,3,1,947,109,0,0,3,0,0,1057,307,139,65,163,41,117,43,0,28,7,1,15,49,2,30,1,22,1,2,2,2,4,4,0,2,2,0,2,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Gymzaal Troelstrastraat,0828::SB54,5344 GK,1164,495,1,1,0,0,0,447,50,0,0,0,0,0,497,75,71,17,54,21,96,22,3,14,4,0,49,42,2,6,2,11,0,2,0,0,0,2,0,0,0,0,1,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Gymzaal Verdistraat,0828::SB55,5343 VC,1164,625,2,0,3,0,2,555,73,0,0,3,0,0,630,97,100,21,72,25,106,38,3,23,3,1,62,49,2,5,2,5,4,0,0,1,1,1,0,1,3,0,0,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Drive-Thru parkeerplaats Rusheuvel,0828::SB56,5346 JH,1164,838,5,4,0,0,2,739,105,0,1,0,1,0,846,238,150,43,111,25,59,28,3,21,6,0,36,56,1,15,2,23,3,1,1,1,5,4,2,1,0,0,3,0,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau Wijkcentrum Schadewijk,0828::SB57,5348 XA,1164,843,2,0,3,0,1,759,88,0,0,3,0,0,848,106,190,32,77,32,150,17,6,22,10,1,62,83,0,16,6,10,4,2,1,2,2,4,0,1,3,0,3,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Centraal Station (stationsgebouw),0828::SB58,5348 KA,1164,970,4,4,0,0,2,902,74,0,0,0,0,0,978,214,97,58,197,59,100,41,6,37,10,0,18,67,7,13,3,31,0,2,1,3,2,0,0,0,0,0,2,0,0,2
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Herinneringshuis Van Lith,0828::SB59,5344 VN,1164,400,1,0,5,0,0,343,63,0,0,5,0,0,406,59,70,21,38,20,89,10,4,12,5,0,37,25,1,0,0,3,0,1,0,3,0,0,1,0,0,0,0,1,0,0
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Groene Engel,0828::SB60,5341 HA,1164,1374,5,1,0,0,1,1259,120,0,0,0,0,0,1380,281,132,76,267,81,196,51,7,74,11,1,16,76,6,35,4,38,0,1,0,0,9,5,1,0,0,1,1,2,0,2
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dubbel stembureau  Dorpshuis 't Slotje,0828::SB61,5373 BC,1164,834,0,1,0,0,1,739,95,0,0,0,0,0,835,275,124,84,80,22,96,23,3,15,12,0,1,40,0,21,4,11,1,2,0,2,4,12,0,0,0,0,1,0,0,1
's-Hertogenbosch,Oss,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stemopneming briefstemmen,0828::SB999,,0,6425,8,7,0,0,0,6440,0,0,0,0,0,0,6440,1558,530,1362,464,120,1473,435,56,107,106,5,29,49,15,49,3,30,0,1,0,2,4,7,0,13,0,1,2,0,0,4
